codigo_do_ativo,empresa,serie,emissao,ipo,situacao,isin,registro_cvm_da_emissao,data_de_registro_cvm_da_emissao,registro_cvm_do_programa,data_de_registro_cvm_do_programa,data_de_emissao,data_de_vencimento,motivo_de_saida,data_de_saida_novo_vencimento,data_do_inicio_da_rentabilidade,data_do_inicio_da_distribuicao,data_da_proxima_repactuacao,ato_societario_1,data_do_ato_1,ato_societario_2,data_do_ato_2,forma,garantia_especie,classe,quantidade_emitida,artigo_14,artigo_24,quantidade_em_mercado,quantidade_em_tesouraria,quantidade_resgatada,quantidade_cancelada,quantidade_convertida_no_snd,quantidade_convertida_fora_do_snd,quantidade_permutada_no_snd,quantidade_permutada_fora_do_snd,unidade_monetaria,valor_nominal_na_emissao,valor_nominal_atual,data_ult_vna,indice,tipo,criterio_de_calculo,dia_de_referencia_para_indice_de_precos,criterio_para_indice,corrige_a_cada,percentual_multiplicador_rentabilidade,limite_da_tjlp,tipo_de_tratamento_do_limite_da_tjlp,juros_criterio_antigo_do_snd,premios_criterio_antigo_do_snd,amortizacao_taxa,amortizacao_cada,amortizacao_unidade,amortizacao_carencia,amortizacao_criterio,tipo_de_amortizacao,juros_criterio_novo_taxa,juros_criterio_novo_prazo,juros_criterio_novo_cada,juros_criterio_novo_unidade,juros_criterio_novo_carencia,juros_criterio_novo_criterio,juros_criterio_novo_tipo,premio_criterio_novo_taxa,premio_criterio_novo_prazo,premio_criterio_novo_cada,premio_criterio_novo_unidade,premio_criterio_novo_carencia,premio_criterio_novo_criterio,premio_criterio_novo_tipo,participacao_taxa,participacao_cada,participacao_unidade,participacao_carencia,participacao_descricao,banco_mandatario,agente_fiduciario,instituicao_depositaria,coordenador_lider,cnpj,deb_incent_lei_12_431,escritura_padronizada,resgate_antecipado,data_captura,conjunto,arquivo_origem,registro_hash
CSRNA3,COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE-COSERN,001,013,-,Registrado,BRCSRNDBS0K0,AUT/DEB/PRI/2025/858,2025-11-27,,,2025-11-15,2032-11-15,,2032-11-15,2025-11-28,2025-11-27,-,RCA,2025-10-24,,,Escritural,Quirografária,Simples,400000,,,000000400000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-06-10,PRÉ,,Padrão - SND,,-,,-,0,-,-,,-,-,,-,-,-,11.6692,252,0006,MES,2026-05-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,ITAU UNIBANCO HOLDING S.A,08324196000181,S,,N,2026-06-10,debêntures___características_de_emissões,,ebeb445a7d20ac256eaec94d
CSRNA4,COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE-COSERN,001,014,-,Registrado,BRCSRNDBS0M6,AUT/DEB/PRI/2026/157,2026-03-19,,,2026-03-15,2031-03-15,,2031-03-15,2026-03-23,2026-03-19,-,RCA,2026-03-05,,,Escritural,Quirografária,Simples,335000,,,000000335000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1019.21236,2026-06-10,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,-,,-,-,-,7.0099,252,0012,MES,2027-03-15,-,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BTG PACTUAL INVESTMENT BANKING LTDA.,08324196000181,S,,N,2026-06-10,debêntures___características_de_emissões,,746c5e467271769076eb9331
CSRNB0,COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE-COSERN,002,010,-,Registrado,BRCSRNDBS0F0,DISPENSA ICVM 476/09,2022-07-20,,,2022-07-15,2029-07-15,,2029-07-15,2022-07-21,2022-06-15,-,RCA,2022-06-15,,,Escritural,Quirografária,Simples,80000,,,000000080000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,50,0012,MES,2028-07-15,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,1.43,252,0006,MES,2023-01-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO ITAU-BBA S/A,08324196000181,N,,S,2026-06-10,debêntures___características_de_emissões,,d5c995ee585d43211b6e5cb5
CSRNB2,COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE-COSERN,002,012,-,Registrado,BRCSRNDBS0J2,AUT/DEB/PRI/2024/169,2024-04-11,,,2024-03-15,2034-03-15,,2034-03-15,2024-04-12,2024-04-11,-,RCA,2024-03-20,,,Escritural,Quirografária,Simples,200000,,,000000200000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1110.61501,2026-06-10,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0012,MES,2032-03-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,6.0691,252,0006,MES,2024-09-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO ITAU-BBA S/A,08324196000181,S,,N,2026-06-10,debêntures___características_de_emissões,,f036517e795c13cd1e60d548
CSRNB3,COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE-COSERN,002,013,-,Registrado,BRCSRNDBS0L8,AUT/DEB/PRI/2025/859,2025-11-27,,,2025-11-15,2035-11-15,,2035-11-15,2025-11-28,2025-11-27,-,RCA,2025-10-24,,,Escritural,Quirografária,Simples,300000,,,000000300000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1036.36716,2026-06-10,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,-,,-,-,-,6.3,252,0006,MES,2026-05-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,ITAU UNIBANCO HOLDING S.A,08324196000181,S,,N,2026-06-10,debêntures___características_de_emissões,,84029ad33dd708ab0ab947a7
CSRNB4,COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE-COSERN,002,014,-,Registrado,BRCSRNDBS0N4,AUT/DEB/PRI/2026/158,2026-03-19,,,2026-03-15,2033-03-15,,2033-03-15,2026-03-23,2026-03-19,-,RCA,2026-03-05,,,Escritural,Quirografária,Simples,165000,,,000000165000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-06-10,PRÉ,,Padrão - SND,,DU,,-,0,-,-,,-,-,,-,-,-,12.5422,UTI,0012,MES,2027-03-15,-,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BTG PACTUAL INVESTMENT BANKING LTDA.,08324196000181,S,,N,2026-06-10,debêntures___características_de_emissões,,1b631fe6230e60d3b5ba8c95
CSRNC0,COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE-COSERN,003,010,-,Registrado,BRCSRNDBS0G8,DISPENSA ICVM 476/09,2022-07-20,,,2022-07-15,2029-07-15,,2029-07-15,2022-07-21,2022-06-15,-,RCA,2022-06-15,,,Escritural,Quirografária,Simples,220000,,,000000220000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1183.15644,2026-06-10,IPCA,,Padrão - SND,15,-,,-,0,-,-,,50,0012,MES,2028-07-15,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,6.623,252,0006,MES,2023-01-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO ITAU-BBA S/A,08324196000181,S,,N,2026-06-10,debêntures___características_de_emissões,,135f0e0f55c038e375acdca9
CSRR11,CONCESSIONARIA DO SISTEMA RODOVIARIO RIO-SAO PAULO S.A.,UNI,001,-,Excluído,BRCSRRDBS003,DISPENSA ICVM 476/09,2021-12-22,,,2021-12-15,2024-12-15,,2024-12-15,2021-12-23,2021-12-17,-,RCA,2021-12-16,AGE,2021-12-16,Escritural,Quirografária,Simples,1050000,,,000000000000,000000000000,000001050000,,,000000000000,,000000000000,R$,1000,1000,2024-08-02,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.75,252,0006,MES,2022-06-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO ITAU-BBA S/A,44319688000142,N,,S,2026-06-10,debêntures___características_de_emissões,,def41efb1b83ee5527e5e4d6
CSRR12,CONCESSIONARIA DO SISTEMA RODOVIARIO RIO-SAO PAULO S.A.,001,002,-,Registrado,BRCSRRDBS011,AUT/DEB/PRI/2024/359,2024-06-24,,,2024-06-15,2047-06-15,,2047-06-15,2024-07-18,2024-06-24,-,AGE,2024-06-13,RCA,2024-06-13,Escritural,Real,Simples,500000,,,000000500000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1098.40472,2026-06-10,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2031-06-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,6.9,252,0006,MES,2024-12-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BCO.NACIONAL DESENV.ECON.SOCIAL - BNDES,44319688000142,S,,N,2026-06-10,debêntures___características_de_emissões,,7ff62838e2a99001f9610df7
CSRR22,CONCESSIONARIA DO SISTEMA RODOVIARIO RIO-SAO PAULO S.A.,002,002,-,Registrado,BRCSRRDBS029,AUT/DEB/PRI/2024/360,2024-06-24,,,2024-06-15,2047-06-15,,2047-06-15,2024-07-18,2024-06-24,-,AGE,2024-06-13,RCA,2024-06-13,Escritural,Real,Simples,2000000,,,000002000000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1098.40472,2026-06-10,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2031-06-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,6.9,252,0006,MES,2024-12-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BCO.NACIONAL DESENV.ECON.SOCIAL - BNDES,44319688000142,S,,N,2026-06-10,debêntures___características_de_emissões,,ee9ba5270c389aead0bc4d00
CSRR32,CONCESSIONARIA DO SISTEMA RODOVIARIO RIO-SAO PAULO S.A.,003,002,-,Registrado,BRCSRRDBS037,AUT/DEB/PRI/2024/361,2024-06-24,,,2024-06-15,2047-06-15,,2047-06-15,2025-10-21,2024-06-24,-,AGE,2024-06-13,RCA,2024-06-13,Escritural,Real,Simples,1375000,,,000001375000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1001.068521,2026-06-10,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2031-06-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,6.9,252,0006,MES,2024-12-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BCO.NACIONAL DESENV.ECON.SOCIAL - BNDES,44319688000142,S,,N,2026-06-10,debêntures___características_de_emissões,,760d0c932948c4e6ab2b3e10
CSRR42,CONCESSIONARIA DO SISTEMA RODOVIARIO RIO-SAO PAULO S.A.,004,002,-,Registrado,BRCSRRDBS045,AUT/DEB/PRI/2024/362,2024-06-24,,,2024-06-15,2047-06-15,,2047-06-15,2024-10-15,2024-06-24,-,AGE,2024-06-13,RCA,2024-06-13,Escritural,Real,Simples,1375000,,,000000000000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-06-10,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2031-06-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,6.9,252,0006,MES,2024-12-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BCO.NACIONAL DESENV.ECON.SOCIAL - BNDES,44319688000142,S,,N,2026-06-10,debêntures___características_de_emissões,,d0b25ce0b11106fa3a580b21
CSRR52,CONCESSIONARIA DO SISTEMA RODOVIARIO RIO-SAO PAULO S.A.,005,002,-,Registrado,BRCSRRDBS052,AUT/DEB/PRI/2024/363,2024-06-24,,,2024-06-15,2047-06-15,,2047-06-15,2024-10-15,2024-06-24,-,AGE,2024-06-13,RCA,2024-06-13,Escritural,Real,Simples,1421875,,,000000000000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-06-10,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2031-06-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,6.9,252,0006,MES,2024-12-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BCO.NACIONAL DESENV.ECON.SOCIAL - BNDES,44319688000142,S,,N,2026-06-10,debêntures___características_de_emissões,,7b5f73b14293bc15310c88d5
CSRR62,CONCESSIONARIA DO SISTEMA RODOVIARIO RIO-SAO PAULO S.A.,006,002,-,Registrado,BRCSRRDBS060,AUT/DEB/PRI/2024/364,2024-06-24,,,2024-06-15,2047-06-15,,2047-06-15,2024-10-15,2024-06-24,-,AGE,2024-06-13,RCA,2024-06-13,Escritural,Real,Simples,1421875,,,000000000000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-06-10,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2031-06-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,6.9,252,0006,MES,2024-12-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BCO.NACIONAL DESENV.ECON.SOCIAL - BNDES,44319688000142,S,,N,2026-06-10,debêntures___características_de_emissões,,1f4ba359e8c2c43424c91a5b
CSRR72,CONCESSIONARIA DO SISTEMA RODOVIARIO RIO-SAO PAULO S.A.,007,002,-,Registrado,BRCSRRDBS078,AUT/DEB/PRI/2024/365,2024-06-24,,,2024-06-15,2047-06-15,,2047-06-15,2024-10-15,2024-06-24,-,AGE,2024-06-13,RCA,2024-06-13,Escritural,Real,Simples,437500,,,000000000000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-06-10,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2031-06-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,8.58,252,0006,MES,2024-12-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BCO.NACIONAL DESENV.ECON.SOCIAL - BNDES,44319688000142,S,,N,2026-06-10,debêntures___características_de_emissões,,dbd2cd6b8aa46b8e96895dc7
CSRR82,CONCESSIONARIA DO SISTEMA RODOVIARIO RIO-SAO PAULO S.A.,008,002,-,Registrado,BRCSRRDBS086,AUT/DEB/PRI/2024/366,2024-06-24,,,2024-06-15,2047-06-15,,2047-06-15,2024-10-15,2024-06-24,-,AGE,2024-06-13,RCA,2024-06-13,Escritural,Real,Simples,875000,,,000000000000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-06-10,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2031-06-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,8.58,252,0006,MES,2024-12-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BCO.NACIONAL DESENV.ECON.SOCIAL - BNDES,44319688000142,S,,N,2026-06-10,debêntures___características_de_emissões,,b4a442db20a2f73dba62c152
CSSA12,CENTROVIAS SISTEMAS RODOVIARIOS S/A,UNI,002,-,Excluído,BRCVIADBS028,DISPENSA ICVM 476/09,2014-03-24,,,2014-03-20,2018-06-20,21/06/2018 - VENCIMENTO,2018-06-20,2014-03-20,2014-03-25,-,RCA,2014-02-14,AGE,2014-02-14,Escritural,Quirografária,Simples,40000,,,000000000000,000000000000,000000040000,,,000000000000,,000000000000,R$,10000,1432,2018-06-20,DI,,Padrão - SND,,-,,100,0,-,-,,14.28,0006,MES,2015-06-20,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,0.99,252,0006,MES,2014-12-20,Útil,Exponencial,,,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BANCO ITAU-BBA S/A,02555926000179,N,n,S,2026-06-10,debêntures___características_de_emissões,,a566645c4219594ced2a113c
CSSA13,CENTROVIAS SISTEMAS RODOVIARIOS S/A,UNI,003,-,Excluído,BRCVIADBS036,DISPENSA ICVM 476/09,2017-03-16,,,2017-03-10,2019-03-10,12/03/2019 - VENCIMENTO,2019-03-10,2017-03-17,2017-03-17,-,AGE,2017-02-24,RCA,2017-02-24,Escritural,Quirografária,Simples,10000,,,000000000000,000000000000,000000010000,,,000000000000,,000000000000,R$,10000,5000,2019-03-08,DI,,Padrão - SND,,-,,100,0,-,-,,50,0009,MES,2018-06-10,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,1.25,252,0003,MES,2017-06-10,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,SLW CVC LTDA,ITAU CV S/A,BCO BTG PACTUAL S/A,02555926000179,N,,S,2026-06-10,debêntures___características_de_emissões,,d04f47ca52de50242d580f9a
CSSR11,CONCESSIONARIA RODOANEL NORTE SPE - S.A.,UNI,001,-,Registrado,BRCSSRDBS001,AUT/DEB/PRI/2025/413,2025-06-05,,,2025-05-15,2026-05-10,,2026-05-10,2025-06-06,2025-06-05,-,RCA,2025-05-21,,,Escritural,Quirografária,Simples,650000,,,000000000000,000000000000,000000650000,,,000000000000,,000000000000,R$,1000,1000,2026-05-08,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.15,252,,,2026-05-10,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,BTG PACTUAL SERV.FINANCEIROS S/A DTVM,BTG PACTUAL INVESTMENT BANKING LTDA.,50399553000137,N,,S,2026-06-10,debêntures___características_de_emissões,,8fe51c94edb0fa3a22eb1398
CSSR12,CONCESSIONARIA RODOANEL NORTE SPE - S.A.,UNI,002,-,Registrado,BRCSSRDBS019,AUT/DEB/PRI/2026/235,2026-05-05,,,2026-04-20,2027-12-20,,2027-12-20,2026-05-06,2026-05-05,-,RCA,2026-04-07,,,Escritural,Quirografária,Simples,1300000,,,000001300000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.15,252,,,2027-12-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,BTG PACTUAL SERV.FINANCEIROS S/A DTVM,BANCO BRADESCO BBI S/A,50399553000137,N,,S,2026-06-10,debêntures___características_de_emissões,,2f1c13d5f1b1f71787159c19
CSTI11,CONTINUY SERVICOS EM TECNOLOGIA DA INFORMACAO S/A,001,001,-,Excluído,BRCSTIDBS008,DISPENSA ICVM 476/09,2022-06-29,,,2022-06-30,2027-12-30,,2027-12-30,2022-07-01,2022-06-23,-,AGE,2022-05-27,AGE,2022-06-21,Escritural,Real,Simples,50000,,,000000000000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1040.821722,2024-08-01,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,-,,-,-,Percentual variável sobre o valor nominal atualizado em períodos não uniformes,13.5,252,0003,MES,2022-09-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,TERRA INVESTIMENTOS DTVM LTDA,33175360000183,N,,S,2026-06-10,debêntures___características_de_emissões,,877d3e641db9e2e780b305d8
CSTI21,CONTINUY SERVICOS EM TECNOLOGIA DA INFORMACAO S/A,002,001,-,Excluído,BRCSTIDBS016,DISPENSA ICVM 476/09,2022-06-29,,,2022-06-30,2027-12-30,,2027-12-30,2023-03-02,2022-06-23,-,AGE,2022-05-27,AGE,2022-06-21,Escritural,Real,Simples,50000,,,000000000000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1026.042163,2024-08-01,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,-,,-,-,Percentual variável sobre o valor nominal atualizado em períodos não uniformes,13.5,252,0003,MES,2023-03-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,TERRA INVESTIMENTOS DTVM LTDA,33175360000183,N,,S,2026-06-10,debêntures___características_de_emissões,,da26d7e12753ef13a96b7bb5
CSUL11,COMPANHIA SULAMERICANA DE DISTRIBUICAO,UNI,001,-,Excluído,BRCSDVDBS005,DISPENSA ICVM 476/09,2018-10-23,,,2018-09-28,2022-09-28,,2022-09-28,2018-10-24,2018-10-24,-,AGE,2018-09-24,,,Escritural,Real,Simples,70000000,,,000000000000,000000000000,000070000000,,,000000000000,,000000000000,R$,1,0.076924,2022-09-28,DI,,Padrão - SND,,-,,100,0,-,-,,7.6923,0003,MES,2019-09-28,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,2.57,252,0003,MES,2018-12-28,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,BANCO SANTANDER (BRASIL) S/A,11517841000197,N,,S,2026-06-10,debêntures___características_de_emissões,,4c26d1a2396d3d19ab7c5cf2
CSUL12,COMPANHIA SULAMERICANA DE DISTRIBUICAO,UNI,002,-,Registrado,BRCSDVDBS013,DISPENSA ICVM 476/09,2020-02-27,,,2020-02-20,2027-02-20,,2027-02-20,2020-02-28,2020-02-28,-,AGE,2020-02-04,RCA,2020-02-04,Escritural,Real,Simples,90000,,,000000000000,000000000000,000000090000,,,000000000000,,000000000000,R$,1000,440,2024-12-23,DI,,Padrão - SND,,-,,100,0,-,-,,-,0003,MES,2021-02-20,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,1.98,252,0003,MES,2021-02-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,VORTX DTVM LTDA.,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,11517841000197,N,,S,2026-06-10,debêntures___características_de_emissões,,c41f6784c0626e98fa336f05
