codigo_do_ativo,empresa,serie,emissao,ipo,situacao,isin,registro_cvm_da_emissao,data_de_registro_cvm_da_emissao,registro_cvm_do_programa,data_de_registro_cvm_do_programa,data_de_emissao,data_de_vencimento,motivo_de_saida,data_de_saida_novo_vencimento,data_do_inicio_da_rentabilidade,data_do_inicio_da_distribuicao,data_da_proxima_repactuacao,ato_societario_1,data_do_ato_1,ato_societario_2,data_do_ato_2,forma,garantia_especie,classe,quantidade_emitida,artigo_14,artigo_24,quantidade_em_mercado,quantidade_em_tesouraria,quantidade_resgatada,quantidade_cancelada,quantidade_convertida_no_snd,quantidade_convertida_fora_do_snd,quantidade_permutada_no_snd,quantidade_permutada_fora_do_snd,unidade_monetaria,valor_nominal_na_emissao,valor_nominal_atual,data_ult_vna,indice,tipo,criterio_de_calculo,dia_de_referencia_para_indice_de_precos,criterio_para_indice,corrige_a_cada,percentual_multiplicador_rentabilidade,limite_da_tjlp,tipo_de_tratamento_do_limite_da_tjlp,juros_criterio_antigo_do_snd,premios_criterio_antigo_do_snd,amortizacao_taxa,amortizacao_cada,amortizacao_unidade,amortizacao_carencia,amortizacao_criterio,tipo_de_amortizacao,juros_criterio_novo_taxa,juros_criterio_novo_prazo,juros_criterio_novo_cada,juros_criterio_novo_unidade,juros_criterio_novo_carencia,juros_criterio_novo_criterio,juros_criterio_novo_tipo,premio_criterio_novo_taxa,premio_criterio_novo_prazo,premio_criterio_novo_cada,premio_criterio_novo_unidade,premio_criterio_novo_carencia,premio_criterio_novo_criterio,premio_criterio_novo_tipo,participacao_taxa,participacao_cada,participacao_unidade,participacao_carencia,participacao_descricao,banco_mandatario,agente_fiduciario,instituicao_depositaria,coordenador_lider,cnpj,deb_incent_lei_12_431,escritura_padronizada,resgate_antecipado,data_captura,conjunto,arquivo_origem,registro_hash
KNT851,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,085,001,-,Registrado,BRKNTADBS181,AUT/OTS/PRI/2025/093,2025-05-30,,,2025-05-22,2033-06-20,,2033-06-20,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,1806115,,,000001806115,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2.4,252,,,2033-06-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,cf7ef3ec098c09d2c7d1d7b6
KNT861,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,086,001,-,Registrado,BRKNTADBS199,AUT/OTS/PRI/2025/094,2025-05-30,,,2025-05-22,2033-07-19,,2033-07-19,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,1643997,,,000001643997,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2.4,252,,,2033-07-19,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,2569646559c95a800d34a6c4
KNT871,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,087,001,-,Registrado,BRKNTADBS1A7,AUT/OTS/PRI/2025/095,2025-05-30,,,2025-05-22,2033-08-17,,2033-08-17,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,1484124,,,000001484124,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2.4,252,,,2033-08-17,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,eb0077836926897a11945561
KNT881,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,088,001,-,Registrado,BRKNTADBS1B5,AUT/OTS/PRI/2025/096,2025-05-30,,,2025-05-22,2033-09-20,,2033-09-20,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,1326454,,,000001326454,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2.4,252,,,2033-09-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,14563ae7ac40e6dbb5ef57c5
KNT891,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,089,001,-,Registrado,BRKNTADBS1C3,AUT/OTS/PRI/2025/097,2025-05-30,,,2025-05-22,2033-10-20,,2033-10-20,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,1170947,,,000001170947,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2.4,252,,,2033-10-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,5be72b19dd59d7f07af9c1d4
KNT901,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,090,001,-,Registrado,BRKNTADBS1D1,AUT/OTS/PRI/2025/098,2025-05-30,,,2025-05-22,2033-11-21,,2033-11-21,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,1017561,,,000001017561,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2.5,252,,,2033-11-21,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,2ab9b54321d0abb0d27c613d
KNT911,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,091,001,-,Registrado,BRKNTADBS1E9,AUT/OTS/PRI/2025/099,2025-05-30,,,2025-05-22,2033-12-19,,2033-12-19,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,866257,,,000000866257,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2.5,252,,,2033-12-19,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,7bf742c7d263379c1e04479b
KNT921,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,092,001,-,Registrado,BRKNTADBS1F6,AUT/OTS/PRI/2025/100,2025-05-30,,,2025-05-22,2034-01-18,,2034-01-18,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,716995,,,000000716995,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2.5,252,,,2034-01-18,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,05f20dc53959f6a0dd14050f
KNT931,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,093,001,-,Registrado,BRKNTADBS0I2,AUT/OTS/PRI/2025/101,2025-05-30,,,2025-05-22,2034-02-17,,2034-02-17,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,569737,,,000000569737,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2.5,252,,,2034-02-17,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,a435c7d94b02b69088410a83
KNT941,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,094,001,-,Registrado,BRKNTADBS0H4,AUT/OTS/PRI/2025/102,2025-05-30,,,2025-05-22,2034-03-17,,2034-03-17,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,424446,,,000000424446,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2.5,252,,,2034-03-17,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,44a596d9d79ad12d79035b2e
KNT951,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,095,001,-,Registrado,BRKNTADBS0G6,AUT/OTS/PRI/2025/103,2025-05-30,,,2025-05-22,2034-04-20,,2034-04-20,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,281084,,,000000281084,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2.5,252,,,2034-04-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,e6c31e1d0419ffe294b91cc7
KNT961,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,096,001,-,Registrado,BRKNTADBS0F8,AUT/OTS/PRI/2025/104,2025-05-30,,,2025-05-22,2034-05-18,,2034-05-18,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,139614,,,000000139614,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2.6,252,,,2034-05-18,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,ee608fcb7a08e121f0679ca0
KNTA11,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,001,001,-,Registrado,BRKNTADBS009,AUT/OTS/PRI/2025/009,2025-05-30,,,2025-05-22,2026-06-18,,2026-06-18,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,34281188,,,000034281188,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1,252,,,2026-06-18,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,98a17a43b86f8806da83174b
KNTA21,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,002,001,-,Registrado,BRKNTADBS017,AUT/OTS/PRI/2025/010,2025-05-30,,,2025-05-22,2026-07-17,,2026-07-17,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,33685075,,,000033685075,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1,252,,,2026-07-17,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,f25ff06651da6a31dc079cbb
KNTA31,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,003,001,-,Registrado,BRKNTADBS025,AUT/OTS/PRI/2025/011,2025-05-30,,,2025-05-22,2026-08-19,,2026-08-19,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,33099417,,,000033099417,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1,252,,,2026-08-19,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,d6fa8306b015554da2f5469b
KNTA41,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,004,001,-,Registrado,BRKNTADBS033,AUT/OTS/PRI/2025/012,2025-05-30,,,2025-05-22,2026-09-18,,2026-09-18,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,32524028,,,000032524028,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1,252,,,2026-09-18,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,4571934906b2df527fdc0e31
KNTA51,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,005,001,-,Registrado,BRKNTADBS066,AUT/OTS/PRI/2025/013,2025-05-30,,,2025-05-22,2026-10-20,,2026-10-20,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,31958727,,,000031958727,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1,252,,,2026-10-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,1791f7cfa21ddf1570e9d0ee
KNTA61,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,006,001,-,Registrado,BRKNTADBS1G4,AUT/OTS/PRI/2025/014,2025-05-30,,,2025-05-22,2026-11-19,,2026-11-19,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,31403338,,,000031403338,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.1,252,,,2026-11-19,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,7390f1e75fb0f8514ad68c43
KNTA71,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,007,001,-,Registrado,BRKNTADBS1H2,AUT/OTS/PRI/2025/015,2025-05-30,,,2025-05-22,2026-12-17,,2026-12-17,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,30857686,,,000030857686,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.1,252,,,2026-12-17,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,4b838ddf81de61be61b96cdd
KNTA81,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,008,001,-,Registrado,BRKNTADBS1I0,AUT/OTS/PRI/2025/016,2025-05-30,,,2025-05-22,2027-01-20,,2027-01-20,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,30321603,,,000030321603,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.1,252,,,2027-01-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,4368c2f9c12fd7f4cd6d253c
KNTA91,KANASTRA-4 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,009,001,-,Registrado,BRKNTADBS1J8,AUT/OTS/PRI/2025/017,2025-05-30,,,2025-05-22,2027-02-19,,2027-02-19,2025-06-02,2025-05-30,-,AGE,2025-05-21,,,Escritural,Quirografária,Simples,29794918,,,000029794918,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.1,252,,,2027-02-19,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,XP INVESTIMENTOS CCTVM S/A,60583456000153,N,,S,2026-06-10,debêntures___características_de_emissões,,ecdd9b693af6418226f76670
KNTR11,KANASTRA-3 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,001,001,-,Registrado,BRKNTRDBS003,AUT/DEB/PRI/2025/206,2025-02-26,,,2025-02-19,2035-08-31,,2035-08-31,2025-02-27,2025-02-26,-,AGE,2025-02-19,,,Escritural,Quirografária,Simples,1300000000,,,001300000000,000000000000,000000000000,,,000000000000,,000000000000,R$,1,0.676633,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.1,252,0001,MES,2025-04-14,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,ITAU UNIBANCO HOLDING S.A,59078946000113,N,,S,2026-06-10,debêntures___características_de_emissões,,152bd478a0484da8835fe5dc
KOIN11,VERTKOIN COMP SEC DE CRED FINANCEIROS,001,001,-,Excluído,BRKOINDBS003,DISPENSA ICVM 476/09,2021-12-13,,,2021-12-07,2024-12-07,,2024-12-07,2022-01-03,2021-12-10,-,AGE,2021-12-07,,,Escritural,Real,Simples,25000,,,000000000000,000000000000,000000020000,,,000000000000,,000000000000,R$,1000,20,2023-10-31,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,7,252,0001,MES,2022-02-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,TERRA INVESTIMENTOS DTVM LTDA,42712313000112,N,,N,2026-06-10,debêntures___características_de_emissões,,adc202f32785e5fe9d4a2781
KOMP11,KOMPASS COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,001,001,-,Excluído,BRKOMPDBS000,DISPENSA ICVM 476/09,2021-04-28,,,2021-04-26,2032-04-26,,2032-04-26,2021-04-29,2021-04-29,-,AGE,2021-04-20,,,Escritural,Real,Simples,10000,,,000000000000,000000000000,000000007000,,,000000000000,,000000000000,R$,1000,1209.289444,2023-10-31,IPCA,,Não Padrão - SND,,-,,-,0,-,8% a.a 360 dias,,-,0001,MES,2022-05-26,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,,-,,,ITAU UNIBANCO S.A.,VORTX DTVM LTDA.,ITAU CV S/A,,39382913000155,N,,S,2026-06-10,debêntures___características_de_emissões,,d06430671a2b9a830758ddee
KRMA11,KURUMA VEICULOS S/A,UNI,001,-,Excluído,BRKRMADBS005,DISPENSA ICVM 476/09,2014-12-22,,,2014-12-18,2020-09-18,,2020-09-18,2014-12-23,2014-12-22,-,AGE,2014-11-24,,,Escritural,Quirografária,Simples,112,,,000000000000,000000000000,000000000112,,,000000000000,,000000000000,R$,1000000,20849,2020-09-18,DI,,Padrão - SND,,-,,100,0,-,-,,2.0833,0001,MES,2016-10-18,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,2.2,252,0001,MES,2015-01-18,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BANCO ITAU-BBA S/A,00827783000181,N,n,S,2026-06-10,debêntures___características_de_emissões,,83945dcc060d47e21f0de2ed
KROT11,COGNA EDUCACAO S.A,UNI,001,-,Excluído,BRKROTDBS001,DISPENSA ICVM 476/09,2019-04-23,,,2019-04-15,2024-04-15,,2024-04-15,2019-04-25,2019-04-25,-,RCA,2019-04-10,,,Escritural,Quirografária,Simples,80000,,,000000000000,000000000000,000000020000,000000060000,,000000000000,,000000000000,R$,10000,10000,2024-04-15,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,0.65,252,0006,MES,2019-10-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU CV S/A,BANCO ITAU-BBA S/A,02800026000140,N,,S,2026-06-10,debêntures___características_de_emissões,,e6068262dde3f1b326ca3012
KRSA11,KORA SAUDE PARTICIPACOES S.A.,001,001,-,Registrado,BRKRSADBS002,DISPENSA ICVM 476/09,2022-05-04,,,2022-05-03,2027-05-03,,2027-05-03,2022-05-05,2022-04-11,-,RCA,2022-04-01,,,Escritural,Quirografária,Simples,440000,,,000000069484,000000370516,000000000000,,,000000000000,,000000000000,R$,1000,500,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,50,0012,MES,2026-05-03,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,1.95,252,0006,MES,2022-11-03,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,BCO BTG PACTUAL S/A,13270520000166,N,,S,2026-06-10,debêntures___características_de_emissões,,eac696456f7abeba0e292cf5
KRSA12,KORA SAUDE PARTICIPACOES S.A.,001,002,-,Registrado,BRKRSADBS028,AUT/DEB/PRI/2024/870,2024-12-06,,,2024-10-30,2030-10-30,,2030-10-30,2024-12-10,2024-12-06,-,RCA,2024-11-20,,,Escritural,Real,Simples,1701122,,,000001701122,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1199.410605,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,0003,MES,2028-01-30,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,2.8,252,0001,MES,2025-10-30,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,BTG PACTUAL INVESTMENT BANKING LTDA.,13270520000166,N,,S,2026-06-10,debêntures___características_de_emissões,,f30081efef60cee7b7190c40
KRSA21,KORA SAUDE PARTICIPACOES S.A.,002,001,-,Registrado,BRKRSADBS010,DISPENSA ICVM 476/09,2022-05-04,,,2022-05-03,2030-10-30,,2030-10-30,2022-05-05,2022-04-11,-,RCA,2022-04-01,,,Escritural,Quirografária,Simples,260000,,,000000016310,000000243690,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,0003,MES,2028-01-30,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,2.8,252,0001,MES,2025-11-30,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,BCO BTG PACTUAL S/A,13270520000166,N,,S,2026-06-10,debêntures___características_de_emissões,,4b1ccec6698e11ebde335ab2
KRSA22,KORA SAUDE PARTICIPACOES S.A.,002,002,-,Registrado,BRKRSADBS036,AUT/DEB/PRI/2024/871,2024-12-06,,,2024-10-30,2030-10-30,,2030-10-30,2024-12-10,2024-12-06,-,RCA,2024-11-20,,,Escritural,Real,Simples,250000,,,000000250000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1228.583912,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,0003,MES,2028-01-30,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,5,252,0001,MES,2025-10-30,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,BTG PACTUAL INVESTMENT BANKING LTDA.,13270520000166,N,,S,2026-06-10,debêntures___características_de_emissões,,83e86cc0edd70854a133d67b
KSSA11,KLABIN SEGALL S.A.,001,001,Não,Excluído,BRKSSADBS000,CVM/SRE/DEB-2007/040,2007-10-25,CVM/SRE/PRO-2007/008,2007-10-25,2007-08-15,2012-08-15,19/08/2010 - RESGATE TOTAL ANTECIPADO,2010-08-19,2008-11-15,2007-10-29,-,RCA,2007-06-25,RCA,2007-10-22,Escritural,Quirografária,Simples,2852,570,428,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,2010-08-17,DI,Integrante de Juros,Não Padrão - SND,00,DU,,0,0,-,3% a.a 252 dias,,0,0006,MES,2010-08-15,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,ITAU UNIBANCO S.A.,SIMPLIFIC PAVARINI DTVM LTDA,ITAU UNIBANCO S/A,ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA,00187032000148,N,n,,2026-06-10,debêntures___características_de_emissões,,535b842445e3d84c2d9a3d24
KSSA12,KLABIN SEGALL S.A.,UNI,002,Não,Excluído,BRKSSADBS026,CVM/SRE/DEB-2008/016,2008-06-06,,,2008-04-01,2013-04-01,27/07/2010 - RESGATE TOTAL ANTECIPADO,2010-07-27,2008-04-01,2008-06-11,-,RCA,2008-03-20,RCA,2008-05-08,Escritural,Flutuante,Simples,23000,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,2010-07-23,DI,Integrante de Juros,Não Padrão - SND,00,DU,,0,0,-,3% a.a 252 dias,,20,0006,MES,2011-04-01,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU UNIBANCO S/A,ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA,00187032000148,N,n,,2026-06-10,debêntures___características_de_emissões,,f08eb612cff54a08333c4549
KSSA21,KLABIN SEGALL S.A.,002,001,Não,Excluído,BRKSSADBS018,CVM/SRE/DEB-2007/041,2007-10-25,CVM/SRE/PRO-2007/008,2007-10-25,2007-08-15,2012-08-15,19/08/2010 - RESGATE TOTAL ANTECIPADO,2010-08-19,2008-11-17,2007-10-29,-,RCA,2007-06-25,RCA,2007-10-22,Escritural,Quirografária,Simples,12148,2430,1822,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,2010-08-17,IPCA,Correção Monetária,Não Padrão - SND,00,DU,,0,0,-,12% a.a 252 dias,,25,0012,MES,2010-08-15,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,ITAU UNIBANCO S.A.,SIMPLIFIC PAVARINI DTVM LTDA,ITAU UNIBANCO S/A,ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA,00187032000148,N,n,,2026-06-10,debêntures___características_de_emissões,,3fba978126c42c1d04c85e99
