data_captura,data_referencia,indice,numero_indice,variacao_diaria,variacao_mensal,variacao_anual,variacao_ultimos_12_meses,variacao_ultimos_24_meses,duration_du,peso_geral,carteira_a_mercado_rs_mil,numero_operacoes,quant_negociada_1000_titulos,valor_negociado_rs_mil,pmr,convexidade,yield_,redemption_yield
2026-06-15,2026-06-12,IMA-B 5+,12612.03960400,0.4653,-0.1825,4.1510,9.7081,14.4608,2422,13.01,1078645503,981,2903.34,12061278.97,4725.80269960814,134.577840083539,7.58835583099651,7.50066238660163
2026-06-15,2026-06-12,IMA-B,11491.24805000,0.3312,-0.1144,5.0564,10.9011,17.6040,1550,23.39,1938485386,2399,9276.40,40957618.05,2929.59774787886,77.6300381211835,8.26350108474,7.62541871229598
2026-06-15,2026-06-12,IMA-S,8644.05605200,0.0533,0.4832,6.2756,14.9542,29.0562,1,53.70,4450567346,531,1205.46,23114096.06,1,0,,
2026-06-15,2026-06-12,IMA-GERAL-EX-C,9972.78787100,0.1663,0.1316,5.4176,13.3445,24.8094,496,98.93,8200130667,3703,83458.50,117217557.76,893.420976484032,20.3522860998126,,
2026-06-15,2026-06-12,IMA-GERAL,10116.01314900,0.1644,0.1352,5.4365,13.2681,24.6906,500,100.00,8288511116,3703,83458.50,117217557.76,898.41909069674,20.3020983011879,,
2026-06-16,2026-06-15,IRF-M 1,20232.84135200,0.0877,0.4699,5.9268,14.3554,27.7400,88,6.22,515878059,139,23874.18,23083753.79,127.010607133358,0.429237085962183,14.1827590996257,14.1071255215584
2026-06-16,2026-06-15,IRF-M 1+,24318.36554900,0.3034,-0.4833,3.4268,11.6146,21.1807,779,15.67,1299582582,546,23864.75,15989005.64,1213.40831509192,12.497685392395,14.3546161841578,14.3647693142333
2026-06-16,2026-06-15,IRF-M,22493.85300000,0.2420,-0.2148,4.1097,12.4172,23.2755,583,21.89,1815460641,685,47738.93,39072759.43,904.699479176694,9.06833663669604,14.3057815813958,14.3537226795044
2026-06-16,2026-06-15,IMA-B 5,11303.61949400,0.0143,-0.0146,6.2357,12.1711,22.3719,455,10.37,859962873,2178,7105.61,32456811.98,673.214712328239,6.17047256963398,9.21289499450493,8.48446650175289
2026-06-16,2026-06-15,IMA-B 5+,12577.96858100,-0.2701,-0.4521,3.8696,9.2074,13.3282,2416,12.97,1075731576,1036,1404.73,5932791.01,4720.22827258995,133.923861964953,7.62382787911143,7.53795724988996
2026-06-16,2026-06-15,IMA-B,11474.70350900,-0.1440,-0.2582,4.9051,10.5309,16.9193,1545,23.34,1935694449,3214,8510.33,38389603.00,2922.27849324071,77.1673982530849,8.32979607688246,7.66185896581751
2026-06-16,2026-06-15,IMA-S,8648.63361500,0.0530,0.5364,6.3319,14.9512,29.0209,1,53.70,4452924197,425,1265.78,24295539.74,1,0,,
2026-06-16,2026-06-15,IMA-GERAL-EX-C,9977.59008100,0.0482,0.1798,5.4683,13.2815,24.5518,494,98.93,8204079287,4324,57515.04,101757902.17,890.23243477402,20.2138115556831,,
2026-06-16,2026-06-15,IMA-GERAL,10120.90788800,0.0484,0.1837,5.4876,13.2074,24.4333,498,100.00,8292521599,4324,57515.04,101757902.17,895.233639435112,20.16482287767,,
2026-06-17,2026-06-16,IRF-M 1,20243.85029900,0.0544,0.5246,5.9844,14.3641,27.8095,87,6.22,516158755,131,16657.25,16032593.06,126.009146258839,0.424105308770017,14.1693492448988,14.1004184117518
2026-06-17,2026-06-16,IRF-M 1+,24305.97778700,-0.0509,-0.5340,3.3741,11.3593,21.1189,778,15.65,1298920575,295,14260.72,8673940.19,1212.5593730881,12.4732809633682,14.3989877395872,14.4033620162317
2026-06-17,2026-06-16,IRF-M,22489.12849700,-0.0210,-0.2358,4.0878,12.2385,23.2496,581,21.86,1815079330,426,30917.98,24706533.25,903.574303912143,9.04682604097251,14.3336848530618,14.3904864325782
2026-06-17,2026-06-16,IMA-B 5,11291.93660600,-0.1034,-0.1179,6.1259,12.1914,22.2454,457,10.42,865082366,2218,7188.90,32944920.78,676.168820471046,6.19847120349625,9.23372002872946,8.57260024356234
2026-06-17,2026-06-16,IMA-B 5+,12519.34581500,-0.4661,-0.9161,3.3855,8.4938,12.8001,2410,12.99,1078186374,1431,2011.81,8453251.35,4718.45429735245,133.288327837645,7.68907099932234,7.59564894920867
2026-06-17,2026-06-16,IMA-B,11439.71376900,-0.3049,-0.5624,4.5852,10.1156,16.5628,1541,23.41,1943268741,3649,9200.71,41398172.13,2918.95543602886,76.7119050177094,8.37670035787698,7.72459597854857
2026-06-17,2026-06-16,IMA-S,8653.25412200,0.0534,0.5902,6.3887,14.9491,29.0899,1,53.66,4455303158,395,1350.67,25881713.96,1,0,,
2026-06-17,2026-06-16,IMA-GERAL-EX-C,9972.79886600,-0.0480,0.1317,5.4177,13.1394,24.4920,494,98.93,8213651229,4470,41469.36,91986419.34,890.813232243336,20.1484759212928,,
2026-06-17,2026-06-16,IMA-GERAL,10116.20496200,-0.0465,0.1371,5.4385,13.0687,24.3755,498,100.00,8302180009,4470,41469.36,91986419.34,895.796646014506,20.0999625914176,,
2026-06-18,2026-06-17,IRF-M 1,20250.71568100,0.0339,0.5587,6.0204,14.3415,27.8359,86,6.23,516333802,275,21763.69,20588573.15,124.985733286829,0.418398706075922,14.2054690696201,14.1621566148251
2026-06-18,2026-06-17,IRF-M 1+,24207.22420000,-0.4063,-0.9381,2.9541,11.0785,20.7464,775,15.60,1293643146,330,21332.81,15692049.56,1210.27462218121,12.3769361725997,14.561686833433,14.5745713281284
2026-06-18,2026-06-17,IRF-M,22425.90915700,-0.2811,-0.5162,3.7952,12.0252,22.9817,579,21.83,1809976948,605,43096.51,36280622.71,900.673254660303,8.96551310260264,14.4600682616957,14.5571146626831
2026-06-18,2026-06-17,IMA-B 5,11272.12057500,-0.1755,-0.2932,5.9397,12.0106,22.0854,455,10.42,863564248,2318,7779.75,35413536.58,673.99722697251,6.14890557744957,9.32595999690179,8.70743393279853
2026-06-18,2026-06-17,IMA-B 5+,12429.88842800,-0.7146,-1.6241,2.6467,7.5884,11.8745,2402,12.91,1070482159,1405,3491.00,14805162.76,4718.52332919391,132.430830673296,7.786631863168,7.68180716242949
2026-06-18,2026-06-17,IMA-B,11385.42335700,-0.4746,-1.0343,4.0889,9.5196,15.9717,1533,23.33,1934046407,3723,11270.74,50218699.33,2912.61622728806,76.0451331628567,8.47395184543897,7.81770430125401
2026-06-18,2026-06-17,IMA-S,8657.87653300,0.0534,0.6439,6.4456,14.9468,29.1080,1,53.77,4457683100,603,1961.50,37600575.77,1,0,,
2026-06-18,2026-06-17,IMA-GERAL-EX-C,9958.29583600,-0.1454,-0.0139,5.2644,12.9458,24.2954,490,98.93,8201706456,4931,56328.74,124099897.81,886.131502104637,19.9107575343577,,
2026-06-18,2026-06-17,IMA-GERAL,10101.59827000,-0.1444,-0.0075,5.2863,12.8779,24.1799,494,100.00,8290192570,4931,56328.74,124099897.81,891.159013908584,19.8643141823561,,
2026-06-19,2026-06-18,IRF-M 1,20263.32089400,0.0622,0.6213,6.0864,14.3504,27.8515,85,6.24,516655198,105,15192.81,14666262.37,123.98725789211,0.413500347143981,14.1509679636738,14.1294071662857
2026-06-19,2026-06-18,IRF-M 1+,24061.63431800,-0.6014,-1.5339,2.3349,10.3889,20.0422,772,15.52,1285862768,483,55912.94,36105720.30,1207.11045324334,12.2390996008681,14.7860729031913,14.8202387315324
2026-06-19,2026-06-18,IRF-M,22333.49115500,-0.4121,-0.9262,3.3675,11.5298,22.4711,575,21.76,1802517966,588,71105.75,50771982.67,896.655168224198,8.84953154194883,14.6040329599409,14.7910210716848
2026-06-19,2026-06-18,IMA-B 5,11266.25848600,-0.0520,-0.3450,5.8846,11.9774,21.9231,453,10.42,863115150,1404,4783.86,21885644.05,672.384841365642,6.11675035333589,9.33200886857075,8.76825013538945
2026-06-19,2026-06-18,IMA-B 5+,12407.83253800,-0.1774,-1.7987,2.4646,7.1361,11.6301,2400,12.90,1068582670,1280,2745.24,11503329.80,4718.20104272302,132.157065073829,7.8163971544712,7.70697691034388
2026-06-19,2026-06-18,IMA-B,11371.59759700,-0.1214,-1.1544,3.9625,9.2361,15.7607,1530,23.32,1931697820,2684,7529.10,33388973.84,2910.46216113818,75.8401277174106,8.49359801793207,7.84749262767617
2026-06-19,2026-06-18,IMA-S,8662.50166300,0.0534,0.6977,6.5024,14.9454,29.1239,1,53.85,4460064442,504,1537.39,29516175.33,1,0,,
2026-06-19,2026-06-18,IMA-GERAL-EX-C,9949.27910700,-0.0905,-0.1044,5.1691,12.7651,24.1364,488,98.93,8194280229,3776,80172.25,113677131.84,883.888556854587,19.8250052988163,,
2026-06-19,2026-06-18,IMA-GERAL,10092.53910200,-0.0897,-0.0971,5.1919,12.7000,24.0215,492,100.00,8282757881,3776,80172.25,113677131.84,888.933377510786,19.7790706503406,,
2026-06-20,2026-06-19,IRF-M 1,20272.75857400,0.0466,0.6681,6.1358,14.4036,27.8880,84,6.25,516895831,,,,122.978510012439,0.408222938717929,14.161153051412,14.1495775049713
2026-06-20,2026-06-19,IRF-M 1+,24000.60272900,-0.2536,-1.7837,2.0754,10.1089,19.7946,770,15.50,1282601217,,,,1204.97434665832,12.1595814890912,14.8916647497601,14.9362233150272
2026-06-20,2026-06-19,IRF-M,22296.06149100,-0.1676,-1.0922,3.1942,11.3429,22.2989,573,21.75,1799497049,,,,894.176872560327,8.78406706382527,14.6818292005315,14.9031482532164
2026-06-20,2026-06-19,IMA-B 5,11242.21203400,-0.2134,-0.5577,5.6586,11.7384,21.6192,451,10.41,861272936,,,,670.214597793801,6.06596908334743,9.48372456410779,8.92778983605421
2026-06-20,2026-06-19,IMA-B 5+,12338.45505000,-0.5591,-2.3478,1.8917,6.5371,11.0377,2393,12.84,1062607768,,,,4717.65614278276,131.428898965992,7.8934799286909,7.77592786945475
2026-06-20,2026-06-19,IMA-B,11325.57948200,-0.4047,-1.5545,3.5418,8.7940,15.2889,1524,23.25,1923880704,,,,2905.71850300589,75.3070726808663,8.60539239965234,7.92870385385274
2026-06-20,2026-06-19,IMA-S,8667.06671900,0.0527,0.7507,6.5585,15.0060,29.1405,1,53.93,4462414854,,,,1,0,,
2026-06-20,2026-06-19,IMA-GERAL-EX-C,9938.97366000,-0.1036,-0.2079,5.0601,12.6483,23.9913,485,98.94,8185792606,,,,880.035344581709,19.6301976467238,,
2026-06-20,2026-06-19,IMA-GERAL,10081.62428000,-0.1081,-0.2052,5.0781,12.5781,23.8702,489,100.00,8273800291,,,,885.089150690304,19.5861335136964,,
2026-06-22,2026-06-19,IRF-M 1,20272.75857400,0.0466,0.6681,6.1358,14.4036,27.8880,84,6.25,516895831,124,13269.36,12366447.62,122.978510012439,0.408222938717929,14.161153051412,14.1495775049713
2026-06-22,2026-06-19,IRF-M 1+,24000.60272900,-0.2536,-1.7837,2.0754,10.1089,19.7946,770,15.50,1282601217,458,40824.82,28680243.67,1204.97434665832,12.1595814890912,14.8916647497601,14.9362233150272
2026-06-22,2026-06-19,IRF-M,22296.06149100,-0.1676,-1.0922,3.1942,11.3429,22.2989,573,21.75,1799497049,582,54094.18,41046691.28,894.176872560327,8.78406706382527,14.6818292005315,14.9031482532164
2026-06-22,2026-06-19,IMA-B 5,11242.21203400,-0.2134,-0.5577,5.6586,11.7384,21.6192,451,10.41,861272936,2071,8891.27,40524382.84,670.214597793801,6.06596908334743,9.48372456410779,8.92778983605421
2026-06-22,2026-06-19,IMA-B 5+,12338.45505000,-0.5591,-2.3478,1.8917,6.5371,11.0377,2393,12.84,1062607768,1576,3114.64,12979655.11,4717.65614278276,131.428898965992,7.8934799286909,7.77592786945475
2026-06-22,2026-06-19,IMA-B,11325.57948200,-0.4047,-1.5545,3.5418,8.7940,15.2889,1524,23.25,1923880704,3647,12005.90,53504037.96,2905.71850300589,75.3070726808663,8.60539239965234,7.92870385385274
2026-06-22,2026-06-19,IMA-S,8667.06671900,0.0527,0.7507,6.5585,15.0060,29.1405,1,53.93,4462414854,534,1117.12,21433726.45,1,0,,
2026-06-22,2026-06-19,IMA-GERAL-EX-C,9938.97366000,-0.1036,-0.2079,5.0601,12.6483,23.9913,485,98.94,8185792606,4763,67217.21,115984455.69,880.035344581709,19.6301976467238,,
2026-06-22,2026-06-19,IMA-GERAL,10081.62428000,-0.1081,-0.2052,5.0781,12.5781,23.8702,489,100.00,8273800291,4763,67217.21,115984455.69,885.089150690304,19.5861335136964,,
2026-06-23,2026-06-22,IRF-M 1,20286.36371500,0.0671,0.7357,6.2070,14.4539,27.8016,83,6.24,517242722,180,9642.46,9178848.67,119.998509548298,0.403620607053708,14.1371780670545,14.0990062614857
2026-06-23,2026-06-22,IRF-M 1+,24129.33416300,0.5364,-1.2569,2.6229,10.3179,19.9648,771,15.56,1289480674,510,30684.01,20738306.53,1203.69944728356,12.2282029963954,14.7256764260889,14.7559119411643
2026-06-23,2026-06-22,IRF-M,22385.59711000,0.4016,-0.6951,3.6086,11.5140,22.4073,574,21.80,1806723396,690,40326.47,29917155.20,893.449176238384,8.84297025962584,14.5571965724296,14.7287507965391
2026-06-23,2026-06-22,IMA-B 5,11259.07580500,0.1500,-0.4086,5.8171,11.8869,21.3845,451,10.41,862564880,1304,5028.94,22465555.03,667.83381069015,6.0680785417628,9.44158812713695,8.86644872029048
2026-06-23,2026-06-22,IMA-B 5+,12383.38027000,0.3641,-1.9922,2.2627,6.3405,10.7383,2393,12.87,1066476801,1084,3443.98,14237266.90,4711.29700942682,131.454767684304,7.84726315969636,7.74022531381978
2026-06-23,2026-06-22,IMA-B,11355.96133100,0.2683,-1.2904,3.8196,8.7187,15.0314,1524,23.27,1929041681,2388,8472.92,36702821.92,2903.27524247185,75.3885066319065,8.56016052095663,7.88918195671788
2026-06-23,2026-06-22,IMA-S,8671.61746900,0.0525,0.8036,6.6145,15.0039,29.1049,1,53.87,4464757899,777,1155.84,22216923.54,1,0,,
2026-06-23,2026-06-22,IMA-GERAL-EX-C,9956.85888700,0.1800,-0.0283,5.2492,12.6637,23.9014,486,98.94,8200522976,3855,49955.23,88836900.66,880.336444672909,19.6822048148155,,
2026-06-23,2026-06-22,IMA-GERAL,10099.79408800,0.1802,-0.0253,5.2675,12.5989,23.7858,490,100.00,8288711912,3855,49955.23,88836900.66,885.356425887645,19.6375370868056,,
2026-06-24,2026-06-23,IRF-M 1,20299.09908200,0.0628,0.7989,6.2737,14.4616,27.8818,82,6.24,517567437,203,14553.85,13692776.74,119.015236974556,0.398926573297371,14.1247027937203,14.0624215908222
2026-06-24,2026-06-23,IRF-M 1+,24207.70316400,0.3248,-0.9361,2.9562,10.5996,20.3544,771,15.59,1293668742,596,38270.96,26167793.17,1203.27183071211,12.2456596706028,14.6225291735786,14.6547315056911
2026-06-24,2026-06-23,IRF-M,22441.51123100,0.2498,-0.4470,3.8674,11.7196,22.7130,574,21.83,1811236179,799,52824.82,39860569.91,893.441499062831,8.86041187437213,14.4802734443849,14.6305723788428
2026-06-24,2026-06-23,IMA-B 5,11278.71717400,0.1744,-0.2348,6.0017,12.0822,21.5962,450,10.42,864069618,1578,5677.16,25527433.41,667.410899348003,6.06989136298912,9.40425003035124,8.79006692559364
2026-06-24,2026-06-23,IMA-B 5+,12375.41002300,-0.0644,-2.0553,2.1969,6.4467,10.6670,2390,12.85,1065790390,1521,4393.20,18168116.80,4709.32948245804,131.192296422419,7.85810266393343,7.75287266457047
2026-06-24,2026-06-23,IMA-B,11360.77869200,0.0424,-1.2485,3.8636,8.8726,15.0802,1522,23.26,1929860008,3099,10070.36,43695550.21,2899.61321806908,75.1703734619415,8.55036995695631,7.89033346671538
2026-06-24,2026-06-23,IMA-S,8676.19532200,0.0528,0.8568,6.6708,15.0014,29.1731,1,53.84,4467114900,540,1733.26,33295960.46,1,0,,
2026-06-24,2026-06-23,IMA-GERAL-EX-C,9966.19358900,0.0938,0.0654,5.3479,12.7472,24.0175,485,98.94,8208211087,4438,64628.43,116852080.58,879.430145393249,19.6287101243106,,
2026-06-24,2026-06-23,IMA-GERAL,10109.09619700,0.0921,0.0667,5.3645,12.6814,23.8998,489,100.00,8296345979,4439,64628.73,116854475.35,884.441438418499,19.584294975923,,
2026-06-25,2026-06-24,IRF-M 1,20314.29171000,0.0748,0.8744,6.3532,14.4724,27.9124,81,6.23,517954804,151,24434.81,23188689.42,118.043493265735,0.394592196708339,14.0854459805256,13.982148690258
2026-06-25,2026-06-24,IRF-M 1+,24383.31868900,0.7255,-0.2175,3.7031,11.2459,20.9805,771,15.68,1303053702,475,36815.85,25037744.64,1203.99259248723,12.3302088616926,14.375018230579,14.4043433147274
2026-06-25,2026-06-24,IRF-M,22562.59195400,0.5395,0.0901,4.4278,12.1906,23.1826,575,21.91,1821008506,626,61250.66,48226434.06,895.112896868461,8.93532631595857,14.2926543439841,14.3874456835277
2026-06-25,2026-06-24,IMA-B 5,11286.19784800,0.0663,-0.1687,6.0720,12.0930,21.5559,450,10.40,864642717,1808,5798.89,26060783.75,666.648000821187,6.06029613218042,9.42313279970541,8.77937904806144
2026-06-25,2026-06-24,IMA-B 5+,12400.81084500,0.2053,-1.8542,2.4066,6.9427,10.8124,2389,12.85,1067977950,1677,3358.36,14026747.01,4705.4459245647,131.06569049295,7.83341177938061,7.73509704507649
2026-06-25,2026-06-24,IMA-B,11377.03025300,0.1430,-1.1072,4.0122,9.1746,15.1453,1521,23.25,1932620667,3485,9157.25,40087530.76,2898.5123299874,75.1390383457945,8.54464328238387,7.87317808733117
2026-06-25,2026-06-24,IMA-S,8680.74824500,0.0525,0.9098,6.7268,15.0002,29.1895,1,53.78,4469459065,707,2759.34,53066884.32,1,0,,
2026-06-25,2026-06-24,IMA-GERAL-EX-C,9984.25703300,0.1812,0.2468,5.5388,12.9270,24.1417,485,98.94,8223088238,4818,73167.25,141380849.14,879.985995708681,19.6381893229189,,
2026-06-25,2026-06-24,IMA-GERAL,10127.36268100,0.1807,0.2476,5.5548,12.8608,24.0238,490,100.00,8311336940,4818,73167.25,141380849.14,884.978189682515,19.5935586825352,,
2026-06-26,2026-06-25,IRF-M 1,20326.16439700,0.0584,0.9333,6.4154,14.4754,27.9472,80,6.23,518257523,108,13191.82,12867866.03,117.048392320954,0.389758902114329,14.078023848639,13.9588091299343
2026-06-26,2026-06-25,IRF-M 1+,24380.23276600,-0.0127,-0.2301,3.6899,11.3309,21.1103,770,15.66,1302888789,453,38375.64,27120291.01,1201.85624215926,12.2687127325724,14.3750488425219,14.4290596356598
2026-06-26,2026-06-25,IRF-M,22564.29938900,0.0076,0.0977,4.4357,12.2495,23.2816,573,21.89,1821146312,561,51567.46,39988157.04,893.144182391207,8.88822806384801,14.290522170192,14.4104035530575
2026-06-26,2026-06-25,IMA-B 5,11296.88584800,0.0947,-0.0741,6.1725,12.2475,21.5643,449,10.40,865461531,2034,10348.49,46958518.32,666.038748738724,6.05481759269906,9.46612745056841,8.75133853823518
2026-06-26,2026-06-25,IMA-B 5+,12437.67604300,0.2973,-1.5625,2.7111,7.3882,11.5699,2390,12.88,1071152841,1341,3524.56,14751048.68,4703.93722607937,131.240095145181,7.80135631431177,7.7064028876884
2026-06-26,2026-06-25,IMA-B,11400.54055900,0.2066,-0.9029,4.2271,9.4973,15.5605,1522,23.28,1936614372,3375,13873.06,61709567.00,2899.42423231181,75.2955335769494,8.54533270794384,7.84408100151106
2026-06-26,2026-06-25,IMA-S,8685.32390600,0.0527,0.9630,6.7830,14.9996,29.2023,1,53.76,4471814936,522,1549.22,29831758.88,1,0,,
2026-06-26,2026-06-25,IMA-GERAL-EX-C,9992.13384200,0.0789,0.3258,5.6221,13.0196,24.2901,486,98.94,8229575620,4458,66989.74,131529482.92,880.493116766205,19.6857266652317,,
2026-06-26,2026-06-25,IMA-GERAL,10135.22719800,0.0777,0.3254,5.6368,12.9528,24.1699,490,100.00,8317791201,4458,66989.74,131529482.92,885.463580818764,19.6402909757599,,
2026-06-27,2026-06-26,IRF-M 1,20338.43977700,0.0604,0.9943,6.4797,14.4750,28.0111,79,6.23,518570509,,,,116.056954529096,0.385017951003408,14.0722528127059,13.9278053634217
2026-06-27,2026-06-26,IRF-M 1+,24426.51302900,0.1898,-0.0407,3.8868,11.2914,21.6403,768,15.69,1305362024,,,,1200.58060456391,12.2485201969506,14.3122329647938,14.3779846439217
2026-06-27,2026-06-26,IRF-M,22598.82111800,0.1530,0.2508,4.5955,12.2246,23.6758,572,21.93,1823932533,,,,892.234779705439,8.8755542080397,14.244003122187,14.3603359277653
2026-06-27,2026-06-26,IMA-B 5,11313.45599100,0.1467,0.0724,6.3282,12.2565,21.7780,448,10.42,866730980,,,,665.490193904148,6.05274848538561,9.47288309533381,8.68898013075772
2026-06-27,2026-06-26,IMA-B 5+,12375.84696900,-0.4971,-2.0518,2.2005,6.5164,11.2921,2378,12.81,1065828021,,,,4695.65626153112,129.971856499454,7.85463040090242,7.76920972038222
2026-06-27,2026-06-26,IMA-B,11376.66723500,-0.2094,-1.1104,4.0089,8.9997,15.4815,1513,23.23,1932559001,,,,2888.17209979396,74.3955300370783,8.58039853695233,7.89142909777427
2026-06-27,2026-06-26,IMA-S,8689.91096600,0.0528,1.0163,6.8394,14.9959,29.2179,1,53.78,4474176677,,,,1,0,,
2026-06-27,2026-06-26,IMA-GERAL-EX-C,9993.46043600,0.0133,0.3392,5.6361,12.8892,24.3821,483,98.94,8230668211,,,,876.406753511348,19.434893883519,,
2026-06-27,2026-06-26,IMA-GERAL,10136.60423500,0.0136,0.3390,5.6512,12.8244,24.2606,487,100.00,8318921310,,,,881.411398351551,19.3918573566506,,
