data_captura,data_referencia,tipo_ativo,codigo,isin,limite_quantidade
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AIRB34,BRAIRBBDR004,5330000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,ALOS3,BRALOSACNOR5,9395000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,ALPA4,BRALPAACNPR7,4955000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,ALUG11,BRALUGCTF000,4944000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,ALUP11,BRALUPCDAM15,1757000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AMGN34,BRAMGNBDR004,3027000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AMLG34,BRAMLGBDR008,431000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AMZO34,BRAMZOBDR002,4063000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,ANIM3,BRANIMACNOR6,15753000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,APTV34,BRAPTVBDR003,938000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AREAETF11,BRAREACTF004,145900.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,ARMT34,BRARMTBDR008,1014000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,ARNC34,BRARNCBDR002,171000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,ASAI3,BRASAIACNOR0,44801000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,ASML34,BRASMLBDR003,1911000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,ATTB34,BRATTBBDR007,4460000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AUAU3,BRAUAUACNOR1,11593000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AUPOETF11,BRAUPOCTF005,317200.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AURA33,BRAURABDR001,1433000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AURE3,BRAUREACNOR9,11655000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AVGO34,BRAVGOBDR003,7997000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AWII34,BRAWIIBDR009,154000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AXIA3,BRAXIAACNOR0,26323000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AXIA6,BRAXIAACNPB1,5253000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AXIA7,BRAXIAACNPC9,7897000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AXPB34,BRAXPBBDR007,948000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AZOI34,BRAZOIBDR000,2291000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,AZZA3,BRAZZAACNOR9,6186000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1AM34,BRB1AMBDR007,3126000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1AX34,BRB1AXBDR004,3842000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1BT34,BRB1BTBDR000,844000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1BW34,BRB1BWBDR012,7558000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1CS34,BRB1CSBDR000,1424000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1DX34,BRB1DXBDR008,915000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1FC34,BRB1FCBDR007,1346000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1IL34,BRB1ILBDR002,5886000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1KR34,BRB1KRBDR005,823000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1LL34,BRB1LLBDR006,1516000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1ME34,BRB1MEBDR009,2857000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1MR34,BRB1MRBDR001,1182000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1NT34,BRB1NTBDR005,6164000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1PP34,BRB1PPBDR008,4176000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1RF34,BRB1RFBDR005,629000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1SX34,BRB1SXBDR006,375000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1TI34,BRB1TIBDR005,3189000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B1WA34,BRB1WABDR006,824000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B2AH34,BRB2AHBDR005,3980000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B2AP34,BRB2APBDR008,1500000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B2HI34,BRB2HIBDR008,117660000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B2LN34,BRB2LNBDR000,3770000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B2MB34,BRB2MBBDR003,8985000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B2RK34,BRB2RKBDR003,8064000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B2UR34,BRB2URBDR002,4043000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B2YN34,BRB2YNBDR003,30507000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B3BR11,BRB3BRCTF009,15027000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B5MBETF11,BRB5MBCTF005,4032800.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,B5P2ETF11,BRB5P2CTF001,14459300.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BAAX39,BRBAAXBDR009,2290000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BABA34,BRBABABDR005,7688000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BACW39,BRBACWBDR007,2570000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BAER39,BRBAERBDR003,3285000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BAIR39,BRBAIRBDR004,1697000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BARY39,BRBARYBDR001,499000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BBAS3,BRBBASACNOR3,68050000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BBCN39,BRBBCNBDR004,551000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BBDC3,BRBBDCACNOR1,15960000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BBDC4,BRBBDCACNPR8,79382000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BBER39,BRBBERBDR001,993000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BBJP39,BRBBJPBDR004,2683000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BBOV11,BRBBOVCTF001,43310000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BBSD11,BRBBSDCTF000,5700000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BBSE3,BRBBSEACNOR5,12430000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BBUS39,BRBBUSBDR005,1165000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BBYY34,BRBBYYBDR005,519000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BCHI39,BRBCHIBDR001,4783000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BCIR39,BRBCIRBDR000,1870000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BCPX39,BRBCPXBDR003,4753000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BCSA34,BRBCSABDR005,1321000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BDEF11,BRBDEFCTF001,7754000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BDOM11,BRBDOMCTF006,29026000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BDVY39,BRBDVYBDR007,1698000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEEF3,BRBEEFACNOR6,30854000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEEM39,BRBEEMBDR006,3998000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEFA39,BRBEFABDR008,2989000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEFG39,BRBEFGBDR005,3150000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEFV39,BRBEFVBDR004,3024000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEGD39,BRBEGDBDR000,877000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEGE39,BRBEGEBDR008,838000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEGU39,BRBEGUBDR004,2444000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEMC39,BRBEMCBDR000,2597000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEMV39,BRBEMVBDR000,842000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BERK34,BRBERKBDR002,1529000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEST11,BRBESTCTF000,11699000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEUF39,BRBEUFBDR006,850000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEWA39,BRBEWABDR003,4076000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEWC39,BRBEWCBDR009,2615000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEWG39,BRBEWGBDR000,2556000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEWH39,BRBEWHBDR008,4041000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEWJ39,BRBEWJBDR004,3560000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEWL39,BRBEWLBDR000,824000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEWT39,BRBEWTBDR003,3468000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEWU39,BRBEWUBDR001,2465000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEWW39,BRBEWWBDR007,2096000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEWY39,BRBEWYBDR003,3097000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEWZ39,BRBEWZBDR000,3419000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BEZU39,BRBEZUBDR004,2319000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BFAV39,BRBFAVBDR002,1396000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BFDA39,BRBFDABDR000,2848000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BFDL39,BRBFDLBDR007,1458000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BFDN39,BRBFDNBDR003,4007000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BFTS39,BRBFTSBDR008,1516000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BFVD39,BRBFVDBDR006,1237000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BFXI39,BRBFXIBDR001,4683000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BGLC39,BRBGLCBDR007,615000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BGOV39,BRBGOVBDR001,4719000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BGRI39,BRBGRIBDR001,1767000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BGWH39,BRBGWHBDR003,2595000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BHDV39,BRBHDVBDR002,2433000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BHEF39,BRBHEFBDR003,924000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BHVN34,BRBHVNBDR001,5372000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIAI39,BRBIAIBDR003,644000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIAT39,BRBIATBDR000,594000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIBB39,BRBIBBBDR006,3148000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BICL39,BRBICLBDR003,3002000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIDU34,BRBIDUBDR002,4129000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIDV39,BRBIDVBDR000,1089000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIEF39,BRBIEFBDR001,3216000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIEI39,BRBIEIBDR005,3632000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIEM39,BRBIEMBDR007,3241000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIET39,BRBIETBDR002,9708000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIEU39,BRBIEUBDR000,1899000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIGF39,BRBIGFBDR006,1331000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIHI39,BRBIHIBDR008,18482000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIIB34,BRBIIBBDR001,1235000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIJH39,BRBIJHBDR006,10930000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIJR39,BRBIJRBDR005,2351000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIJS39,BRBIJSBDR003,697000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIJT39,BRBIJTBDR001,632000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BILB34,BRBILBBDR005,510000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BILF39,BRBILFBDR006,2769000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BITB39,BRBITBBDR008,3250000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BITO39,BRBITOBDR001,2406000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIVB39,BRBIVBBDR004,2117000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIVE39,BRBIVEBDR008,2545000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIVW39,BRBIVWBDR000,2336000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIWD39,BRBIWDBDR008,3726000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIWF39,BRBIWFBDR003,1909000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIWM39,BRBIWMBDR009,2865000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIXJ39,BRBIXJBDR003,578000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIXN39,BRBIXNBDR005,2444000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIXU39,BRBIXUBDR000,2552000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIYE39,BRBIYEBDR002,1189000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIYF39,BRBIYFBDR009,2032000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIYK39,BRBIYKBDR009,1936000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIYP39,BRBIYPBDR008,5393000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIYT39,BRBIYTBDR000,3763000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIYW39,BRBIYWBDR004,6260000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIYZ39,BRBIYZBDR007,1289000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BIZD11,BRBIZDCTF000,1175000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BJQU39,BRBJQUBDR002,1048000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BKNG34,BRBKNGBDR006,1173000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BKSA39,BRBKSABDR008,1285000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BKWB39,BRBKWBBDR008,1045000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BKYY39,BRBKYYBDR006,702000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BLAK34,BRBLAKBDR003,2224000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BLFTETF11,BRBLFTCTF002,11541700.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BLPX39,BRBLPXBDR004,1109000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BMMT11,BRBMMTCTF006,9138000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BMOB3,BRBMOBACNOR7,1007000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BMTU39,BRBMTUBDR000,2826000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BMYB34,BRBMYBBDR000,666000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BNDA39,BRBNDABDR004,2666000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BOAC34,BRBOACBDR004,2616000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BOEF39,BRBOEFBDR009,2171000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BOEI34,BRBOEIBDR003,166000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BOL5ETF11,BRBOL5CTF001,1738700.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BONY34,BRBONYBDR001,306000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BOTZ39,BRBOTZBDR005,1241000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BOVA11,BRBOVACTF003,23147000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BOVB11,BRBOVBCTF001,22209000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BOVS11,BRBOVSCTF005,29390000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BOVV11,BRBOVVCTF009,22092000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BOVX11,BRBOVXCTF005,221931000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BOXP34,BRBOXPBDR008,5219000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BPAC11,BRBPACUNT006,20480000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BPREETF11,BRBPRECTF018,710500.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BPVE39,BRBPVEBDR003,2286000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BQTC39,BRBQTCBDR009,807000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BQUA39,BRBQUABDR001,2703000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BQYL39,BRBQYLBDR000,6137000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BRAP4,BRBRAPACNPR2,8212000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BRAV3,BRBRAVACNOR3,21497000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BRAX11,BRBRAXCTF002,152525000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BRAZ11,BRBRAZCTF007,74056000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BREW11,BRBREWCTF006,7662000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BRKM5,BRBRKMACNPA4,9424000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BRSR6,BRBRSRACNPB4,3173000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BSCZ39,BRBSCZBDR002,3544000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BSDY39,BRBSDYBDR003,2467000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BSHV39,BRBSHVBDR000,3283000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BSHY39,BRBSHYBDR004,3469000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BSIL39,BRBSILBDR009,3700000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BSOX39,BRBSOXBDR002,4732000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BTLH39,BRBTLHBDR009,3534000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BTLT39,BRBTLTBDR004,6223000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BUFF39,BRBUFFBDR003,2347000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BURA39,BRBURABDR009,4680000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BURT39,BRBURTBDR009,2007000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BUSM39,BRBUSMBDR002,3086000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BVBR11,BRBVBRCTF004,283362000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BVLU39,BRBVLUBDR008,1863000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,BXPO11,BRBXPOCTF007,13929000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1AB34,BRC1ABBDR009,12890000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1AG34,BRC1AGBDR008,2093000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1AH34,BRC1AHBDR006,173000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1BL34,BRC1BLBDR006,464000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1BO34,BRC1BOBDR000,285000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1BR34,BRC1BRBDR003,221000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1CI34,BRC1CIBDR000,1663000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1CJ34,BRC1CJBDR008,1932000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1CL34,BRC1CLBDR004,1132000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1CO34,BRC1COBDR008,211000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1DN34,BRC1DNBDR008,228000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1DP34,BRC1DPBDR003,1764000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1DW34,BRC1DWBDR009,5714000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1FG34,BRC1FGBDR007,616000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1FI34,BRC1FIBDR003,472000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1GP34,BRC1GPBDR006,54495000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1HK34,BRC1HKBDR005,385000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1HR34,BRC1HRBDR000,4381000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1IC34,BRC1ICBDR000,521000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1MA34,BRC1MABDR006,1067000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1MG34,BRC1MGBDR003,19380000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1MI34,BRC1MIBDR009,354000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1MS34,BRC1MSBDR008,1026000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1NC34,BRC1NCBDR000,900000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1NP34,BRC1NPBDR002,979000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1NS34,BRC1NSBDR006,1723000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1OG34,BRC1OGBDR009,1581000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1OO34,BRC1OOBDR003,4537000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1PB34,BRC1PBBDR007,1299000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1PR34,BRC1PRBDR003,1846000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1RH34,BRC1RHBDR000,1711000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1RR34,BRC1RRBDR009,2739000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1TA34,BRC1TABDR001,969000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C1TV34,BRC1TVBDR007,2168000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C2AC34,BRC2ACBDR005,51413000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C2CA34,BRC2CABDR005,413000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C2EM34,BRC2EMBDR006,3384000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C2GN34,BRC2GNBDR009,7435000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C2HD34,BRC2HDBDR008,5865000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C2OU34,BRC2OUBDR008,3083000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C2PR34,BRC2PRBDR001,2868000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C2PT34,BRC2PTBDR007,5128000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C2RS34,BRC2RSBDR005,5104000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C2RW34,BRC2RWBDR007,1685000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C2SW34,BRC2SWBDR005,2883000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,C2ZR34,BRC2ZRBDR000,14461000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,CAON34,BRCAONBDR009,306000.0
2025-01-01,2026-01-01,Ações_BDRs_ETFs_Units,CAPE11,BRCAPECTF020,40681000.0
