data_captura,data_referencia,periodo,classe,segmento_investidor,tipo_metodologia,metrica,prazo,valor,data
2026-06-19,2026-04-30,04/2026,Previdência Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_94,63,0.1384,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,VAREJO,Resgate Dados Detalhados,EWMA_94,63,0.1226,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,VAREJO,Resgate Dados Detalhados,media_simples,10,0.0135,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,PJ,Resgate Dados Detalhados,EWMA_94,5,0.0212,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,EFPC,Resgate Dados Detalhados,EWMA_94,126,0.1411,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,PRIVATE,Resgate Dados Detalhados,EWMA_97,42,0.0466,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_94,10,0.041,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,OUTROS,Resgate Dados Detalhados,EWMA_94,21,0.4502,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,EFPC,Resgate Dados Detalhados,media_simples,3,0.0016,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,EWMA_94,10,0.0207,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,3,0.0056,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,OUTROS,Resgate Dados Detalhados,EWMA_97,126,0.1852,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,PJ,Resgate Dados Detalhados,EWMA_97,10,0.0368,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,VAREJO,Resgate Dados Detalhados,media_simples,4,0.0002,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,2,0.0237,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,EFPC,Resgate Dados Detalhados,EWMA_94,4,0.0024,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,VAREJO,Resgate Dados Detalhados,EWMA_94,3,0.0072,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,PRIVATE,Resgate Dados Detalhados,EWMA_97,3,0.0158,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,VAREJO,Resgate Dados Detalhados,EWMA_94,2,0.0062,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,VAREJO,Resgate Dados Detalhados,media_simples,63,0.2102,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,EWMA_97,5,0.0073,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,EWMA_97,63,0.1009,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,PJ,Resgate Dados Detalhados,EWMA_94,5,0.0293,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,OUTROS,Resgate Dados Detalhados,media_simples,63,0.0939,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,PRIVATE,Resgate Dados Detalhados,EWMA_97,63,0.0489,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,63,0.1493,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,EFPC,Resgate Dados Detalhados,media_simples,42,0.452,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,126,0.5605,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,PRIVATE,Resgate Dados Detalhados,EWMA_94,63,0.3689,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,VAREJO,Resgate Dados Detalhados,EWMA_97,42,0.1347,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,PJ,Resgate Dados Detalhados,EWMA_97,126,0.4449,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_94,3,0.0039,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,5,0.0132,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,VAREJO,Resgate Dados Detalhados,media_simples,5,0.017,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,42,0.0914,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,VAREJO,Resgate Dados Detalhados,media_simples,42,0.056,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,63,0.1378,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_97,21,0.0309,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,VAREJO,Resgate Dados Detalhados,EWMA_94,5,0.0003,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,PRIVATE,Resgate Dados Detalhados,EWMA_94,3,0.0135,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,VAREJO,Resgate Dados Detalhados,media_simples,1,0.0034,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_97,21,0.2678,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,EFPC,Resgate Dados Detalhados,EWMA_97,21,0.0157,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,21,0.0363,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,10,0.0188,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,OUTROS,Resgate Dados Detalhados,EWMA_94,4,0.0024,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_94,42,0.0633,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,126,0.1378,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,EFPC,Resgate Dados Detalhados,EWMA_94,10,0.0363,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,PJ,Resgate Dados Detalhados,EWMA_97,42,0.2137,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,63,0.108,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,EWMA_94,126,0.6062,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,PJ,Resgate Dados Detalhados,media_simples,2,0.0112,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,OUTROS,Resgate Dados Detalhados,EWMA_97,3,0.004,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,PJ,Resgate Dados Detalhados,media_simples,42,0.0557,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,VAREJO,Resgate Dados Detalhados,media_simples,1,0.0018,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,4,0.0039,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,4,0.041,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,PJ,Resgate Dados Detalhados,media_simples,63,0.3171,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,media_simples,1,0.0014,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,EWMA_94,126,0.1624,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,OUTROS,Resgate Dados Detalhados,media_simples,2,0.0032,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,3,0.0023,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,EFPC,Resgate Dados Detalhados,media_simples,3,0.0294,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,PJ,Resgate Dados Detalhados,media_simples,1,0.0193,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,2,0.0209,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,media_simples,126,1.0,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,PJ,Resgate Dados Detalhados,EWMA_94,10,0.0598,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,VAREJO,Resgate Dados Detalhados,media_simples,126,0.3009,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_97,42,0.09,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,OUTROS,Resgate Dados Detalhados,EWMA_97,2,0.0464,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,EWMA_97,2,0.0142,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,EWMA_94,21,0.0472,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,21,0.0393,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,126,0.0827,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,63,0.277,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,126,0.9755,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,media_simples,5,0.0076,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,OUTROS,Resgate Dados Detalhados,media_simples,1,0.0017,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,VAREJO,Resgate Dados Detalhados,EWMA_97,4,0.0053,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,PJ,Resgate Dados Detalhados,EWMA_97,21,0.0923,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,5,0.0059,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,EFPC,Resgate Dados Detalhados,EWMA_97,63,0.6198,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,OUTROS,Resgate Dados Detalhados,EWMA_94,1,0.0233,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,1,0.0022,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,EFPC,Resgate Dados Detalhados,media_simples,1,0.001,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,OUTROS,Resgate Dados Detalhados,EWMA_94,21,0.0245,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,PRIVATE,Resgate Dados Detalhados,media_simples,21,0.0177,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,VAREJO,Resgate Dados Detalhados,EWMA_94,4,0.0049,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,2,0.0054,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,media_simples,5,0.0128,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,63,0.2687,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,PRIVATE,Resgate Dados Detalhados,EWMA_97,4,0.0209,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,EFPC,Resgate Dados Detalhados,EWMA_97,63,0.0325,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,42,0.3332,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,VAREJO,Resgate Dados Detalhados,media_simples,63,0.156,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,2,0.002,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,1,0.0008,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,1,0.0026,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_97,1,0.0015,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_97,21,0.0426,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,VAREJO,Resgate Dados Detalhados,EWMA_97,4,0.0002,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,PRIVATE,Resgate Dados Detalhados,media_simples,2,0.0151,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,PJ,Resgate Dados Detalhados,EWMA_94,1,0.0055,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,EWMA_97,126,0.6187,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,10,0.0162,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,PJ,Resgate Dados Detalhados,EWMA_97,63,0.2588,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,EFPC,Resgate Dados Detalhados,EWMA_94,2,0.0014,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,EWMA_94,10,0.0475,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,4,0.0073,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,PRIVATE,Resgate Dados Detalhados,EWMA_97,21,0.0164,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,PRIVATE,Resgate Dados Detalhados,EWMA_94,63,0.0473,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,EFPC,Resgate Dados Detalhados,EWMA_97,63,0.0735,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,PJ,Resgate Dados Detalhados,EWMA_97,10,0.0311,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,PRIVATE,Resgate Dados Detalhados,EWMA_97,1,0.0011,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,PRIVATE,Resgate Dados Detalhados,media_simples,10,0.0118,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,PRIVATE,Resgate Dados Detalhados,EWMA_94,63,0.0675,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Multimercados,VAREJO,Resgate Dados Detalhados,media_simples,3,0.0016,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,21,0.0845,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,63,0.5143,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,PJ,Resgate Dados Detalhados,EWMA_97,1,0.0053,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,PRIVATE,Resgate Dados Detalhados,EWMA_97,21,0.2616,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_97,126,0.1981,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_97,5,0.008,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,5,0.005,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,VAREJO,Resgate Dados Detalhados,media_simples,5,0.0003,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,OUTROS,Resgate Dados Detalhados,EWMA_97,3,0.0736,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,VAREJO,Resgate Dados Detalhados,EWMA_94,126,0.3208,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,EFPC,Resgate Dados Detalhados,media_simples,126,1.0,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,PJ,Resgate Dados Detalhados,EWMA_97,42,0.6807,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,EWMA_94,2,0.0095,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,EWMA_97,42,0.2326,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,PJ,Resgate Dados Detalhados,media_simples,1,0.006,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,OUTROS,Resgate Dados Detalhados,media_simples,4,0.0134,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,5,0.005,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Multimercados,OUTROS,Resgate Dados Detalhados,media_simples,5,0.0167,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,EFPC,Resgate Dados Detalhados,EWMA_97,3,0.0138,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,PJ,Resgate Dados Detalhados,media_simples,21,0.1134,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,EWMA_97,126,0.2324,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,VAREJO,Resgate Dados Detalhados,EWMA_97,4,0.0079,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,EWMA_94,5,0.0109,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,PRIVATE,Resgate Dados Detalhados,media_simples,10,0.0084,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,EFPC,Resgate Dados Detalhados,EWMA_94,1,0.0007,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,42,0.0441,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,PRIVATE,Resgate Dados Detalhados,EWMA_97,10,0.054,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_94,2,0.0219,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,PJ,Resgate Dados Detalhados,EWMA_94,126,0.1651,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,PJ,Resgate Dados Detalhados,EWMA_94,63,0.3484,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,PJ,Resgate Dados Detalhados,media_simples,4,0.0216,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,PJ,Resgate Dados Detalhados,EWMA_94,2,0.008,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,VAREJO,Resgate Dados Detalhados,EWMA_97,63,0.1564,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,PJ,Resgate Dados Detalhados,media_simples,42,0.0802,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_97,1,0.0021,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,42,0.1759,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,3,0.0308,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,EWMA_97,42,0.0545,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,EWMA_94,5,0.0123,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,VAREJO,Resgate Dados Detalhados,EWMA_94,63,0.1578,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,VAREJO,Resgate Dados Detalhados,EWMA_97,10,0.0006,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,1,0.0047,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,EFPC,Resgate Dados Detalhados,media_simples,2,0.002,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,2,0.0034,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,OUTROS,Resgate Dados Detalhados,media_simples,1,0.0017,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_94,2,0.0081,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,EFPC,Resgate Dados Detalhados,EWMA_97,3,0.0015,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,media_simples,2,0.0032,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,EWMA_97,126,0.2793,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,EFPC,Resgate Dados Detalhados,media_simples,5,0.005,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,10,0.026,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,4,0.0158,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,PJ,Resgate Dados Detalhados,EWMA_94,42,0.6779,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_97,10,0.1212,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,PJ,Resgate Dados Detalhados,media_simples,42,0.2252,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,EWMA_94,2,0.005,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,VAREJO,Resgate Dados Detalhados,EWMA_97,21,0.0296,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_94,2,0.0031,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_94,5,0.0077,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,3,0.0034,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,2,0.0081,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,PJ,Resgate Dados Detalhados,media_simples,4,0.0725,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,EFPC,Resgate Dados Detalhados,EWMA_94,1,0.0008,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,2,0.0037,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,EFPC,Resgate Dados Detalhados,EWMA_94,2,0.0074,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,OUTROS,Resgate Dados Detalhados,EWMA_97,63,0.0824,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,OUTROS,Resgate Dados Detalhados,EWMA_94,5,0.003,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,3,0.0081,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,EFPC,Resgate Dados Detalhados,EWMA_94,63,0.0312,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,EFPC,Resgate Dados Detalhados,media_simples,126,0.0757,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,OUTROS,Resgate Dados Detalhados,media_simples,4,0.0059,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,OUTROS,Resgate Dados Detalhados,EWMA_97,4,0.0969,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,VAREJO,Resgate Dados Detalhados,media_simples,1,0.0014,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,VAREJO,Resgate Dados Detalhados,media_simples,126,0.1659,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,PJ,Resgate Dados Detalhados,media_simples,2,0.0089,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,PRIVATE,Resgate Dados Detalhados,EWMA_94,126,0.1454,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_97,126,0.3198,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,EFPC,Resgate Dados Detalhados,media_simples,3,0.0023,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_97,5,0.0069,2026/04/30
2026-06-19,2026-04-30,04/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,42,0.046,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,63,0.49,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,OUTROS,Resgate Dados Detalhados,media_simples,5,0.0074,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,PJ,Resgate Dados Detalhados,media_simples,10,0.1823,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa,EFPC,Resgate Dados Detalhados,media_simples,2,0.0011,2026/04/30
2026-06-19,2026-04-30,04/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,EWMA_94,1,0.0025,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,VAREJO,Resgate Dados Detalhados,EWMA_97,1,0.0014,2026/04/30
2026-06-19,2026-04-30,04/2026,Ações,VAREJO,Resgate Dados Detalhados,media_simples,63,0.0837,2026/04/30
2026-06-19,2026-04-30,04/2026,Cambial,VAREJO,Resgate Dados Detalhados,EWMA_97,21,0.0555,2026/04/30
2026-06-19,2026-04-30,04/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,4,0.004,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,1,0.004,2026/04/30
2026-06-19,2026-04-30,04/2026,RF DI,VAREJO,Resgate Dados Detalhados,media_simples,126,0.4204,2026/04/30
