data_captura,data_referencia,periodo,classe,segmento_investidor,tipo_metodologia,metrica,prazo,valor,data
2026-07-21,2026-05-31,05/2026,Multimercados,VAREJO,Resgate Dados Detalhados,media_simples,1,0.0018,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Renda Fixa,VAREJO,Resgate Dados Detalhados,media_simples,4,0.0003,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,4,0.0344,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,63,0.1113,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,EFPC,Resgate Dados Detalhados,EWMA_94,5,0.0024,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,OUTROS,Resgate Dados Detalhados,EWMA_97,3,0.0024,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,1,0.0015,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,PJ,Resgate Dados Detalhados,EWMA_97,42,0.1115,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,EFPC,Resgate Dados Detalhados,media_simples,4,0.0036,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,OUTROS,Resgate Dados Detalhados,EWMA_97,126,0.172,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,VAREJO,Resgate Dados Detalhados,EWMA_94,5,0.0066,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,3,0.0237,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,3,0.0059,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,2,0.0697,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,4,0.0185,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,5,0.0233,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,PJ,Resgate Dados Detalhados,media_simples,5,0.0254,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,OUTROS,Resgate Dados Detalhados,media_simples,2,0.0674,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,EWMA_97,1,0.0031,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,PJ,Resgate Dados Detalhados,EWMA_94,5,0.0871,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,VAREJO,Resgate Dados Detalhados,EWMA_94,63,0.1273,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,PJ,Resgate Dados Detalhados,EWMA_97,63,0.1603,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,OUTROS,Resgate Dados Detalhados,EWMA_94,1,0.0014,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,63,0.0651,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,PJ,Resgate Dados Detalhados,media_simples,5,0.0983,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_94,4,0.0521,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,EFPC,Resgate Dados Detalhados,EWMA_94,10,0.0051,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,VAREJO,Resgate Dados Detalhados,media_simples,3,0.0074,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,PRIVATE,Resgate Dados Detalhados,EWMA_94,21,0.1251,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,PJ,Resgate Dados Detalhados,EWMA_97,1,0.0031,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,EFPC,Resgate Dados Detalhados,EWMA_97,4,0.0197,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,VAREJO,Resgate Dados Detalhados,media_simples,63,0.1956,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,OUTROS,Resgate Dados Detalhados,EWMA_94,1,0.0006,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,PRIVATE,Resgate Dados Detalhados,media_simples,21,0.1999,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,1,0.0233,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,126,0.3258,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,OUTROS,Resgate Dados Detalhados,media_simples,21,0.0332,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,VAREJO,Resgate Dados Detalhados,media_simples,63,0.1075,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,126,0.5667,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,VAREJO,Resgate Dados Detalhados,media_simples,3,0.005,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,1,0.0095,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_94,126,0.2113,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,PRIVATE,Resgate Dados Detalhados,EWMA_97,4,0.0252,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,EFPC,Resgate Dados Detalhados,media_simples,21,0.01,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,PJ,Resgate Dados Detalhados,EWMA_97,3,0.0195,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,VAREJO,Resgate Dados Detalhados,EWMA_97,1,0.0032,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,media_simples,3,0.0283,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,EFPC,Resgate Dados Detalhados,EWMA_94,1,0.0004,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,PJ,Resgate Dados Detalhados,media_simples,126,0.4195,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,EFPC,Resgate Dados Detalhados,media_simples,1,0.0006,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,2,0.0173,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,42,0.3214,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,media_simples,1,0.0048,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,PRIVATE,Resgate Dados Detalhados,EWMA_94,4,0.0219,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_94,63,0.214,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,5,0.0016,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,EWMA_97,10,0.0189,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,PRIVATE,Resgate Dados Detalhados,media_simples,63,0.0515,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,PJ,Resgate Dados Detalhados,media_simples,63,0.1677,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,3,0.0139,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,4,0.0117,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,VAREJO,Resgate Dados Detalhados,media_simples,1,0.0031,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_94,5,0.0085,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,1,0.0007,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,VAREJO,Resgate Dados Detalhados,media_simples,2,0.0043,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,OUTROS,Resgate Dados Detalhados,media_simples,2,0.0031,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,VAREJO,Resgate Dados Detalhados,EWMA_94,2,0.0061,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,63,0.1308,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,OUTROS,Resgate Dados Detalhados,EWMA_94,5,0.0066,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_97,3,0.001,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Renda Fixa,VAREJO,Resgate Dados Detalhados,EWMA_97,3,0.0002,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,EWMA_94,63,0.3732,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,EWMA_94,63,0.1399,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,PJ,Resgate Dados Detalhados,EWMA_94,5,0.0121,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,media_simples,10,0.0191,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,media_simples,1,0.0026,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_97,2,0.0035,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,PRIVATE,Resgate Dados Detalhados,EWMA_94,4,0.0215,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,VAREJO,Resgate Dados Detalhados,EWMA_97,42,0.087,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,PRIVATE,Resgate Dados Detalhados,media_simples,2,0.0017,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,PJ,Resgate Dados Detalhados,EWMA_94,42,0.111,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_94,63,0.0159,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_94,10,0.0173,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,5,0.0025,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,PJ,Resgate Dados Detalhados,EWMA_97,126,1.0,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,21,0.0159,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,4,0.0027,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,5,0.0052,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,PRIVATE,Resgate Dados Detalhados,media_simples,10,0.0634,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,EFPC,Resgate Dados Detalhados,EWMA_97,5,0.0032,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,PRIVATE,Resgate Dados Detalhados,media_simples,42,0.0503,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_97,3,0.0053,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,PRIVATE,Resgate Dados Detalhados,media_simples,4,0.0045,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Renda Fixa,VAREJO,Resgate Dados Detalhados,media_simples,1,0.0001,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,OUTROS,Resgate Dados Detalhados,EWMA_94,63,1.0,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,21,0.1806,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,EFPC,Resgate Dados Detalhados,EWMA_97,63,0.0337,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,EWMA_94,10,0.0178,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_97,21,0.2192,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,PJ,Resgate Dados Detalhados,EWMA_97,21,0.0436,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_97,63,0.1869,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,10,0.0169,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,PJ,Resgate Dados Detalhados,EWMA_97,126,0.4852,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,media_simples,10,0.0332,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,EWMA_94,126,0.1955,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,EFPC,Resgate Dados Detalhados,EWMA_94,21,0.0116,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,EFPC,Resgate Dados Detalhados,media_simples,4,0.0022,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,PJ,Resgate Dados Detalhados,EWMA_94,4,0.0057,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,media_simples,2,0.0128,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,PRIVATE,Resgate Dados Detalhados,EWMA_94,10,0.0633,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_94,42,0.0653,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Renda Fixa,VAREJO,Resgate Dados Detalhados,media_simples,42,0.0032,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,EWMA_94,42,0.2249,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,63,0.1259,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,PRIVATE,Resgate Dados Detalhados,media_simples,4,0.0034,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,EWMA_94,21,0.0531,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,126,0.3031,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,PJ,Resgate Dados Detalhados,media_simples,21,0.0592,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,VAREJO,Resgate Dados Detalhados,media_simples,10,0.0147,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,VAREJO,Resgate Dados Detalhados,media_simples,5,0.0085,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,media_simples,126,1.0,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,EFPC,Resgate Dados Detalhados,EWMA_97,21,0.0126,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,42,0.1019,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,EWMA_97,3,0.0077,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,PRIVATE,Resgate Dados Detalhados,EWMA_94,3,0.002,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,PJ,Resgate Dados Detalhados,EWMA_97,126,0.3336,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,media_simples,3,0.0095,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,PRIVATE,Resgate Dados Detalhados,EWMA_97,10,0.0077,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,PJ,Resgate Dados Detalhados,EWMA_94,3,0.0063,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,OUTROS,Resgate Dados Detalhados,EWMA_97,42,1.0,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Renda Fixa,VAREJO,Resgate Dados Detalhados,EWMA_94,10,0.0008,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,10,0.0477,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,PJ,Resgate Dados Detalhados,EWMA_97,4,0.0072,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,VAREJO,Resgate Dados Detalhados,EWMA_94,4,0.0078,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,PJ,Resgate Dados Detalhados,EWMA_94,3,0.0523,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,PJ,Resgate Dados Detalhados,EWMA_97,126,0.6441,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,OUTROS,Resgate Dados Detalhados,media_simples,1,0.0015,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,3,0.009,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,PJ,Resgate Dados Detalhados,EWMA_97,3,0.0124,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,OUTROS,Resgate Dados Detalhados,media_simples,2,0.0034,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Multimercados,VAREJO,Resgate Dados Detalhados,media_simples,2,0.0011,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,VAREJO,Resgate Dados Detalhados,media_simples,21,0.0648,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_97,10,0.1059,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,42,0.0764,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,5,0.0144,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,OUTROS,Resgate Dados Detalhados,media_simples,4,0.0063,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,PJ,Resgate Dados Detalhados,EWMA_97,1,0.0192,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,EFPC,Resgate Dados Detalhados,media_simples,10,0.0087,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,OUTROS,Resgate Dados Detalhados,EWMA_97,21,0.0205,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,EFPC,Resgate Dados Detalhados,EWMA_97,63,0.0605,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_94,63,0.1163,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,OUTROS,Resgate Dados Detalhados,media_simples,3,0.0974,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,VAREJO,Resgate Dados Detalhados,EWMA_97,10,0.029,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,EWMA_94,10,0.0257,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_97,4,0.007,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,EFPC,Resgate Dados Detalhados,EWMA_94,4,0.0176,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,63,0.2889,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,OUTROS,Resgate Dados Detalhados,EWMA_97,3,0.0847,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,PJ,Resgate Dados Detalhados,EWMA_94,21,0.3731,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,PJ,Resgate Dados Detalhados,EWMA_94,5,0.0188,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,EWMA_97,42,0.1063,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,PRIVATE,Resgate Dados Detalhados,EWMA_97,2,0.0021,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,VAREJO,Resgate Dados Detalhados,EWMA_94,21,0.0267,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,PRIVATE,Resgate Dados Detalhados,media_simples,10,0.0084,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,PRIVATE,Resgate Dados Detalhados,EWMA_94,21,0.0158,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,PRIVATE,Resgate Dados Detalhados,EWMA_94,21,0.141,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,PRIVATE,Resgate Dados Detalhados,EWMA_94,5,0.0043,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Multimercados,OUTROS,Resgate Dados Detalhados,media_simples,3,0.0087,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_94,1,0.0014,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_94,42,0.0762,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,EWMA_97,1,0.006,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,EWMA_94,4,0.0073,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,EFPC,Resgate Dados Detalhados,EWMA_97,5,0.0247,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,OUTROS,Resgate Dados Detalhados,media_simples,63,1.0,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,VAREJO,Resgate Dados Detalhados,media_simples,21,0.0455,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,EFPC,Resgate Dados Detalhados,EWMA_94,2,0.0007,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,EFPC,Resgate Dados Detalhados,EWMA_97,3,0.0015,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,media_simples,21,0.0386,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,EFPC,Resgate Dados Detalhados,EWMA_97,4,0.0026,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,63,0.0653,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,PRIVATE,Resgate Dados Detalhados,EWMA_97,21,0.1328,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,PJ,Resgate Dados Detalhados,media_simples,63,0.2415,2026/05/29
2026-07-21,2026-05-31,05/2026,Cambial,VAREJO,Resgate Dados Detalhados,media_simples,42,0.1093,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_97,10,0.0159,2026/05/29
2026-07-21,2026-05-31,05/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,2,0.0094,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,21,0.1816,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,PJ,Resgate Dados Detalhados,media_simples,21,0.1039,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,EWMA_94,63,0.0986,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,21,0.0353,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,VAREJO,Resgate Dados Detalhados,media_simples,42,0.0703,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_94,3,0.0046,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,EFPC,Resgate Dados Detalhados,EWMA_97,5,0.003,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,EWMA_97,5,0.0262,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,EFPC,Resgate Dados Detalhados,media_simples,63,0.0635,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Multimercados,OUTROS,Resgate Dados Detalhados,media_simples,4,0.0114,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,1,0.0085,2026/05/29
2026-07-21,2026-05-31,05/2026,Multimercados,EFPC,Resgate Dados Detalhados,EWMA_94,5,0.0038,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,media_simples,21,0.0538,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_94,21,0.2056,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,EFPC,Resgate Dados Detalhados,EWMA_94,3,0.0009,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,VAREJO,Resgate Dados Detalhados,EWMA_97,10,0.0151,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_97,3,0.015,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa Crédito,PJ,Resgate Dados Detalhados,EWMA_94,21,0.1317,2026/05/29
2026-07-21,2026-05-31,05/2026,Ações,OUTROS,Resgate Dados Detalhados,EWMA_97,1,0.0015,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,2,0.0021,2026/05/29
2026-07-21,2026-05-31,05/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,42,0.0368,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,EFPC,Resgate Dados Detalhados,EWMA_97,3,0.0019,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,5,0.0394,2026/05/29
2026-07-21,2026-05-31,05/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_94,63,0.6903,2026/05/29
