data_captura,data_referencia,codigo_ativo,label,valor
2026-09-26,1942-12-01,GAC12_SALMINRE12,Salário Mínimo Real,774.800471394751
2026-09-26,1942-12-01,MTE12_SALMIN12,Salário Mínimo Vigente,8.72727272727273e-14
2026-09-26,1943-01-01,GAC12_SALMINRE12,Salário Mínimo Real,760.727021497059
2026-09-26,1943-01-01,MTE12_SALMIN12,Salário Mínimo Vigente,8.72727272727273e-14
2026-09-26,1943-02-01,GAC12_SALMINRE12,Salário Mínimo Real,750.223887077966
2026-09-26,1943-02-01,MTE12_SALMIN12,Salário Mínimo Vigente,8.72727272727273e-14
2026-09-26,1943-03-01,GAC12_SALMINRE12,Salário Mínimo Real,751.275673020192
2026-09-26,1943-03-01,MTE12_SALMIN12,Salário Mínimo Vigente,8.72727272727273e-14
2026-09-26,1943-04-01,GAC12_SALMINRE12,Salário Mínimo Real,728.615724003681
2026-09-26,1943-04-01,MTE12_SALMIN12,Salário Mínimo Vigente,8.72727272727273e-14
2026-09-26,1943-05-01,GAC12_SALMINRE12,Salário Mínimo Real,725.712872513625
2026-09-26,1943-05-01,MTE12_SALMIN12,Salário Mínimo Vigente,8.72727272727273e-14
2026-09-26,1943-06-01,GAC12_SALMINRE12,Salário Mínimo Real,729.139829713275
2026-09-26,1943-06-01,MTE12_SALMIN12,Salário Mínimo Vigente,8.72727272727273e-14
2026-09-26,1943-07-01,GAC12_SALMINRE12,Salário Mínimo Real,884.191683296079
2026-09-26,1943-07-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.09090909090909e-13
2026-09-26,1943-08-01,GAC12_SALMINRE12,Salário Mínimo Real,882.514904976622
2026-09-26,1943-08-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.09090909090909e-13
2026-09-26,1943-09-01,GAC12_SALMINRE12,Salário Mínimo Real,864.532626348569
2026-09-26,1943-09-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.09090909090909e-13
2026-09-26,1943-10-01,GAC12_SALMINRE12,Salário Mínimo Real,829.76545383297
2026-09-26,1943-10-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.09090909090909e-13
2026-09-26,1943-11-01,GAC12_SALMINRE12,Salário Mínimo Real,828.770928718507
2026-09-26,1943-11-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.09090909090909e-13
2026-09-26,1943-12-01,GAC12_SALMINRE12,Salário Mínimo Real,1029.091765229
2026-09-26,1943-12-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1944-01-01,GAC12_SALMINRE12,Salário Mínimo Real,931.726360551384
2026-09-26,1944-01-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1944-02-01,GAC12_SALMINRE12,Salário Mínimo Real,919.626065311875
2026-09-26,1944-02-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1944-03-01,GAC12_SALMINRE12,Salário Mínimo Real,891.537651016525
2026-09-26,1944-03-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1944-04-01,GAC12_SALMINRE12,Salário Mínimo Real,886.782220022796
2026-09-26,1944-04-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1944-05-01,GAC12_SALMINRE12,Salário Mínimo Real,865.114321830615
2026-09-26,1944-05-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1944-06-01,GAC12_SALMINRE12,Salário Mínimo Real,853.147092646008
2026-09-26,1944-06-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1944-07-01,GAC12_SALMINRE12,Salário Mínimo Real,856.011889318826
2026-09-26,1944-07-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1944-08-01,GAC12_SALMINRE12,Salário Mínimo Real,851.626961817072
2026-09-26,1944-08-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1944-09-01,GAC12_SALMINRE12,Salário Mínimo Real,850.112238467618
2026-09-26,1944-09-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1944-10-01,GAC12_SALMINRE12,Salário Mínimo Real,804.67280714789
2026-09-26,1944-10-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1944-11-01,GAC12_SALMINRE12,Salário Mínimo Real,776.880338957995
2026-09-26,1944-11-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1944-12-01,GAC12_SALMINRE12,Salário Mínimo Real,745.381088441107
2026-09-26,1944-12-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1945-01-01,GAC12_SALMINRE12,Salário Mínimo Real,737.616732407802
2026-09-26,1945-01-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1945-02-01,GAC12_SALMINRE12,Salário Mínimo Real,743.063553537537
2026-09-26,1945-02-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1945-03-01,GAC12_SALMINRE12,Salário Mínimo Real,726.820914299867
2026-09-26,1945-03-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1945-04-01,GAC12_SALMINRE12,Salário Mínimo Real,734.35857435418
2026-09-26,1945-04-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1945-05-01,GAC12_SALMINRE12,Salário Mínimo Real,734.35857435418
2026-09-26,1945-05-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1945-06-01,GAC12_SALMINRE12,Salário Mínimo Real,742.054131535358
2026-09-26,1945-06-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1945-07-01,GAC12_SALMINRE12,Salário Mínimo Real,736.480153853029
2026-09-26,1945-07-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1945-08-01,GAC12_SALMINRE12,Salário Mínimo Real,726.820914299867
2026-09-26,1945-08-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1945-09-01,GAC12_SALMINRE12,Salário Mínimo Real,728.89918305446
2026-09-26,1945-09-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1945-10-01,GAC12_SALMINRE12,Salário Mínimo Real,712.200621455154
2026-09-26,1945-10-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1945-11-01,GAC12_SALMINRE12,Salário Mínimo Real,707.064562392342
2026-09-26,1945-11-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1945-12-01,GAC12_SALMINRE12,Salário Mínimo Real,702.130891761887
2026-09-26,1945-12-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1946-01-01,GAC12_SALMINRE12,Salário Mínimo Real,683.676944208789
2026-09-26,1946-01-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1946-02-01,GAC12_SALMINRE12,Salário Mínimo Real,681.8482315047
2026-09-26,1946-02-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1946-03-01,GAC12_SALMINRE12,Salário Mínimo Real,683.676944208789
2026-09-26,1946-03-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1946-04-01,GAC12_SALMINRE12,Salário Mínimo Real,676.181277504593
2026-09-26,1946-04-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1946-05-01,GAC12_SALMINRE12,Salário Mínimo Real,668.965215036728
2026-09-26,1946-05-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1946-06-01,GAC12_SALMINRE12,Salário Mínimo Real,656.560000924123
2026-09-26,1946-06-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1946-07-01,GAC12_SALMINRE12,Salário Mínimo Real,647.115797774503
2026-09-26,1946-07-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1946-08-01,GAC12_SALMINRE12,Salário Mínimo Real,609.662858000971
2026-09-26,1946-08-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1946-09-01,GAC12_SALMINRE12,Salário Mínimo Real,586.563498018929
2026-09-26,1946-09-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1946-10-01,GAC12_SALMINRE12,Salário Mínimo Real,565.150166833139
2026-09-26,1946-10-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1946-11-01,GAC12_SALMINRE12,Salário Mínimo Real,550.10862435099
2026-09-26,1946-11-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1946-12-01,GAC12_SALMINRE12,Salário Mínimo Real,539.323930921376
2026-09-26,1946-12-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1947-01-01,GAC12_SALMINRE12,Salário Mínimo Real,510.453361422097
2026-09-26,1947-01-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1947-02-01,GAC12_SALMINRE12,Salário Mínimo Real,502.735467310231
2026-09-26,1947-02-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1947-03-01,GAC12_SALMINRE12,Salário Mínimo Real,495.18334007927
2026-09-26,1947-03-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1947-04-01,GAC12_SALMINRE12,Salário Mínimo Real,494.159335132567
2026-09-26,1947-04-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1947-05-01,GAC12_SALMINRE12,Salário Mínimo Real,501.154340529594
2026-09-26,1947-05-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1947-06-01,GAC12_SALMINRE12,Salário Mínimo Real,511.546083852721
2026-09-26,1947-06-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1947-07-01,GAC12_SALMINRE12,Salário Mínimo Real,533.008797775784
2026-09-26,1947-07-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1947-08-01,GAC12_SALMINRE12,Salário Mínimo Real,534.125707728414
2026-09-26,1947-08-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1947-09-01,GAC12_SALMINRE12,Salário Mínimo Real,523.952795387129
2026-09-26,1947-09-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1947-10-01,GAC12_SALMINRE12,Salário Mínimo Real,519.045308120401
2026-09-26,1947-10-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1947-11-01,GAC12_SALMINRE12,Salário Mínimo Real,516.870116955875
2026-09-26,1947-11-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1947-12-01,GAC12_SALMINRE12,Salário Mínimo Real,509.43316549472
2026-09-26,1947-12-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1948-01-01,GAC12_SALMINRE12,Salário Mínimo Real,501.680022913685
2026-09-26,1948-01-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1948-02-01,GAC12_SALMINRE12,Salário Mínimo Real,500.39201258528
2026-09-26,1948-02-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1948-03-01,GAC12_SALMINRE12,Salário Mínimo Real,499.750484364017
2026-09-26,1948-03-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1948-04-01,GAC12_SALMINRE12,Salário Mínimo Real,498.472350132907
2026-09-26,1948-04-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1948-05-01,GAC12_SALMINRE12,Salário Mínimo Real,495.305435583142
2026-09-26,1948-05-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1948-06-01,GAC12_SALMINRE12,Salário Mínimo Real,491.557853472803
2026-09-26,1948-06-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1948-07-01,GAC12_SALMINRE12,Salário Mínimo Real,490.321229942054
2026-09-26,1948-07-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1948-08-01,GAC12_SALMINRE12,Salário Mínimo Real,488.477917047535
2026-09-26,1948-08-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1948-09-01,GAC12_SALMINRE12,Salário Mínimo Real,486.648411740241
2026-09-26,1948-09-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1948-10-01,GAC12_SALMINRE12,Salário Mínimo Real,484.832559457628
2026-09-26,1948-10-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1948-11-01,GAC12_SALMINRE12,Salário Mínimo Real,483.629500997435
2026-09-26,1948-11-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1948-12-01,GAC12_SALMINRE12,Salário Mínimo Real,481.836066506716
2026-09-26,1948-12-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1949-01-01,GAC12_SALMINRE12,Salário Mínimo Real,477.11796548829
2026-09-26,1949-01-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1949-02-01,GAC12_SALMINRE12,Salário Mínimo Real,473.064778888268
2026-09-26,1949-02-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1949-03-01,GAC12_SALMINRE12,Salário Mínimo Real,468.516079091266
2026-09-26,1949-03-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1949-04-01,GAC12_SALMINRE12,Salário Mínimo Real,464.054021195158
2026-09-26,1949-04-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1949-05-01,GAC12_SALMINRE12,Salário Mínimo Real,460.218863995198
2026-09-26,1949-05-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1949-06-01,GAC12_SALMINRE12,Salário Mínimo Real,455.912722577699
2026-09-26,1949-06-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1949-07-01,GAC12_SALMINRE12,Salário Mínimo Real,454.318622149106
2026-09-26,1949-07-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1949-08-01,GAC12_SALMINRE12,Salário Mínimo Real,453.262067213875
2026-09-26,1949-08-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1949-09-01,GAC12_SALMINRE12,Salário Mínimo Real,451.686416922286
2026-09-26,1949-09-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1949-10-01,GAC12_SALMINRE12,Salário Mínimo Real,449.084536640476
2026-09-26,1949-10-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
