data_captura,titulo,vencimento,preco_unitario,preco_retorno,posicao_custodia
2026-06-01,100000,2032-01-01,465.78405998,0.00000000,187863471
2026-06-01,760197,2026-08-15,136.44903123,0.00000000,3516986
2026-06-01,760197,2026-11-15,133.72127988,0.00000000,3787572
2026-06-01,760197,2027-02-15,131.52360469,0.00000000,2997538
2026-06-01,760197,2027-05-15,129.20045704,0.00000000,3787572
2026-06-01,760197,2027-08-15,126.60943654,0.00000000,2997538
2026-06-01,760197,2027-11-15,124.10520441,0.00000000,3776515
2026-06-01,760197,2028-02-15,121.50183506,0.00000000,2997538
2026-06-01,760197,2028-05-15,119.19092645,0.00000000,3776515
2026-06-01,760197,2028-08-15,116.75799322,0.00000000,2997538
2026-06-01,760197,2028-11-15,114.52815501,0.00000000,3776515
2026-06-01,760197,2029-02-15,112.46588929,0.00000000,2675339
2026-06-01,760197,2029-05-15,110.37866132,0.00000000,3776515
2026-06-01,760197,2029-08-15,108.14374760,0.00000000,2675339
2026-06-01,760197,2029-11-15,105.99715063,0.00000000,3616732
2026-06-01,760197,2030-02-15,103.91843106,0.00000000,2675339
2026-06-01,760197,2030-05-15,101.98841177,0.00000000,3616732
2026-06-01,760197,2030-08-15,99.93945260,0.00000000,2675339
2026-06-01,760197,2030-11-15,97.94504204,0.00000000,3616732
2026-06-01,760197,2031-02-15,96.12244837,0.00000000,2294928
2026-06-01,760197,2031-05-15,94.44172539,0.00000000,3616732
2026-06-01,760197,2031-08-15,92.57739562,0.00000000,2294928
2026-06-01,760197,2031-11-15,90.71716164,0.00000000,3606417
2026-06-01,760197,2032-02-15,89.06098419,0.00000000,2294928
2026-06-01,760197,2032-05-15,87.36505410,0.00000000,3606417
2026-06-01,760197,2032-08-15,85.69566837,0.00000000,2294928
2026-06-01,760197,2032-11-15,84.12812332,0.00000000,3606417
2026-06-01,760197,2033-02-15,82.52749136,0.00000000,2081477
2026-06-01,760197,2033-05-15,81.08663856,0.00000000,3606417
2026-06-01,760197,2033-08-15,79.58769955,0.00000000,2081477
2026-06-01,760197,2033-11-15,78.14978443,0.00000000,3541999
2026-06-01,760197,2034-02-15,76.70298729,0.00000000,2081477
2026-06-01,760197,2034-05-15,75.44151304,0.00000000,3541999
2026-06-01,760197,2034-08-15,74.05852049,0.00000000,2081477
2026-06-01,760197,2034-11-15,72.74667422,0.00000000,3541999
2026-06-01,760197,2035-02-15,71.52119899,0.00000000,2081477
2026-06-01,760197,2035-05-15,70.29695205,0.00000000,3541999
2026-06-01,760197,2035-08-15,69.01388188,0.00000000,2081477
2026-06-01,760197,2035-11-15,67.79030758,0.00000000,1967081
2026-06-01,760197,2036-02-15,66.60506112,0.00000000,2081477
2026-06-01,760197,2036-05-15,65.49433747,0.00000000,1967081
2026-06-01,760197,2036-08-15,64.28982355,0.00000000,2081477
2026-06-01,760197,2036-11-15,63.08714812,0.00000000,1967081
2026-06-01,760197,2037-02-15,61.97593045,0.00000000,2081477
2026-06-01,760197,2037-05-15,60.93511060,0.00000000,1967081
2026-06-01,760197,2037-08-15,59.80865451,0.00000000,2081477
2026-06-01,760197,2037-11-15,58.75487538,0.00000000,1923158
2026-06-01,760197,2038-02-15,57.72077981,0.00000000,2081477
2026-06-01,760197,2038-05-15,56.72209418,0.00000000,1923158
