data_captura,data_referencia,codigo_ativo_objeto,total_series,posicao_aberta_call,posicao_aberta_put,posicao_aberta_total,put_call_ratio,posicao_coberta,posicao_descoberta,posicao_trava,strike_max_oi_call,strike_max_oi_put
2026-09-13,2026-09-01,SMTO,132,1596200,1507100,3103300,0.9442,190900,2187200,725200,21.39,14.39
2026-09-13,2026-09-01,RECV,112,1622700,1373500,2996200,0.8464,184600,2138400,673200,11.65,10.15
2026-09-13,2026-09-01,LJQQ,75,1928800,1052400,2981200,0.5456,347000,2445600,188600,2.0,5.4
2026-09-13,2026-09-01,VIVA,191,1017400,1672000,2689400,1.6434,237700,1349900,1101800,20.64,20.64
2026-09-13,2026-09-01,SLCE,148,1131106,1450050,2581156,1.282,213801,1631527,735828,16.25,14.25
2026-09-13,2026-09-01,TTEN,93,1467500,908100,2375600,0.6188,111500,1795300,468800,22.13,12.63
2026-09-13,2026-09-01,CASH,27,1450300,842100,2292400,0.5806,555600,1375400,361400,10.0,3.3
2026-09-13,2026-09-01,AURA,72,888820,1101520,1990340,1.2393,103820,1308480,578040,202.51,101.51
2026-09-13,2026-09-01,PNVL,59,1744400,64300,1808700,0.0369,1347700,427300,33700,18.9,10.99
2026-09-13,2026-09-01,GRND,94,1143400,597500,1740900,0.5226,319300,1240400,181200,5.74,3.44
2026-09-13,2026-09-01,INTB,119,1182600,554700,1737300,0.4691,63800,1084100,589400,21.31,11.81
2026-09-13,2026-09-01,AURE,91,1012500,722500,1735000,0.7136,314400,1362900,57700,11.19,11.19
2026-09-13,2026-09-01,PLPL,60,215000,1483700,1698700,6.9009,21100,1656300,21300,7.71,6.71
2026-09-13,2026-09-01,TUPY,123,870500,565500,1436000,0.6496,129000,954200,352800,22.0,15.5
2026-09-13,2026-09-01,INBR,69,701210,699560,1400770,0.9976,36950,1125480,238340,27.95,24.95
2026-09-13,2026-09-01,VULC,85,827800,494600,1322400,0.5975,138600,906500,277300,21.5,13.75
2026-09-13,2026-09-01,JBSS,152,716740,602760,1319500,0.841,279250,874690,165560,56.34,86.84
2026-09-13,2026-09-01,RANI,72,730700,489800,1220500,0.6703,251500,536500,432500,8.23,6.93
2026-09-13,2026-09-01,RIAA,127,605000,591400,1196400,0.9775,95300,502300,598800,13.75,8.3
2026-09-13,2026-09-01,BMGB,80,770200,421300,1191500,0.547,411100,618800,161600,5.56,4.86
2026-09-13,2026-09-01,KEPL,56,796500,369300,1165800,0.4637,28200,1087300,50300,9.18,6.98
2026-09-13,2026-09-01,SAUD,79,709100,453800,1162900,0.64,336300,655200,171400,13.0,14.0
2026-09-13,2026-09-01,UNIP,90,686900,437600,1124500,0.6371,334900,680500,109100,51.52,65.02
2026-09-13,2026-09-01,WIZC,61,916400,159000,1075400,0.1735,251800,703200,120400,11.37,8.52
2026-09-13,2026-09-01,MYPK,80,373700,661200,1034900,1.7693,135400,727900,171600,12.55,11.55
2026-09-13,2026-09-01,NVDC,78,434640,575470,1010110,1.324,143910,528400,337800,22.48,24.98
2026-09-13,2026-09-01,MDIA,80,326900,666400,993300,2.0385,46700,624700,321900,17.45,16.95
2026-09-13,2026-09-01,ALPA,125,660300,278900,939200,0.4224,53000,510700,375500,15.54,11.79
2026-09-13,2026-09-01,DXCO,81,276870,652733,929603,2.3575,80800,735681,113122,5.75,5.0
2026-09-13,2026-09-01,PGMN,24,576100,345200,921300,0.5992,89600,590100,241600,3.8,4.12
2026-09-13,2026-09-01,MDNE,33,299900,609800,909700,2.0333,200,408000,501500,28.84,25.34
2026-09-13,2026-09-01,MELI,75,453410,413970,867380,0.913,62280,346840,458260,85.0,83.0
2026-09-13,2026-09-01,AMAR,41,508500,305300,813800,0.6004,124500,550400,138900,0.7,0.5
2026-09-13,2026-09-01,SOJA,30,295807,284623,580430,0.9622,78741,492789,8900,9.3,9.3
2026-09-13,2026-09-01,ABCB,85,286100,261900,548000,0.9154,88700,363300,96000,35.4,22.9
2026-09-13,2026-09-01,IVVB,65,56036,484513,540549,8.6465,3935,509401,27213,463.0,403.0
2026-09-13,2026-09-01,AMBP,6,512500,1100,513600,0.0021,182200,330300,1100,4.0,5.0
2026-09-13,2026-09-01,ALUP,78,249500,201800,451300,0.8088,27500,238400,185400,35.23,31.48
2026-09-13,2026-09-01,JALL,29,334400,115900,450300,0.3466,140500,294400,15400,4.99,2.99
2026-09-13,2026-09-01,LEVE,82,341100,107500,448600,0.3152,112900,220700,115000,33.35,32.35
2026-09-13,2026-09-01,MLAS,8,443800,0,443800,0.0,330200,113600,0,2.05,0.0
2026-09-13,2026-09-01,FESA,45,233000,208400,441400,0.8944,72500,335600,33300,7.38,5.58
2026-09-13,2026-09-01,TRIS,39,174231,218620,392851,1.2548,118681,194590,79580,4.65,5.06
2026-09-13,2026-09-01,BOVX,5,167700,167801,335501,1.0006,0,101,335400,10.0,10.0
2026-09-13,2026-09-01,ROMI,60,212500,110300,322800,0.5191,62800,190400,69600,13.35,5.55
2026-09-13,2026-09-01,MEAL,8,3100,313800,316900,101.2258,400,316400,100,2.8,2.8
2026-09-13,2026-09-01,ARML,22,14400,293200,307600,20.3611,5500,301100,1000,3.83,6.63
2026-09-13,2026-09-01,VLID,63,137000,142400,279400,1.0394,69700,136900,72800,20.52,17.02
2026-09-13,2026-09-01,HASH,145,74284,149933,224217,2.0184,26468,77218,120531,43.5,36.5
2026-09-13,2026-09-01,GOGL,48,126660,74740,201400,0.5901,23140,130140,48120,97.11,157.61
2026-09-13,2026-09-01,TASA,23,165100,16600,181700,0.1005,42500,135000,4200,7.09,7.09
2026-09-13,2026-09-01,AMZO,13,78290,96770,175060,1.236,1890,171670,1500,64.0,64.0
2026-09-13,2026-09-01,BLAU,29,51250,117500,168750,2.2927,22710,140040,6000,9.37,10.82
2026-09-13,2026-09-01,GGPS,28,104800,63300,168100,0.604,97000,69400,1700,23.16,18.66
2026-09-13,2026-09-01,CAML,27,101200,59000,160200,0.583,82300,76100,1800,5.15,4.55
2026-09-13,2026-09-01,M1TA,22,87560,63300,150860,0.7229,6250,135010,9600,108.59,108.59
2026-09-13,2026-09-01,VVEO,8,131700,18100,149800,0.1374,122400,27400,0,2.0,10.0
2026-09-13,2026-09-01,MTRE,15,66300,72900,139200,1.0995,52900,84500,1800,3.86,3.97
2026-09-13,2026-09-01,BMOB,29,107700,28500,136200,0.2646,13500,100500,22200,24.67,21.67
2026-09-13,2026-09-01,AGRO,27,60400,59200,119600,0.9801,26500,85700,7400,23.0,21.0
2026-09-13,2026-09-01,SPCX,69,58340,48330,106670,0.8284,12180,61780,32710,51.5,42.0
2026-09-13,2026-09-01,EVEN,28,25800,80300,106100,3.1124,20600,80800,4700,5.08,6.08
2026-09-13,2026-09-01,MSFT,13,54980,48730,103710,0.8863,3550,99410,750,83.05,83.05
2026-09-13,2026-09-01,NASD,8,26850,59930,86780,2.232,3500,76280,7000,23.0,21.25
2026-09-13,2026-09-01,GFSA,38,56851,27660,84511,0.4865,34850,44841,4820,0.99,0.74
2026-09-13,2026-09-01,TSLA,35,51550,30470,82020,0.5911,14700,45100,22220,65.0,48.0
2026-09-13,2026-09-01,TSMC,8,40200,33800,74000,0.8408,400,61600,12000,275.43,275.43
2026-09-13,2026-09-01,LAVV,26,25000,45000,70000,1.8,11300,58200,500,10.51,10.01
2026-09-13,2026-09-01,DASA,14,23200,33000,56200,1.4224,5300,40600,10300,3.2,3.2
2026-09-13,2026-09-01,LOGG,28,17600,33000,50600,1.875,5900,44200,500,27.6,27.09
2026-09-13,2026-09-01,BITH,1,50000,0,50000,0.0,50000,0,0,92.5,0.0
2026-09-13,2026-09-01,COCA,4,15960,22480,38440,1.4085,0,38440,0,77.14,76.14
2026-09-13,2026-09-01,MCDC,2,36670,0,36670,0.0,1280,35390,0,68.68,0.0
2026-09-13,2026-09-01,BEEM,3,20200,10100,30300,0.5,0,10100,20200,58.72,56.72
2026-09-13,2026-09-01,ITLC,10,15340,14840,30180,0.9674,12500,5540,12140,88.0,65.0
2026-09-13,2026-09-01,BERK,3,12260,17000,29260,1.3866,0,29260,0,137.0,131.0
2026-09-13,2026-09-01,HBSA,4,26000,1500,27500,0.0577,5100,22400,0,4.26,3.26
2026-09-13,2026-09-01,AAPL,13,17170,4610,21780,0.2685,3500,7780,10500,78.65,57.95
2026-09-13,2026-09-01,NFLX,2,17000,0,17000,0.0,0,600,16400,8.2,0.0
2026-09-13,2026-09-01,PTBL,4,9400,2300,11700,0.2447,8700,2600,400,3.0,3.0
2026-09-13,2026-09-01,BABA,3,0,4870,4870,0.0,0,4870,0,0.0,70.49
2026-09-13,2026-09-01,SEQL,1,0,3500,3500,0.0,0,3500,0,0.0,0.1
2026-09-13,2026-09-01,AERI,2,3000,200,3200,0.0667,2900,300,0,7.0,1.9
2026-09-13,2026-09-01,A1MD,6,2950,0,2950,0.0,1800,1150,0,340.0,0.0
2026-09-13,2026-09-01,IFCM,5,764,1100,1864,1.4398,7,1857,0,1958.95,1.2
2026-09-13,2026-09-01,PASS,1,0,1000,1000,0.0,0,1000,0,0.0,22.5
2026-09-13,2026-09-01,ENJU,2,600,0,600,0.0,600,0,0,4.8,0.0
2026-09-13,2026-09-01,ESPA,1,260,0,260,0.0,260,0,0,9.6,0.0
2026-09-13,2026-09-02,PETR,2653,495821100,511428000,1007249100,1.0315,25591353,637106263,344551484,36.67,36.67
2026-09-13,2026-09-02,BBAS,1515,453050600,362195000,815245600,0.7995,15953900,524890400,274401300,17.45,17.45
2026-09-13,2026-09-02,BOVA,2101,251451895,306562673,558014568,1.2192,413908,277595669,280004991,176.0,176.0
2026-09-13,2026-09-02,BBDC,1216,191854800,127117200,318972000,0.6626,43836600,163701600,111433800,19.2,16.51
2026-09-13,2026-09-02,ITUB,1371,161077185,131725272,292802457,0.8178,18670953,152296012,121835492,44.53,44.53
2026-09-13,2026-09-02,VALE,1704,157866400,131361400,289227800,0.8321,9251967,162998833,116977000,80.39,78.39
2026-09-13,2026-09-02,CSAN,736,89634800,61270900,150905700,0.6836,6321000,81815900,62768800,4.0,7.3
2026-09-13,2026-09-02,B3SA,739,79500200,64785400,144285600,0.8149,10929400,51408900,81947300,20.21,20.21
2026-09-13,2026-09-02,ITSA,529,82508103,57887010,140395113,0.7016,13093593,105564222,21737298,13.81,13.81
2026-09-13,2026-09-02,BEEF,462,70929600,58293500,129223100,0.8219,7087800,73335400,48799900,3.87,3.87
2026-09-13,2026-09-02,ABEV,440,64656700,44039600,108696300,0.6811,7408600,60232200,41055500,16.55,16.55
2026-09-13,2026-09-02,MGLU,900,55650233,52819439,108469672,0.9491,4389336,53014927,51065409,11.05,4.25
2026-09-13,2026-09-02,IBOV,701,66878932,39472923,106351855,0.5902,0,26513398,79838457,210000.0,155000.0
2026-09-13,2026-09-02,COGN,498,49129775,43990455,93120230,0.8954,8547403,52408462,32164365,2.19,2.19
2026-09-13,2026-09-02,UGPA,271,37760100,36517900,74278000,0.9671,364200,67429900,6483900,27.5,27.5
2026-09-13,2026-09-02,AXIA,760,38389900,35622190,74012090,0.9279,1349070,44256590,28406430,56.0,56.0
2026-09-13,2026-09-02,WEGE,931,42412400,27394400,69806800,0.6459,3024000,36388800,30394000,56.94,39.87
2026-09-13,2026-09-02,SUZB,861,39580100,27044000,66624100,0.6833,2286800,40545400,23791900,53.63,41.88
2026-09-13,2026-09-02,MOTV,121,32583400,32601300,65184700,1.0005,95300,59710400,5379000,16.7,16.7
2026-09-13,2026-09-02,CSNA,609,26753400,36377800,63131200,1.3597,1905500,32209100,29016600,6.25,7.04
2026-09-13,2026-09-02,GGBR,577,31536600,29990200,61526800,0.951,2528700,40366100,18632000,27.62,25.37
2026-09-13,2026-09-02,BPAC,782,31569916,28701913,60271829,0.9092,2119669,37434201,20717959,50.55,50.55
2026-09-13,2026-09-02,RENT,783,35169700,24170000,59339700,0.6872,4755700,27763200,26820800,40.81,37.63
2026-09-13,2026-09-02,SBSP,566,30431492,27736797,58168289,0.9115,327861,35660826,22179602,26.68,26.68
2026-09-13,2026-09-02,SMAL,543,33452210,24301867,57754077,0.7265,88773,35608495,22056809,110.0,97.0
2026-09-13,2026-09-02,PRIO,969,33966700,23757000,57723700,0.6994,1700000,22546900,33476800,70.0,59.0
2026-09-13,2026-09-02,BBSE,756,25880800,31368800,57249600,1.212,2593200,32471500,22184900,39.77,38.7
2026-09-13,2026-09-02,EQTL,542,29741000,23354800,53095800,0.7853,395600,16750800,35949400,36.99,34.24
2026-09-13,2026-09-02,LREN,512,23211450,25008168,48219618,1.0774,1288100,32802360,14129158,11.12,11.12
2026-09-13,2026-09-02,POMO,292,22764433,24814065,47578498,1.09,695182,39832063,7051253,4.61,4.61
2026-09-13,2026-09-02,USIM,681,24239600,23263000,47502600,0.9597,1803800,20082300,25616500,8.6,7.5
2026-09-13,2026-09-02,MRVE,485,21131800,24875800,46007600,1.1772,1942434,26355166,17710000,4.65,4.65
2026-09-13,2026-09-02,VAMO,297,23575000,22124600,45699600,0.9385,1276900,35950700,8472000,3.86,2.66
2026-09-13,2026-09-02,CMIG,375,21956900,23530600,45487500,1.0717,2927800,27833300,14726400,11.36,9.96
2026-09-13,2026-09-02,ALOS,400,24982200,20010300,44992500,0.801,5539300,32312000,7141200,28.05,26.55
2026-09-13,2026-09-02,CPLE,244,12329900,31996800,44326700,2.5951,704200,31822900,11799600,16.05,13.8
2026-09-13,2026-09-02,MBRF,324,14648393,28404042,43052435,1.9391,719341,28950368,13382726,19.98,13.98
2026-09-13,2026-09-02,EGIE,297,20139178,21548957,41688135,1.07,458836,36262362,4966937,31.96,31.96
2026-09-13,2026-09-02,RAIL,238,22348500,18579900,40928400,0.8314,350900,20536700,20040800,16.08,13.08
2026-09-13,2026-09-02,CSMG,390,19955400,18873100,38828500,0.9458,3837800,24243300,10747400,40.02,25.02
2026-09-13,2026-09-02,VBBR,415,28729329,9194078,37923407,0.32,731892,19664486,17527029,37.08,34.55
2026-09-13,2026-09-02,ENEV,293,27738900,9513400,37252300,0.343,491400,21398800,15362100,29.0,25.5
2026-09-13,2026-09-02,CYRE,521,19076400,17718000,36794400,0.9288,658500,19324100,16811800,25.25,25.25
2026-09-13,2026-09-02,RADL,336,13652038,22787590,36439628,1.6692,230959,17340728,18867941,22.24,17.52
2026-09-13,2026-09-02,HAPV,485,18590622,17157544,35748166,0.9229,686322,21663393,13398451,7.1,7.1
2026-09-13,2026-09-02,BRAV,479,19843000,15318400,35161400,0.772,696800,23560700,10903900,25.48,20.38
2026-09-13,2026-09-02,RDOR,332,23800900,11034200,34835100,0.4636,578300,19653600,14603200,23.56,23.56
2026-09-13,2026-09-02,EMBJ,976,16891500,16821400,33712900,0.9958,401800,14411800,18899300,84.57,100.07
2026-09-13,2026-09-02,BOVV,64,16940265,13112936,30053201,0.7741,4499,27402686,2646016,184.0,184.0
2026-09-13,2026-09-02,MOVI,314,18200100,11835100,30035200,0.6503,386200,25700800,3948200,17.84,11.84
2026-09-13,2026-09-02,BRKM,403,7714000,21851200,29565200,2.8327,672200,19798500,9094500,8.0,3.45
2026-09-13,2026-09-02,ASAI,242,11800800,12586700,24387500,1.0666,180400,18516700,5690400,9.3,9.3
2026-09-13,2026-09-02,RAIZ,50,15285800,7365400,22651200,0.4818,2464100,19124400,1062700,1.5,2.0
2026-09-13,2026-09-02,GOAU,203,13211955,8482746,21694701,0.6421,2980308,13554860,5159533,10.61,10.61
2026-09-13,2026-09-02,ROXO,238,10933250,10538250,21471500,0.9639,1636380,8929390,10905730,14.5,12.5
2026-09-13,2026-09-02,ONCO,76,10858700,9826800,20685500,0.905,145800,18303800,2235900,1.48,1.48
2026-09-13,2026-09-02,NATU,289,8345600,12128300,20473900,1.4533,404400,13419700,6649800,8.0,8.0
2026-09-13,2026-09-02,KLBN,235,7437110,9980375,17417485,1.342,818043,7036626,9562816,18.88,17.88
2026-09-13,2026-09-02,BRAP,343,9810600,7142300,16952900,0.728,1500000,7782700,7670200,23.7,23.7
2026-09-13,2026-09-02,CVCB,205,13368300,3404100,16772400,0.2546,2125800,6594700,8051900,1.5,2.0
2026-09-13,2026-09-02,MULT,244,7578200,8844500,16422700,1.1671,49700,12929800,3443200,30.15,30.15
2026-09-13,2026-09-02,TAEE,450,8256600,7161500,15418100,0.8674,597200,10408100,4412800,40.1,40.1
2026-09-13,2026-09-02,CEAB,227,10389200,4489800,14879000,0.4322,253100,5651400,8974500,8.52,7.92
2026-09-13,2026-09-02,AZZA,467,7576700,6972500,14549200,0.9203,554000,7546700,6448500,17.03,17.03
2026-09-13,2026-09-02,AUAU,390,9291500,5248800,14540300,0.5649,1713300,9389900,3437100,3.87,4.97
2026-09-13,2026-09-02,FLRY,171,7317800,6596800,13914600,0.9015,555300,12521200,838100,16.33,16.33
2026-09-13,2026-09-02,ENGI,216,7041700,6748280,13789980,0.9583,21400,6876320,6892260,50.61,50.61
2026-09-13,2026-09-02,CXSE,459,8544200,5135500,13679700,0.6011,823600,9329600,3526500,16.27,20.52
2026-09-13,2026-09-02,GMAT,149,6296700,7232000,13528700,1.1485,747000,11048900,1732800,5.79,3.89
2026-09-13,2026-09-02,ECOR,206,7762000,5061000,12823000,0.652,231000,5274900,7317100,7.04,5.64
2026-09-13,2026-09-02,DIRR,262,6767400,5716200,12483600,0.8447,697900,7860900,3924800,12.21,11.21
2026-09-13,2026-09-02,SEER,68,5994700,6166000,12160700,1.0286,167800,11439200,553700,12.56,12.56
2026-09-13,2026-09-02,VIVT,277,3882100,6503700,10385800,1.6753,128100,3846600,6411100,31.1,29.6
2026-09-13,2026-09-02,CMIN,183,6557800,3731500,10289300,0.569,1268700,6249400,2771200,6.51,5.61
2026-09-13,2026-09-02,SMFT,176,7292200,2961600,10253800,0.4061,57500,4888500,5307800,17.87,16.12
2026-09-13,2026-09-02,PCAR,47,8554100,1605200,10159300,0.1877,1573000,7727800,858500,3.25,3.0
2026-09-13,2026-09-02,HYPE,306,5386500,4700000,10086500,0.8726,512100,7639900,1934500,23.57,23.57
2026-09-13,2026-09-02,YDUQ,218,4616700,4692000,9308700,1.0163,147200,3858700,5302800,9.66,8.06
2026-09-13,2026-09-02,JHSF,186,5506100,3433300,8939400,0.6235,566000,5340100,3033300,12.02,9.77
2026-09-13,2026-09-02,SANB,253,3907500,5006100,8913600,1.2812,847700,4451300,3614600,34.12,22.62
2026-09-13,2026-09-02,TOTS,306,4298600,4482900,8781500,1.0429,57900,4048200,4675400,37.18,32.18
2026-09-13,2026-09-02,IGTI,188,3892600,4756100,8648700,1.2218,37700,7383500,1227500,36.79,25.29
2026-09-13,2026-09-02,GOLD,24,2684266,5629381,8313647,2.0972,32300,7270750,1010597,22.0,25.0
2026-09-13,2026-09-02,IRBR,355,4539600,3193400,7733000,0.7035,849800,2828500,4054700,59.61,38.61
2026-09-13,2026-09-02,LWSA,146,6328100,1161500,7489600,0.1835,1723500,3762200,2003900,4.46,4.26
2026-09-13,2026-09-02,QUAL,190,3102400,3873700,6976100,1.2486,339000,5828200,808900,0.23,1.48
2026-09-13,2026-09-02,ISAE,322,3546600,2957500,6504100,0.8339,768600,3064600,2670900,27.54,25.79
2026-09-13,2026-09-02,SIMH,272,2739177,3724818,6463995,1.3598,341703,4030663,2091629,12.36,10.1
2026-09-13,2026-09-02,BHIA,163,2739800,3717400,6457200,1.3568,264600,4594900,1597700,1.0,0.5
2026-09-13,2026-09-02,ORVR,16,3298100,2618400,5916500,0.7939,77400,4092700,1746400,20.0,16.75
2026-09-13,2026-09-02,MILS,20,2012900,3877300,5890200,1.9262,96400,1924100,3869700,15.0,11.0
2026-09-13,2026-09-02,TIMS,250,2241700,3600900,5842600,1.6063,169000,3656600,2017000,20.35,20.35
2026-09-13,2026-09-02,SBFG,129,2538200,3092800,5631000,1.2185,62100,5153400,415500,9.91,9.91
2026-09-13,2026-09-02,TEND,162,2541700,2892900,5434600,1.1382,315600,1932200,3186800,35.62,29.62
2026-09-13,2026-09-02,CURY,201,2530400,2705800,5236200,1.0693,67300,2349600,2819300,30.37,28.12
2026-09-13,2026-09-02,RAPT,191,2732400,2090800,4823200,0.7652,164200,3760900,898100,5.55,4.35
2026-09-13,2026-09-02,ANIM,119,1971500,2325800,4297300,1.1797,588400,2795700,913200,2.47,2.57
2026-09-13,2026-09-02,PSSA,265,2682200,1585500,4267700,0.5911,170600,2433500,1663600,50.45,51.45
2026-09-13,2026-09-02,CBAV,11,2130900,2011300,4142200,0.9439,58500,4078200,5500,11.96,11.96
2026-09-13,2026-09-02,BRSR,114,2705200,1283000,3988200,0.4743,567000,2366800,1054400,14.99,13.49
2026-09-13,2026-09-02,EZTC,208,1813871,2124786,3938657,1.1714,289956,2852637,796064,17.59,17.59
2026-09-13,2026-09-02,HBOR,46,1947200,1926400,3873600,0.9893,247000,3521900,104700,4.27,4.27
2026-09-13,2026-09-02,XPBR,211,2125600,1516320,3641920,0.7134,345660,2402010,894250,90.55,90.55
2026-09-13,2026-09-02,POSI,131,2598000,771600,3369600,0.297,258700,2547100,563800,3.35,3.82
2026-09-13,2026-09-02,SAPR,261,1395500,1880600,3276100,1.3476,199500,1436200,1640400,39.4,37.08
2026-09-13,2026-09-02,CPFE,222,1442900,1822900,3265800,1.2634,87600,2298800,879400,46.98,46.98
2026-09-13,2026-09-02,SMTO,134,1604300,1503900,3108200,0.9374,200000,2186300,721900,21.39,14.39
2026-09-13,2026-09-02,RECV,112,1751200,1320000,3071200,0.7538,219100,2066200,785900,11.65,10.4
2026-09-13,2026-09-02,LJQQ,77,1957100,1055100,3012200,0.5391,357400,2472900,181900,2.0,5.4
2026-09-13,2026-09-02,VIVA,193,1094800,1720200,2815000,1.5712,240100,1393900,1181000,20.64,20.64
2026-09-13,2026-09-02,SLCE,149,1177206,1525450,2702656,1.2958,220801,1699827,782028,16.5,14.25
2026-09-13,2026-09-02,TTEN,94,1563000,885000,2448000,0.5662,116100,1850500,481400,22.13,12.63
2026-09-13,2026-09-02,CASH,27,1460300,842100,2302400,0.5767,555900,1375100,371400,10.0,3.3
2026-09-13,2026-09-02,AURA,72,888820,1101520,1990340,1.2393,105520,1306780,578040,202.51,101.51
2026-09-13,2026-09-02,PNVL,60,1748300,64300,1812600,0.0368,1349700,427700,35200,18.9,10.99
2026-09-13,2026-09-02,GRND,95,1248500,548800,1797300,0.4396,337500,1306400,153400,5.74,4.14
2026-09-13,2026-09-02,AURE,94,1030200,718900,1749100,0.6978,204700,1484400,60000,11.19,9.94
2026-09-13,2026-09-02,INTB,120,1193300,552000,1745300,0.4626,53900,1114100,577300,21.31,11.81
2026-09-13,2026-09-02,PLPL,61,219500,1473800,1693300,6.7144,23900,1647900,21500,7.71,6.71
2026-09-13,2026-09-02,VULC,84,914900,556700,1471600,0.6085,143200,1035200,293200,21.5,13.75
2026-09-13,2026-09-02,TUPY,124,887800,564400,1452200,0.6357,130500,960700,361000,22.0,15.5
2026-09-13,2026-09-02,INBR,71,703610,697560,1401170,0.9914,42580,1122350,236240,27.95,24.95
2026-09-13,2026-09-02,JBSS,153,714250,628260,1342510,0.8796,295200,878840,168470,56.34,86.84
2026-09-13,2026-09-02,BMGB,83,858500,448600,1307100,0.5225,525500,572300,209300,5.56,4.86
2026-09-13,2026-09-02,RANI,72,750300,494000,1244300,0.6584,252700,551200,440400,8.23,6.93
2026-09-13,2026-09-02,RIAA,128,617300,587400,1204700,0.9516,84600,499200,620900,13.75,8.3
2026-09-13,2026-09-02,KEPL,57,797400,368100,1165500,0.4616,28000,1087200,50300,9.18,6.98
2026-09-13,2026-09-02,SAUD,82,718000,431000,1149000,0.6003,330800,621100,197100,13.0,14.0
2026-09-13,2026-09-02,UNIP,90,683100,443000,1126100,0.6485,336200,679800,110100,51.52,65.02
2026-09-13,2026-09-02,MDIA,81,430400,689100,1119500,1.6011,44000,727900,347600,18.45,16.95
2026-09-13,2026-09-02,WIZC,61,941100,154500,1095600,0.1642,271500,692700,131400,11.37,7.92
2026-09-13,2026-09-02,NVDC,78,435720,577250,1012970,1.3248,148340,524830,339800,22.48,24.98
2026-09-13,2026-09-02,PGMN,25,647700,345200,992900,0.533,59700,688000,245200,3.8,4.12
2026-09-13,2026-09-02,MYPK,81,430400,561200,991600,1.3039,168800,614700,208100,12.55,12.3
2026-09-13,2026-09-02,DXCO,83,295070,657053,952123,2.2268,109250,711751,131122,5.75,5.0
2026-09-13,2026-09-02,ALPA,126,646100,305300,951400,0.4725,38500,533900,379000,14.54,14.29
2026-09-13,2026-09-02,MDNE,33,302000,604500,906500,2.0017,300,399200,507000,28.84,25.34
2026-09-13,2026-09-02,MELI,76,453520,413970,867490,0.9128,63420,345810,458260,85.0,83.0
2026-09-13,2026-09-02,AMAR,41,511500,306300,817800,0.5988,124500,551400,141900,0.7,0.5
2026-09-13,2026-09-02,SOJA,30,301207,284323,585530,0.9439,167797,408833,8900,9.3,9.3
2026-09-13,2026-09-02,ABCB,86,313000,253100,566100,0.8086,101600,371600,92900,35.4,23.4
2026-09-13,2026-09-02,IVVB,66,56384,484855,541239,8.5992,4005,510001,27233,463.0,403.0
2026-09-13,2026-09-02,AMBP,6,512500,1100,513600,0.0021,184200,328300,1100,4.0,5.0
2026-09-13,2026-09-02,LEVE,83,360100,108300,468400,0.3007,119900,214400,134100,33.35,32.35
2026-09-13,2026-09-02,ROMI,60,336900,116200,453100,0.3449,60700,329900,62500,6.55,5.55
2026-09-13,2026-09-02,JALL,29,334400,115900,450300,0.3466,141000,293900,15400,4.99,2.99
2026-09-13,2026-09-02,FESA,49,237800,206200,444000,0.8671,90200,319000,34800,7.38,5.58
2026-09-13,2026-09-02,MLAS,8,443800,0,443800,0.0,437200,6600,0,2.05,0.0
2026-09-13,2026-09-02,ALUP,79,239100,198400,437500,0.8298,29200,226000,182300,35.23,31.48
2026-09-13,2026-09-02,TRIS,39,184131,218620,402751,1.1873,125681,196190,80880,4.65,5.06
2026-09-13,2026-09-02,BOVX,5,167700,167801,335501,1.0006,0,101,335400,10.0,10.0
2026-09-13,2026-09-02,MEAL,8,3100,313800,316900,101.2258,400,316400,100,2.8,2.8
2026-09-13,2026-09-02,ARML,23,20800,293200,314000,14.0962,5500,307500,1000,3.83,6.63
2026-09-13,2026-09-02,AMZO,15,198290,96820,295110,0.4883,1890,211820,81400,64.0,64.0
2026-09-13,2026-09-02,VLID,63,144400,140200,284600,0.9709,78100,129700,76800,20.52,17.02
2026-09-13,2026-09-02,GOGL,49,181360,74740,256100,0.4121,23480,184500,48120,97.11,157.61
2026-09-13,2026-09-02,TASA,24,220300,17600,237900,0.0799,42700,191000,4200,7.09,7.09
2026-09-13,2026-09-02,HASH,145,84184,148849,233033,1.7681,27780,84822,120431,43.5,36.5
2026-09-13,2026-09-02,CAML,28,109600,61600,171200,0.562,92000,77400,1800,5.15,4.55
2026-09-13,2026-09-02,BLAU,28,51850,117500,169350,2.2662,23610,140140,5600,9.37,10.82
2026-09-13,2026-09-02,GGPS,28,104800,63300,168100,0.604,97000,69400,1700,23.16,18.66
2026-09-13,2026-09-02,M1TA,22,87560,63300,150860,0.7229,6230,135030,9600,108.59,108.59
2026-09-13,2026-09-02,VVEO,9,132700,18100,150800,0.1364,122400,27400,1000,2.0,10.0
2026-09-13,2026-09-02,MTRE,16,67700,72900,140600,1.0768,54900,83900,1800,3.86,3.97
2026-09-13,2026-09-02,BMOB,29,111700,28500,140200,0.2551,19600,98400,22200,24.67,21.67
2026-09-13,2026-09-02,AGRO,27,60800,59200,120000,0.9737,26900,85700,7400,23.0,21.0
2026-09-13,2026-09-02,SPCX,69,59660,48430,108090,0.8118,6930,69270,31890,51.5,42.0
2026-09-13,2026-09-02,EVEN,28,25900,80300,106200,3.1004,20600,80800,4800,5.08,6.08
2026-09-13,2026-09-02,MSFT,13,54980,48730,103710,0.8863,3550,99410,750,83.05,83.05
