data_captura,data_referencia,codigo_ativo_objeto,total_series,posicao_aberta_call,posicao_aberta_put,posicao_aberta_total,put_call_ratio,posicao_coberta,posicao_descoberta,posicao_trava,strike_max_oi_call,strike_max_oi_put
2026-09-13,2026-08-31,VBBR,407,15365657,8791676,24157333,0.5722,647799,14805578,8703956,34.55,34.55
2026-09-13,2026-08-31,ASAI,234,11624100,12258000,23882100,1.0545,156300,18013000,5712800,9.3,9.3
2026-09-13,2026-08-31,RAIZ,49,15239600,7420200,22659800,0.4869,2459800,19136400,1063600,1.5,2.0
2026-09-13,2026-08-31,ENEV,283,12487900,9352800,21840700,0.7489,476300,17927000,3437400,25.5,25.5
2026-09-13,2026-08-31,ONCO,74,10662200,10146300,20808500,0.9516,129200,18461800,2217500,1.48,1.48
2026-09-13,2026-08-31,NATU,284,7999600,11427000,19426600,1.4284,223800,13157100,6045700,8.0,8.0
2026-09-13,2026-08-31,ROXO,234,8649750,10463330,19113080,1.2097,1512820,7002770,10597490,14.5,12.5
2026-09-13,2026-08-31,GOAU,200,11084855,7539146,18624001,0.6801,1845184,12240203,4538614,10.61,10.61
2026-09-13,2026-08-31,KLBN,228,6807088,9984269,16791357,1.4667,746885,6857937,9186535,18.88,17.88
2026-09-13,2026-08-31,BRAP,335,9400300,7179000,16579300,0.7637,1407300,7756600,7415400,23.7,23.7
2026-09-13,2026-08-31,CVCB,197,12961200,3395400,16356600,0.262,1919800,6530900,7905900,1.5,2.0
2026-09-13,2026-08-31,MULT,229,6991300,8520000,15511300,1.2187,43300,12602000,2866000,30.15,30.15
2026-09-13,2026-08-31,CEAB,221,10231500,4451300,14682800,0.4351,294200,6455300,7933300,8.52,7.92
2026-09-13,2026-08-31,TAEE,423,7595400,6846900,14442300,0.9015,528500,10207500,3706300,40.1,40.1
2026-09-13,2026-08-31,CXSE,457,8262300,5181500,13443800,0.6271,2061300,8012700,3369800,16.27,20.52
2026-09-13,2026-08-31,AZZA,441,6832000,6610000,13442000,0.9675,523800,7248700,5669500,17.03,20.53
2026-09-13,2026-08-31,GMAT,143,6222800,7126100,13348900,1.1452,582900,11084100,1681900,5.79,3.89
2026-09-13,2026-08-31,AUAU,344,8530800,4737600,13268400,0.5554,1325000,9172800,2770600,3.87,4.97
2026-09-13,2026-08-31,FLRY,165,6426100,6331600,12757700,0.9853,573800,10128000,2055900,16.33,16.33
2026-09-13,2026-08-31,DIRR,249,6594100,5641500,12235600,0.8555,679200,7830100,3726300,12.21,11.21
2026-09-13,2026-08-31,ECOR,193,7304700,4903200,12207900,0.6712,310700,4749600,7147600,7.04,5.64
2026-09-13,2026-08-31,SEER,65,6043800,6119400,12163200,1.0125,163500,11513100,486600,12.56,12.56
2026-09-13,2026-08-31,ENGI,204,5173600,6655780,11829380,1.2865,88600,6538120,5202660,50.61,50.61
2026-09-13,2026-08-31,PCAR,47,8429400,1631000,10060400,0.1935,1562100,7618300,880000,3.25,3.0
2026-09-13,2026-08-31,SMFT,174,7035700,2978100,10013800,0.4233,38700,4661800,5313300,17.87,16.12
2026-09-13,2026-08-31,VIVT,274,3448700,6428300,9877000,1.864,105700,3665300,6106000,31.1,29.6
2026-09-13,2026-08-31,CMIN,175,5362300,3583900,8946200,0.6684,1100400,5080900,2764900,6.31,7.41
2026-09-13,2026-08-31,SANB,248,3814200,4982400,8796600,1.3063,764000,4441600,3591000,34.12,22.62
2026-09-13,2026-08-31,IGTI,184,3704300,4727300,8431600,1.2762,42500,7408800,980300,36.79,25.29
2026-09-13,2026-08-31,GOLD,23,2680066,5629381,8309447,2.1005,30350,7268500,1010597,22.0,25.0
2026-09-13,2026-08-31,JHSF,174,4751500,3281800,8033300,0.6907,542900,5294400,2196000,12.02,10.02
2026-09-13,2026-08-31,YDUQ,213,3389400,4580500,7969900,1.3514,139300,3443900,4386700,9.06,8.46
2026-09-13,2026-08-31,IRBR,334,4388600,3070900,7459500,0.6997,788700,2711200,3959600,59.61,38.61
2026-09-13,2026-08-31,QUAL,187,3421200,3776400,7197600,1.1038,520600,5428400,1248600,1.73,1.48
2026-09-13,2026-08-31,LWSA,141,6048600,1050400,7099000,0.1737,1796100,3637100,1665800,4.46,4.26
2026-09-13,2026-08-31,HYPE,293,3742500,3158400,6900900,0.8439,533700,4540900,1826300,22.6,22.6
2026-09-13,2026-08-31,ORVR,16,3298100,2618400,5916500,0.7939,77400,4092700,1746400,20.0,16.75
2026-09-13,2026-08-31,MILS,19,2012900,3877200,5890100,1.9262,282700,1737700,3869700,15.0,11.0
2026-09-13,2026-08-31,ISAE,312,3063500,2816500,5880000,0.9194,736700,2908400,2234900,27.54,25.79
2026-09-13,2026-08-31,MOTV,116,2943800,2908400,5852200,0.988,139700,2634200,3078300,16.45,13.2
2026-09-13,2026-08-31,TIMS,248,2295800,3483200,5779000,1.5172,178900,3577500,2022600,20.35,20.35
2026-09-13,2026-08-31,SBFG,121,2588200,3094200,5682400,1.1955,44300,5255300,382800,9.91,9.91
2026-09-13,2026-08-31,BHIA,153,2449900,3051600,5501500,1.2456,203000,4288900,1009600,1.0,3.3
2026-09-13,2026-08-31,SIMH,247,1893592,3569668,5463260,1.8851,315018,3922648,1225594,13.46,10.1
2026-09-13,2026-08-31,TEND,157,2519800,2891500,5411300,1.1475,268300,1968800,3174200,35.62,29.62
2026-09-13,2026-08-31,CURY,196,2480600,2686400,5167000,1.083,65200,2315500,2786300,30.37,28.12
2026-09-13,2026-08-31,TOTS,301,2145900,2089100,4235000,0.9735,53500,1999600,2181900,35.18,32.18
2026-09-13,2026-08-31,PSSA,257,2671400,1525800,4197200,0.5712,165600,2433800,1597800,50.45,51.45
2026-09-13,2026-08-31,CBAV,11,2131000,2011200,4142200,0.9438,58500,4078200,5500,11.96,11.96
2026-09-13,2026-08-31,RAPT,181,1998300,2086000,4084300,1.0439,189800,3048200,846300,5.0,4.35
2026-09-13,2026-08-31,POSI,129,3154200,754000,3908200,0.239,258000,3223800,426400,3.55,3.82
2026-09-13,2026-08-31,ANIM,117,1857600,1996300,3853900,1.0747,581300,2768600,504000,2.47,2.57
2026-09-13,2026-08-31,HBOR,45,1907900,1916400,3824300,1.0045,236000,3528700,59600,4.27,4.27
2026-09-13,2026-08-31,BRSR,112,2466700,1254900,3721600,0.5087,518100,2306900,896600,14.99,13.49
2026-09-13,2026-08-31,EZTC,195,1454171,2084486,3538657,1.4335,229647,2691499,617511,17.59,17.59
2026-09-13,2026-08-31,XPBR,206,1900740,1485960,3386700,0.7818,339950,2167190,879560,90.55,90.55
2026-09-13,2026-08-31,CPFE,214,1438500,1768000,3206500,1.2291,78700,2270800,857000,46.98,46.98
2026-09-13,2026-08-31,SAPR,256,1251000,1878200,3129200,1.5014,183000,1371000,1575200,39.4,37.08
2026-09-13,2026-08-31,LJQQ,73,1915900,1104800,3020700,0.5766,347000,2501000,172700,2.0,5.4
2026-09-13,2026-08-31,RECV,110,1313100,1460200,2773300,1.112,181000,1999000,593300,11.65,10.15
2026-09-13,2026-08-31,VIVA,188,1007800,1659900,2667700,1.6471,236600,1348300,1082800,20.64,20.64
2026-09-13,2026-08-31,SMTO,132,1047800,1510700,2558500,1.4418,178900,1700300,679300,21.39,14.39
2026-09-13,2026-08-31,SLCE,146,1052306,1282750,2335056,1.219,208601,1463100,663355,16.25,14.25
2026-09-13,2026-08-31,CASH,27,1451200,842100,2293300,0.5803,555100,1375800,362400,10.0,3.3
2026-09-13,2026-08-31,TTEN,93,1339800,924300,2264100,0.6899,111200,1705500,447400,22.13,12.63
2026-09-13,2026-08-31,AURA,72,888550,1101520,1990070,1.2397,103820,1308210,578040,202.51,101.51
2026-09-13,2026-08-31,PNVL,57,1742500,67100,1809600,0.0385,1347700,426000,35900,18.9,10.99
2026-09-13,2026-08-31,AURE,91,1006400,738700,1745100,0.734,276100,1408700,60300,11.19,11.19
2026-09-13,2026-08-31,INTB,117,1175200,549000,1724200,0.4672,64400,1067700,592100,21.31,11.81
2026-09-13,2026-08-31,PLPL,60,214700,1484000,1698700,6.912,20500,1657900,20300,7.71,6.71
2026-09-13,2026-08-31,GRND,91,1103300,595100,1698400,0.5394,332800,1188700,176900,5.74,3.44
2026-09-13,2026-08-31,INBR,69,694610,749060,1443670,1.0784,37060,1168270,238340,27.95,24.95
2026-09-13,2026-08-31,TUPY,123,815600,561400,1377000,0.6883,130500,918600,327900,22.0,15.5
2026-09-13,2026-08-31,NVDC,78,597460,736010,1333470,1.2319,141890,853330,338250,24.98,24.98
2026-09-13,2026-08-31,JBSS,151,701540,588990,1290530,0.8396,284360,838610,167560,56.34,86.84
2026-09-13,2026-08-31,VULC,84,786300,502500,1288800,0.6391,132300,893200,263300,21.5,13.75
2026-09-13,2026-08-31,RIAA,124,590800,577700,1168500,0.9778,95900,479500,593100,13.75,8.3
2026-09-13,2026-08-31,KEPL,55,796400,367300,1163700,0.4612,28600,1087900,47200,9.18,6.98
2026-09-13,2026-08-31,SAUD,79,703900,456700,1160600,0.6488,338400,644900,177300,13.0,14.0
2026-09-13,2026-08-31,BMGB,80,701400,453900,1155300,0.6471,409500,547300,198500,5.56,4.86
2026-09-13,2026-08-31,UNIP,91,689300,436100,1125400,0.6327,334900,680100,110400,51.52,65.02
2026-09-13,2026-08-31,WIZC,61,915400,159800,1075200,0.1746,229800,725000,120400,11.37,8.52
2026-09-13,2026-08-31,ALPA,121,733500,281400,1014900,0.3836,51100,557500,406300,14.04,11.79
2026-09-13,2026-08-31,MDIA,79,342400,664000,1006400,1.9393,46000,616500,343900,17.45,16.95
2026-09-13,2026-08-31,MYPK,79,358700,635900,994600,1.7728,137400,682500,174700,12.55,12.3
2026-09-13,2026-08-31,DXCO,80,271369,653633,925002,2.4087,80800,739280,104922,5.75,5.0
2026-09-13,2026-08-31,PGMN,24,575300,345200,920500,0.6,89600,589300,241600,3.8,4.12
2026-09-13,2026-08-31,MDNE,33,299100,616100,915200,2.0598,200,414100,500900,28.84,22.84
2026-09-13,2026-08-31,MELI,72,452580,413820,866400,0.9144,62180,346680,457540,85.0,83.0
2026-09-13,2026-08-31,AMAR,41,508500,305300,813800,0.6004,124500,550400,138900,0.7,0.5
2026-09-13,2026-08-31,RANI,68,555900,135300,691200,0.2434,250900,348300,92000,10.93,7.93
2026-09-13,2026-08-31,SOJA,31,249828,287523,537351,1.1509,82846,409205,45300,9.3,9.3
2026-09-13,2026-08-31,ABCB,85,255400,265800,521200,1.0407,102400,340500,78300,35.4,22.9
2026-09-13,2026-08-31,AMBP,6,505800,1100,506900,0.0022,182200,323600,1100,4.0,5.0
2026-09-13,2026-08-31,IVVB,64,54046,444143,498189,8.2179,3901,467245,27043,463.0,403.0
2026-09-13,2026-08-31,JALL,30,342300,123900,466200,0.362,137100,298000,31100,4.99,2.99
2026-09-13,2026-08-31,LEVE,83,337000,108500,445500,0.322,113700,218700,113100,33.35,32.35
2026-09-13,2026-08-31,MLAS,8,441800,0,441800,0.0,435200,6600,0,2.05,0.0
2026-09-13,2026-08-31,ALUP,78,236000,199700,435700,0.8462,27500,225000,183200,35.23,31.48
2026-09-13,2026-08-31,FESA,45,219400,214700,434100,0.9786,72300,337100,24700,7.38,5.58
2026-09-13,2026-08-31,TRIS,40,138031,218620,356651,1.5838,114781,162390,79480,4.65,5.06
2026-09-13,2026-08-31,BOVX,5,167700,167801,335501,1.0006,0,101,335400,10.0,10.0
2026-09-13,2026-08-31,MEAL,8,3100,313800,316900,101.2258,400,316400,100,2.8,2.8
2026-09-13,2026-08-31,ROMI,58,198400,110200,308600,0.5554,60800,187800,60000,13.35,5.55
2026-09-13,2026-08-31,ARML,22,7400,292400,299800,39.5135,5500,293300,1000,4.43,6.63
2026-09-13,2026-08-31,VLID,62,130700,140200,270900,1.0727,63400,142200,65300,20.52,17.02
2026-09-13,2026-08-31,HASH,142,73659,145933,219592,1.9812,27118,74608,117866,43.5,36.5
2026-09-13,2026-08-31,GOGL,48,126660,74740,201400,0.5901,23300,129980,48120,97.11,157.61
2026-09-13,2026-08-31,AMZO,13,78290,96770,175060,1.236,1890,171670,1500,64.0,64.0
2026-09-13,2026-08-31,BLAU,29,51250,117500,168750,2.2927,22010,140740,6000,9.37,10.82
2026-09-13,2026-08-31,GGPS,28,104800,63300,168100,0.604,97000,69400,1700,23.16,18.66
2026-09-13,2026-08-31,CAML,27,95900,59000,154900,0.6152,81100,72100,1700,5.15,4.55
2026-09-13,2026-08-31,M1TA,22,87560,63300,150860,0.7229,5030,136230,9600,108.59,108.59
2026-09-13,2026-08-31,VVEO,8,131700,18100,149800,0.1374,122400,27400,0,2.0,10.0
2026-09-13,2026-08-31,MTRE,15,64700,72900,137600,1.1267,52900,82900,1800,3.86,3.97
2026-09-13,2026-08-31,BMOB,29,107700,29200,136900,0.2711,13700,103300,19900,24.67,21.67
2026-09-13,2026-08-31,TASA,23,99800,11600,111400,0.1162,42600,64600,4200,7.09,4.49
2026-09-13,2026-08-31,SPCX,70,57830,48830,106660,0.8444,13630,61030,32000,51.5,42.0
2026-09-13,2026-08-31,EVEN,28,25800,80300,106100,3.1124,20600,80800,4700,5.08,6.08
2026-09-13,2026-08-31,MSFT,13,54980,48730,103710,0.8863,3550,99410,750,83.05,83.05
2026-09-13,2026-08-31,AGRO,27,44300,59200,103500,1.3363,24500,71600,7400,23.0,21.0
2026-09-13,2026-08-31,NASD,8,26850,59930,86780,2.232,3500,76280,7000,23.0,21.25
2026-09-13,2026-08-31,GFSA,38,56851,27660,84511,0.4865,34850,44441,5220,0.99,0.74
2026-09-13,2026-08-31,TSLA,33,50280,28560,78840,0.568,10900,46020,21920,65.0,48.0
2026-09-13,2026-08-31,TSMC,8,40200,33800,74000,0.8408,400,61600,12000,275.43,275.43
2026-09-13,2026-08-31,LAVV,25,23500,45000,68500,1.9149,11900,56200,400,10.51,10.01
2026-09-13,2026-08-31,DASA,14,23200,33000,56200,1.4224,5300,40600,10300,3.2,3.2
2026-09-13,2026-08-31,BITH,1,50000,0,50000,0.0,50000,0,0,92.5,0.0
2026-09-13,2026-08-31,LOGG,28,17600,31500,49100,1.7898,5800,42800,500,27.6,27.09
2026-09-13,2026-08-31,COCA,4,15960,22480,38440,1.4085,0,38440,0,77.14,76.14
2026-09-13,2026-08-31,MCDC,2,36670,0,36670,0.0,1280,35390,0,68.68,0.0
2026-09-13,2026-08-31,BEEM,3,20200,10100,30300,0.5,0,10100,20200,58.72,56.72
2026-09-13,2026-08-31,ITLC,10,15340,14840,30180,0.9674,12500,5540,12140,88.0,65.0
2026-09-13,2026-08-31,BERK,3,12260,17000,29260,1.3866,0,29260,0,137.0,131.0
2026-09-13,2026-08-31,HBSA,4,26000,1500,27500,0.0577,5100,22400,0,4.26,3.26
2026-09-13,2026-08-31,AAPL,13,17170,4610,21780,0.2685,2910,8370,10500,78.65,57.95
2026-09-13,2026-08-31,NFLX,2,17000,0,17000,0.0,0,600,16400,8.2,0.0
2026-09-13,2026-08-31,PTBL,4,9400,2300,11700,0.2447,8700,2600,400,3.0,3.0
2026-09-13,2026-08-31,BABA,3,0,4870,4870,0.0,0,4870,0,0.0,70.49
2026-09-13,2026-08-31,SEQL,1,0,3500,3500,0.0,0,3500,0,0.0,0.1
2026-09-13,2026-08-31,AERI,2,3000,200,3200,0.0667,2900,300,0,7.0,1.9
2026-09-13,2026-08-31,A1MD,6,2950,0,2950,0.0,1800,1150,0,340.0,0.0
2026-09-13,2026-08-31,IFCM,5,764,1100,1864,1.4398,7,1857,0,1958.95,1.2
2026-09-13,2026-08-31,PASS,1,0,1000,1000,0.0,0,1000,0,0.0,22.5
2026-09-13,2026-08-31,ENJU,2,600,0,600,0.0,600,0,0,4.8,0.0
2026-09-13,2026-08-31,ESPA,1,260,0,260,0.0,260,0,0,9.6,0.0
2026-09-13,2026-09-01,PETR,2622,486441910,504168400,990610310,1.0364,24766735,640782781,325060794,36.67,36.67
2026-09-13,2026-09-01,BBAS,1464,444905800,345310800,790216600,0.7761,14474200,522461400,253281000,17.45,17.45
2026-09-13,2026-09-01,BOVA,2055,239094719,297674255,536768974,1.245,462191,269046807,267259976,176.0,176.0
2026-09-13,2026-09-01,VALE,1671,153536500,127480300,281016800,0.8303,9299467,160841833,110875500,80.39,78.39
2026-09-13,2026-09-01,BBDC,1207,168443300,112137100,280580400,0.6657,40651100,137431600,102497700,16.52,16.51
2026-09-13,2026-09-01,ITUB,1338,152038178,119025778,271063956,0.7829,18163315,146918515,105982126,44.53,44.53
2026-09-13,2026-09-01,CSAN,724,88193300,59403600,147596900,0.6736,6497300,78634700,62464900,4.0,7.3
2026-09-13,2026-09-01,B3SA,731,77632100,62976800,140608900,0.8112,10602300,51580100,78426500,20.21,20.21
2026-09-13,2026-09-01,ITSA,525,81681753,57483440,139165193,0.7037,12297328,105381528,21486337,13.81,13.81
2026-09-13,2026-09-01,BEEF,458,67860300,57330000,125190300,0.8448,7469700,69980800,47739800,3.87,3.87
2026-09-13,2026-09-01,ABEV,435,61657500,43796100,105453600,0.7103,6539000,60534900,38379700,16.55,16.55
2026-09-13,2026-09-01,IBOV,700,66928463,36650618,103579081,0.5476,0,27288012,76291069,210000.0,155000.0
2026-09-13,2026-09-01,MGLU,858,48336858,47610826,95947684,0.985,3075721,49863511,43008452,11.05,4.25
2026-09-13,2026-09-01,COGN,490,47368110,43498355,90866465,0.9183,8219704,52231530,30415231,2.19,2.19
2026-09-13,2026-09-01,UGPA,264,37718600,36349800,74068400,0.9637,391300,67392300,6284800,27.5,27.5
2026-09-13,2026-09-01,AXIA,747,37020400,33469280,70489680,0.9041,1623970,44007540,24858170,56.0,56.0
2026-09-13,2026-09-01,WEGE,924,42445800,27065000,69510800,0.6376,2944600,36446200,30120000,56.94,39.87
2026-09-13,2026-09-01,SUZB,847,38669400,26741800,65411200,0.6915,1844900,40312400,23253900,53.63,41.88
2026-09-13,2026-09-01,CSNA,595,25204700,35797000,61001700,1.4203,1741200,31312700,27947800,6.25,7.04
2026-09-13,2026-09-01,GGBR,558,30939900,29342900,60282800,0.9484,2466200,39797500,18019100,27.62,25.37
2026-09-13,2026-09-01,SMAL,531,34081992,23889056,57971048,0.7009,89908,36231720,21649420,110.0,97.0
2026-09-13,2026-09-01,PRIO,946,33731300,23265500,56996800,0.6897,1689100,22195800,33111900,70.0,59.0
2026-09-13,2026-09-01,SBSP,551,29723392,26642997,56366389,0.8964,263661,34827777,21274951,26.68,26.68
2026-09-13,2026-09-01,BPAC,770,29748916,26284913,56033829,0.8836,2057969,36207108,17768752,50.55,50.55
2026-09-13,2026-09-01,BBSE,739,25013000,30985300,55998300,1.2388,2542900,31736100,21719300,39.77,38.7
2026-09-13,2026-09-01,RENT,755,30216500,23366500,53583000,0.7733,4731000,26938200,21913800,36.81,37.63
2026-09-13,2026-09-01,POMO,289,22732933,24672875,47405808,1.0853,689002,40030443,6686363,4.61,4.61
2026-09-13,2026-09-01,USIM,676,24079100,22896400,46975500,0.9509,2145200,19081700,25748600,8.6,7.0
2026-09-13,2026-09-01,EQTL,519,23899800,23057500,46957300,0.9648,766500,16093700,30097100,36.99,34.24
2026-09-13,2026-09-01,LREN,481,22121150,23719868,45841018,1.0723,1261100,30831260,13748658,11.12,11.12
2026-09-13,2026-09-01,VAMO,292,22823300,22266000,45089300,0.9756,940500,35953900,8194900,3.86,2.66
2026-09-13,2026-09-01,CPLE,240,12230200,32157400,44387600,2.6293,669800,31961400,11756400,16.05,13.8
2026-09-13,2026-09-01,CMIG,369,21223100,23126900,44350000,1.0897,2356900,26634800,15358300,11.36,9.96
2026-09-13,2026-09-01,MRVE,482,19068200,25030600,44098800,1.3127,1861834,24743966,17493000,4.65,4.65
2026-09-13,2026-09-01,ALOS,391,23589800,19832000,43421800,0.8407,7057300,30081500,6283000,28.05,26.55
2026-09-13,2026-09-01,MBRF,321,14559905,28278531,42838436,1.9422,705600,28877677,13255159,19.98,13.98
2026-09-13,2026-09-01,EGIE,291,18947078,21527007,40474085,1.1362,463835,35751409,4258841,31.96,31.96
2026-09-13,2026-09-01,RAIL,235,20542300,18406900,38949200,0.896,381500,20115400,18452300,16.08,13.08
2026-09-13,2026-09-01,CSMG,384,19858900,18854300,38713200,0.9494,4089500,23922100,10701600,40.02,25.02
2026-09-13,2026-09-01,RADL,324,13523350,22748376,36271726,1.6822,198182,17341652,18731892,22.24,17.52
2026-09-13,2026-09-01,CYRE,509,18594100,17382100,35976200,0.9348,641600,19219500,16115100,25.25,25.25
2026-09-13,2026-09-01,RDOR,325,23514500,10994200,34508700,0.4675,534300,19539000,14435400,23.56,23.56
2026-09-13,2026-09-01,BRAV,472,19091100,15391600,34482700,0.8062,590900,23058800,10833000,25.48,20.38
2026-09-13,2026-09-01,HAPV,484,16563922,17176744,33740666,1.037,812624,19844891,13083151,7.1,7.1
2026-09-13,2026-09-01,EMBJ,969,16519300,16586900,33106200,1.0041,387300,14128500,18590400,84.57,100.07
2026-09-13,2026-09-01,BOVV,63,16940265,13112836,30053101,0.7741,4402,27402783,2645916,184.0,184.0
2026-09-13,2026-09-01,BRKM,394,7431200,22135600,29566800,2.9787,628200,20155800,8782800,8.0,3.45
2026-09-13,2026-09-01,MOVI,303,16761600,11791400,28553000,0.7035,328300,25392800,2831900,17.84,11.84
2026-09-13,2026-09-01,VBBR,408,15944243,9056076,25000319,0.568,625085,14907678,9467556,34.55,34.55
2026-09-13,2026-09-01,ASAI,234,11775100,12288000,24063100,1.0436,143300,18209700,5710100,9.3,9.3
2026-09-13,2026-09-01,RAIZ,49,15273100,7355700,22628800,0.4816,2459900,19106300,1062600,1.5,2.0
2026-09-13,2026-09-01,ENEV,288,12597100,9415400,22012500,0.7474,476700,17996900,3538900,25.5,25.5
2026-09-13,2026-09-01,ONCO,75,10691400,10104600,20796000,0.9451,128300,18449200,2218500,1.48,1.48
2026-09-13,2026-09-01,GOAU,200,12125855,8221346,20347201,0.678,2172077,13424810,4750314,10.61,10.61
2026-09-13,2026-09-01,NATU,286,8188900,11699600,19888500,1.4287,255100,13540200,6093200,8.0,8.0
2026-09-13,2026-09-01,ROXO,237,8650380,10512820,19163200,1.2153,1627100,6960200,10575900,14.5,12.5
2026-09-13,2026-09-01,KLBN,233,7161337,9971608,17132945,1.3924,776666,7042187,9314092,18.88,17.88
2026-09-13,2026-09-01,CVCB,204,13323500,3417700,16741200,0.2565,2180900,6411200,8149100,1.5,2.0
2026-09-13,2026-09-01,BRAP,340,9495600,7201100,16696700,0.7584,1462700,7802600,7431400,23.7,23.7
2026-09-13,2026-09-01,MULT,236,7138300,8637300,15775600,1.21,54800,12576900,3143900,30.15,30.15
2026-09-13,2026-09-01,CEAB,225,10355400,4395600,14751000,0.4245,292000,5954700,8504300,8.52,7.92
2026-09-13,2026-09-01,TAEE,433,7782800,6880000,14662800,0.884,531300,10320900,3810600,40.1,40.1
2026-09-13,2026-09-01,AZZA,443,7122800,6643200,13766000,0.9327,539300,7367800,5858900,17.03,20.53
2026-09-13,2026-09-01,AUAU,360,8890100,4749600,13639700,0.5343,1346000,9496800,2796900,3.87,4.97
2026-09-13,2026-09-01,CXSE,458,8436900,5182800,13619700,0.6143,2058700,8069200,3491800,16.27,20.52
2026-09-13,2026-09-01,GMAT,148,6278800,7135400,13414200,1.1364,650700,11072500,1691000,5.79,3.89
2026-09-13,2026-09-01,FLRY,170,6778900,6093000,12871900,0.8988,563800,11498600,809500,16.33,16.33
2026-09-13,2026-09-01,ECOR,198,7462400,5042400,12504800,0.6757,262000,5031700,7211100,7.04,5.64
2026-09-13,2026-09-01,DIRR,257,6737100,5606100,12343200,0.8321,756900,7676700,3909600,12.21,11.21
2026-09-13,2026-09-01,SEER,68,5981500,6164400,12145900,1.0306,177100,11434700,534100,12.56,12.56
2026-09-13,2026-09-01,ENGI,206,5340300,6688480,12028780,1.2525,19500,6641520,5367760,50.61,50.61
2026-09-13,2026-09-01,SMFT,175,7323000,2986000,10309000,0.4078,40300,4930300,5338400,17.87,16.12
2026-09-13,2026-09-01,PCAR,47,8499300,1632000,10131300,0.192,1458700,7779800,892800,3.25,3.0
2026-09-13,2026-09-01,VIVT,276,3694800,6396600,10091400,1.7312,129700,3738800,6222900,31.1,29.6
2026-09-13,2026-09-01,CMIN,176,5650200,3619800,9270000,0.6406,1073500,5421700,2774800,6.31,5.61
2026-09-13,2026-09-01,SANB,251,3803000,4988600,8791600,1.3118,764900,4464300,3562400,34.12,22.62
2026-09-13,2026-09-01,JHSF,182,5193200,3503800,8697000,0.6747,529300,5397600,2770100,12.02,9.77
2026-09-13,2026-09-01,IGTI,187,3752400,4743900,8496300,1.2642,42200,7415900,1038200,36.79,25.29
2026-09-13,2026-09-01,GOLD,24,2684266,5629381,8313647,2.0972,30350,7272700,1010597,22.0,25.0
2026-09-13,2026-09-01,YDUQ,215,3730400,4553400,8283800,1.2206,144500,3170200,4969100,9.06,8.06
2026-09-13,2026-09-01,IRBR,345,4529200,3145100,7674300,0.6944,799100,2824000,4051200,59.61,38.61
2026-09-13,2026-09-01,TOTS,303,3159100,4139000,7298100,1.3102,71900,2888500,4337700,37.18,32.18
2026-09-13,2026-09-01,LWSA,142,6163300,1090100,7253400,0.1769,1769100,3712800,1771500,4.46,4.26
2026-09-13,2026-09-01,QUAL,187,3331200,3816900,7148100,1.1458,524400,5483800,1139900,1.73,1.48
2026-09-13,2026-09-01,HYPE,296,3857900,3186900,7044800,0.8261,501100,4659500,1884200,22.6,22.6
2026-09-13,2026-09-01,ISAE,318,3480900,2948200,6429100,0.847,719200,3150800,2559100,27.54,25.79
2026-09-13,2026-09-01,SIMH,263,2559892,3657618,6217510,1.4288,314269,3965947,1937294,12.36,10.1
2026-09-13,2026-09-01,BHIA,163,2593700,3564800,6158500,1.3744,205000,4448800,1504700,1.0,3.3
2026-09-13,2026-09-01,MOTV,116,2951500,2990700,5942200,1.0133,149900,2637500,3154800,16.45,13.2
2026-09-13,2026-09-01,ORVR,16,3298100,2618400,5916500,0.7939,77400,4092700,1746400,20.0,16.75
2026-09-13,2026-09-01,MILS,20,2012900,3877300,5890200,1.9262,282700,1737800,3869700,15.0,11.0
2026-09-13,2026-09-01,TIMS,249,2253700,3508400,5762100,1.5567,181800,3568400,2011900,20.35,20.35
2026-09-13,2026-09-01,SBFG,127,2577900,3093400,5671300,1.2,56200,5221200,393900,9.91,9.91
2026-09-13,2026-09-01,TEND,159,2527400,2894200,5421600,1.1451,309000,1931300,3181300,35.62,29.62
2026-09-13,2026-09-01,CURY,201,2488900,2696800,5185700,1.0835,68800,2316100,2800800,30.37,28.12
2026-09-13,2026-09-01,RAPT,187,2267200,2097900,4365100,0.9253,187800,3296400,880900,5.0,4.35
2026-09-13,2026-09-01,PSSA,259,2677000,1528100,4205100,0.5708,171800,2444400,1588900,50.45,51.45
2026-09-13,2026-09-01,CBAV,11,2131000,2011300,4142300,0.9438,58500,4078300,5500,11.96,11.96
2026-09-13,2026-09-01,ANIM,117,1860900,2166200,4027100,1.1641,585500,2775100,666500,2.47,2.57
2026-09-13,2026-09-01,EZTC,207,1773171,2129386,3902557,1.2009,214847,2875799,811911,17.59,17.59
2026-09-13,2026-09-01,HBOR,45,1908900,1916400,3825300,1.0039,246000,3519700,59600,4.27,4.27
2026-09-13,2026-09-01,BRSR,113,2525300,1246300,3771600,0.4935,526400,2236900,1008300,14.99,13.49
2026-09-13,2026-09-01,POSI,131,2945700,753900,3699600,0.2559,258200,3000200,441200,3.55,3.82
2026-09-13,2026-09-01,XPBR,210,2037120,1507170,3544290,0.7399,339360,2314610,890320,90.55,90.55
2026-09-13,2026-09-01,CPFE,219,1439000,1786600,3225600,1.2416,70100,2281500,874000,46.98,46.98
2026-09-13,2026-09-01,SAPR,259,1307000,1887000,3194000,1.4438,180400,1391500,1622100,39.4,37.08
