data_captura,indice,indice_nome,codigo_ativo,nome_ativo,tipo_ativo,quantidade_teorica,participacao_pct,reducao_capital,segmento
2026-06-13,AGFS,AGFS,ARML3,ARMAC,ON      NM,234954742,0.936,,
2026-06-13,AGFS,AGFS,ASAI3,ASSAI,ON      NM,581268840,5.772,,
2026-06-13,AGFS,AGFS,SOJA3,BOA SAFRA,ON      NM,382910526,2.888,,
2026-06-13,AGFS,AGFS,CAML3,CAMIL,ON      NM,301976627,1.918,,
2026-06-13,AGFS,AGFS,CSAN3,COSAN,ON      NM,1565041054,6.409,,
2026-06-13,AGFS,AGFS,DXCO3,DEXCO,ON      NM,788156234,4.580,,
2026-06-13,AGFS,AGFS,GMAT3,GRUPO MATEUS,ON      NM,413409376,2.007,,
2026-06-13,AGFS,AGFS,HBSA3,HIDROVIAS,ON      NM,518220013,2.179,,
2026-06-13,AGFS,AGFS,RANI3,IRANI,ON      NM,434200080,4.232,,
2026-06-13,AGFS,AGFS,JSLG3,JSL,ON      NM,149434826,1.075,,
2026-06-13,AGFS,AGFS,KEPL3,KEPLER WEBER,ON      NM,191372172,1.558,,
2026-06-13,AGFS,AGFS,KLBN11,KLABIN S/A,UNT     N2,432687821,8.954,,
2026-06-13,AGFS,AGFS,MBRF3,MARFRIG,ON      NM,342727802,6.719,,
2026-06-13,AGFS,AGFS,MILS3,MILLS,ON      NM,117072736,2.182,,
2026-06-13,AGFS,AGFS,BEEF3,MINERVA,ON      NM,644649866,2.987,,
2026-06-13,AGFS,AGFS,RAPT4,RANDON PART,PN      N1,242762844,1.458,,
2026-06-13,AGFS,AGFS,RCSL4,RECRUSUL,PN,1334151327,0.769,,
2026-06-13,AGFS,AGFS,RAIL3,RUMO S.A.,ON      NM,342744473,5.614,,
2026-06-13,AGFS,AGFS,SMTO3,SAO MARTINHO,ON      NM,268623575,5.203,,
2026-06-13,AGFS,AGFS,SLCE3,SLC AGRICOLA,ON      NM,300889571,5.257,,
2026-06-13,AGFS,AGFS,SUZB3,SUZANO S.A.,ON  ATZ NM,170881990,8.698,,
2026-06-13,AGFS,AGFS,TUPY3,TUPY,ON      NM,120761340,2.122,,
2026-06-13,AGFS,AGFS,VAMO3,VAMOS,ON      NM,408052194,1.516,,
