data_captura,data_referencia,codigo,nome_emissor,dt_repactuacao_vencimento,indice_correcao,tx_compra,tx_venda,tx_indicativa,desvio_padrao,intervalo_indicativo_min,intervalo_indicativo_max,pu,ratio_pu_par_vne,duration,pct_reune,ref_ntnb
2026-07-09,2026-07-08,BCPSA5,CLARO S/A,2029-03-15,IPCA + 5.7687%,8.0406,7.6257,7.8615,0.121,7.7405,7.9826,1082.182246,95.2883,619.92,,2029-05-15
2026-07-09,2026-07-08,BCPSA7,CLARO S/A (*),2036-01-15,IPCA + 7.0225%,7.7874,7.5638,7.683,0.0649,7.618,7.748,1024.288757,96.186,1585.96,10,2035-05-15
2026-07-09,2026-07-08,BHSA11,BARREIRAS HOLDING S.A. (*),2044-03-15,IPCA + 6.8413%,8.3971,8.1353,8.258,0.0505,8.2076,8.3086,1009.96898,90.6708,1826.25,,2035-05-15
2026-07-09,2026-07-08,BION17,BIOENERGETICA VALE DO PARACATU S/A. (*),2032-10-15,IPCA + 10.1044%,10.908,10.6812,10.7603,0.054,10.7063,10.8143,1043.707118,97.8809,906.77,,2030-08-15
2026-07-09,2026-07-08,BLMN12,BELO MONTE TRANSMISSORA DE ENERGIA SPE S.A.,2031-12-15,IPCA + 7.1358%,8.1171,7.8207,7.9223,0.1297,7.7926,8.0521,983.575348,98.2765,596.79,,2029-05-15
2026-07-09,2026-07-08,BRKP28,BRK AMBIENTAL PARTICIPACOES S/A (*),2034-09-15,IPCA + 5.5365%,10.0861,9.6436,9.8509,0.0853,9.7656,9.9363,1171.971939,80.9357,1309.14,,2032-08-15
2026-07-09,2026-07-08,BRST11,BRISANET SERVICOS DE TELECOMUNICACOES S.A. (*),2028-03-15,IPCA + 5.7694%,9.132,8.6426,8.8186,0.1347,8.6839,8.9534,764.160508,97.4924,224.07,5,2027-05-15
2026-07-09,2026-07-08,BRST15,BRISANET SERVICOS DE TELECOMUNICACOES S.A. (*),2032-12-15,IPCA + 8.0355%,8.9178,8.6258,8.7688,0.0244,8.7445,8.7933,1011.539929,97.0318,1120.01,35,2031-05-15
2026-07-09,2026-07-08,BTCL12,BRAZIL TOWER CESSAO DE INFRA-ESTRUTURAS S.A. (*),2039-02-15,IPCA + 10.7609%,11.3235,10.6066,10.69,0.0386,10.6514,10.7287,1114.726367,100.3435,1350.49,,2033-05-15
2026-07-09,2026-07-08,BTEL23,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A. (*),2032-04-15,IPCA + 8.27%,10.5066,9.6446,10.053,0.233,9.82,10.2861,999.890605,93.2752,1068.46,,2031-05-15
2026-07-09,2026-07-08,BTEL33,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A. (*),2035-04-15,IPCA + 8.45%,--,--,10.6386,0.213,10.4255,10.8517,957.540428,89.291,1410.47,,2033-05-15
2026-07-09,2026-07-08,CAEC12,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),2036-06-15,IPCA + 8.1891%,8.3678,8.0651,8.1927,0.066,8.1267,8.2588,1109.669915,99.9785,1631.19,,2035-05-15
2026-07-09,2026-07-08,CAJS11,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A,2040-11-15,IPCA + 5.4%,8.8526,8.6784,8.7632,0.0238,8.7394,8.7871,1009.939768,82.2508,1502.4,,2033-05-15
2026-07-09,2026-07-08,CAJS12,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A (*),2037-09-15,IPCA + 6.85%,9.1656,8.7665,8.9769,0.0332,8.9437,9.0102,958.074264,91.7793,1072.64,5,2031-05-15
2026-07-09,2026-07-08,CART13,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*),2035-12-15,IPCA + 6.8138%,8.9522,8.6451,8.7827,0.0517,8.731,8.8345,11009.142027,92.7406,1025.9,35,2031-05-15
2026-07-09,2026-07-08,CASN23,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),2033-11-16,IPCA + 10.3294%,9.2684,8.9306,9.0173,0.2046,8.8127,9.222,1122.803726,103.7715,786.2,15,2030-08-15
2026-07-09,2026-07-08,CASN24,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),2032-04-15,IPCA + 9.9878%,9.3695,8.9084,9.136,0.1038,9.0322,9.24,1105.894567,102.4495,786.59,,2030-08-15
2026-07-09,2026-07-08,CASN34,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),2037-04-15,IPCA + 10.6573%,9.2371,8.8509,8.9628,0.4704,8.4924,9.4332,1158.536519,107.179,1147.53,,2032-08-15
2026-07-09,2026-07-08,CBAN12,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,2034-07-15,IPCA + 5%,8.3548,8.091,8.1791,0.1335,8.0456,8.3127,1439.978775,88.2878,1033.7,10,2031-05-15
2026-07-09,2026-07-08,CBAN32,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,2034-07-15,IPCA + 5.2%,8.3473,8.2209,8.2785,0.0525,8.2259,8.3311,1453.865845,88.7062,1028.9,,2031-05-15
2026-07-09,2026-07-08,CBAN52,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,2034-07-15,IPCA + 5.2%,8.3473,8.218,8.2785,0.0526,8.2259,8.3311,1453.865845,88.7062,1028.9,,2031-05-15
2026-07-09,2026-07-08,CBAN72,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,2034-07-15,IPCA + 5.2%,8.3471,8.2176,8.2782,0.0528,8.2254,8.3311,1453.882293,88.7072,1028.91,,2031-05-15
2026-07-09,2026-07-08,CCLS11,CICLUS AMBIENTAL DO BRASIL S.A. (*),2031-01-15,IPCA + 6.6739%,12.876,11.6225,12.1268,0.158,11.9688,12.2849,1088.891231,82.7498,945.83,,2030-08-15
2026-07-09,2026-07-08,CCPV11,CONCESSIONARIA DE RODOVIAS PRVIAS S.A. (*),2030-02-15,IPCA + 7.6%,8.3824,8.0744,8.2427,0.0578,8.1849,8.3006,1156.785432,97.991,858.61,40,2030-08-15
2026-07-09,2026-07-08,CCROA5,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*),2033-11-15,IPCA + 4.8791%,8.0775,7.7882,7.9278,0.0291,7.8987,7.9569,916.207123,86.2327,1281.35,,2032-08-15
2026-07-09,2026-07-08,CCROB4,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*) (**),2028-12-15,IPCA + 4.25%,8.228,8.015,8.1133,0.1324,7.9809,8.2458,798.003991,95.1215,343.4,,2027-05-15
2026-07-09,2026-07-08,CCROB6,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*),2036-01-15,IPCA + 6.437%,7.9778,7.7184,7.8602,0.0763,7.7839,7.9366,1193.157096,93.0649,1349.24,,2033-05-15
2026-07-09,2026-07-08,CDES11,VPORTS AUTORIDADE PORTUARIA S/A (*),2038-12-15,IPCA + 8.0361%,8.1912,7.9017,8.0673,0.0719,7.9954,8.1393,1087.690677,99.8119,1642.23,,2035-05-15
2026-07-09,2026-07-08,CEAD11,CEA II CENTRAIS EOLICAS ASSURUA II SPE S/A,2030-06-15,IPCA + 6.6605%,9.0266,8.8572,8.9019,0.328,8.5738,9.23,691.288637,95.9028,503.23,,2028-08-15
2026-07-09,2026-07-08,CEAL12,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A. (*),2037-08-15,IPCA + 7.3239%,8.3123,8.0987,8.223,0.0418,8.1812,8.2649,1014.832649,94.4772,1703.81,,2035-05-15
2026-07-09,2026-07-08,CEAL21,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A. (*),2034-10-15,IPCA + 6.3618%,8.4214,8.3055,8.3592,0.0408,8.3184,8.4001,1105.952492,90.9458,1274.41,,2032-08-15
2026-07-09,2026-07-08,CEAM11,AMBIENTAL CEARA 2 SPE S.A. (*),2045-12-15,IPCA + 7.5232%,11.2689,10.5835,10.9556,0.1544,10.8011,11.1101,80.672424,77.3854,1944.19,,2037-05-15
2026-07-09,2026-07-08,CEAP12,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*) (**),2030-07-15,IPCA + 6.5%,8.4958,8.2342,8.3682,0.0319,8.3363,8.4003,1121.913744,94.7956,772.21,5,2029-05-15
2026-07-09,2026-07-08,CEAP14,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*),2033-12-15,IPCA + 6.75%,8.4444,8.154,8.2974,0.0481,8.2494,8.3456,1056.573646,92.7199,1316.3,,2032-08-15
2026-07-09,2026-07-08,CEAP17,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*),2036-12-15,IPCA + 7.9091%,8.3315,8.0075,8.1635,0.0602,8.1033,8.2238,1072.232428,98.4778,1638.74,,2035-05-15
2026-07-09,2026-07-08,CEAP19,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*),2037-06-15,IPCA + 7.0606%,--,--,8.2903,0.0243,8.266,8.3147,973.314053,92.3889,1731.91,,2035-05-15
2026-07-09,2026-07-08,CEEBB6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),2030-08-15,IPCA + 6.25%,8.461,8.1704,8.3176,0.0443,8.2734,8.362,1105.427411,94.0634,797.72,,2030-08-15
2026-07-09,2026-07-08,CEEBB7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),2033-11-15,IPCA + 6.1%,8.3628,8.0764,8.2115,0.04,8.1715,8.2516,1033.050026,90.1617,1314.9,5,2032-08-15
2026-07-09,2026-07-08,CEEBC3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),2031-10-15,IPCA + 5.8224%,8.429,8.1747,8.3037,0.0684,8.2353,8.3723,1189.296589,91.6886,938.63,,2030-08-15
2026-07-09,2026-07-08,CEEBC4,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),2032-04-15,IPCA + 6.2792%,8.3691,8.097,8.2478,0.0351,8.2127,8.283,1139.497682,92.7776,1024.41,5,2031-05-15
2026-07-09,2026-07-08,CEEBD2,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),2035-11-15,IPCA + 6.3%,8.1467,7.978,8.0723,0.0266,8.0457,8.099,932.897432,88.9759,1760.36,5,2035-05-15
2026-07-09,2026-07-08,CEED12,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),2029-12-15,IPCA + 7.1498%,8.5438,8.2245,8.3843,0.0365,8.3478,8.4209,1152.659924,96.5377,774.23,,2029-05-15
2026-07-09,2026-07-08,CEED13,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),2030-07-15,IPCA + 6.5%,8.5352,8.2045,8.3782,0.0567,8.3215,8.435,1121.468508,94.7688,772.18,,2029-05-15
2026-07-09,2026-07-08,CEED15,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),2036-05-15,IPCA + 6.5596%,8.3132,8.1662,8.2525,0.0481,8.2044,8.3006,1008.684439,90.3921,1599.42,,2035-05-15
2026-07-09,2026-07-08,CEED17,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),2036-09-15,IPCA + 6.6493%,8.3393,8.0277,8.168,0.0919,8.076,8.26,1019.876391,91.1952,1626.61,,2035-05-15
2026-07-09,2026-07-08,CEED19,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),2037-06-15,IPCA + 7.0606%,8.3341,8.07,8.217,0.05,8.167,8.2671,977.856326,92.8201,1733.68,45,2035-05-15
2026-07-09,2026-07-08,CEED21,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D,2029-08-15,IPCA + 5.4409%,8.5071,8.2106,8.3758,0.0482,8.3276,8.4241,1252.820118,93.6469,600.68,,2029-05-15
2026-07-09,2026-07-08,CEPEA7,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),2035-08-15,IPCA + 6.7929%,7.9772,7.7271,7.8528,0.062,7.7909,7.9149,1010.927858,91.4487,2281,,2040-08-15
2026-07-09,2026-07-08,CEPEB3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),2033-11-15,IPCA + 6.1%,8.3889,8.1041,8.2364,0.0631,8.1733,8.2995,1031.810683,90.0535,1314.67,,2032-08-15
2026-07-09,2026-07-08,CEPEB7,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),2040-08-15,IPCA + 6.7392%,8.0702,7.8953,8.0142,0.0584,7.9558,8.0727,967.902585,90.3338,2124.01,,2037-05-15
2026-07-09,2026-07-08,CEPEC1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),2031-10-15,IPCA + 5.875%,8.4445,8.1816,8.3004,0.0546,8.2458,8.3551,1191.8756,91.8771,937.85,,2030-08-15
2026-07-09,2026-07-08,CEPEC2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),2032-04-15,IPCA + 6.2792%,8.3421,8.0928,8.2244,0.0632,8.1613,8.2877,1140.499639,92.8592,1024.53,,2031-05-15
2026-07-09,2026-07-08,CEROA4,CENTRAIS ELETRICAS DE RONDONIA S/A CERON (*),2035-10-15,IPCA + 7.2856%,8.2746,8.1065,8.2017,0.0435,8.1582,8.2453,997.902225,94.4205,1690.98,,2035-05-15
2026-07-09,2026-07-08,CEROB4,CENTRAIS ELETRICAS DE RONDONIA S/A CERON (*),2040-10-15,IPCA + 7.1683%,8.0575,7.8633,7.9749,0.0335,7.9414,8.0085,990.832872,93.7748,2138.87,,2040-08-15
2026-07-09,2026-07-08,CERR18,CERRADINHO BIOENERGIA S/A (*),2034-12-15,IPCA + 8.3082%,9.9107,9.62,9.7328,0.0757,9.6571,9.8087,1011.242255,92.9254,1404.88,,2033-05-15
2026-07-09,2026-07-08,CERT11,CONCESSIONARIA ECOVIAS RAPOSO-CASTELO S.A (*),2029-03-15,IPCA + 8.1773%,8.8649,8.607,8.7454,0.0248,8.7206,8.7703,1170.112919,98.615,671,50,2029-05-15
2026-07-09,2026-07-08,CESE32,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*),2030-09-15,IPCA + 7.4941%,8.3224,7.9968,8.1442,0.053,8.0913,8.1973,1148.292196,98.0907,804.82,50,2030-08-15
2026-07-09,2026-07-08,CESPA2,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*) (**),2030-08-15,IPCA + 4.3%,8.4906,8.1977,8.3133,0.0352,8.2781,8.3485,1307.319832,89.8121,712.49,,2029-05-15
2026-07-09,2026-07-08,CESPA3,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*),2034-04-15,IPCA + 6.1661%,8.3261,8.0435,8.1948,0.0313,8.1636,8.2262,1018.041281,90.1193,1374.06,5,2033-05-15
2026-07-09,2026-07-08,CGASA1,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),2034-07-15,IPCA + 6.3763%,8.3942,8.19,8.2317,0.0471,8.1846,8.2789,1019.355015,89.9062,1535.06,,2033-05-15
2026-07-09,2026-07-08,CGASA2,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),2036-12-15,IPCA + 7.1728%,8.1242,7.6761,7.9014,0.0716,7.8298,7.9731,1034.444007,95.0757,1867.46,35,2037-05-15
2026-07-09,2026-07-08,CGASA4,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),2037-09-15,IPCA + 6.7998%,8.0841,7.6722,7.8732,0.1474,7.7258,8.0206,983.595225,92.5145,1941.25,,2037-05-15
2026-07-09,2026-07-08,CGASB1,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),2039-07-15,IPCA + 6.4504%,8.1979,7.9188,7.9845,0.0543,7.9301,8.0389,1009.212418,88.9826,2022.1,35,2037-05-15
2026-07-09,2026-07-08,CGASB4,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),2040-09-15,IPCA + 6.5846%,8.0227,7.8003,7.8909,0.1393,7.7515,8.0303,955.571276,89.9348,2160.34,,2040-08-15
2026-07-09,2026-07-08,CGEE13,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G (*),2041-12-14,IPCA + 8.7219%,15.0869,13.43,14.1672,0.2648,13.9024,14.4321,797.179141,74.8433,1400.84,5,2033-05-15
2026-07-09,2026-07-08,CGEE23,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G (*),2041-12-15,IPCA + 8.7219%,15.1324,13.0371,14.0744,0.3187,13.7557,14.3932,800.794694,75.1827,1403.83,,2033-05-15
2026-07-09,2026-07-08,CGMG18,COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG,2031-08-15,IPCA + 5.27%,8.3671,7.9359,8.1424,0.0503,8.0921,8.1928,1069.940429,93.7569,594.09,5,2029-05-15
2026-07-09,2026-07-08,CGOS13,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),2031-04-15,IPCA + 7.1%,8.5399,8.2495,8.4584,0.1004,8.358,8.5589,1124.402476,95.9541,823.52,35,2030-08-15
2026-07-09,2026-07-08,CGOS16,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),2036-05-15,IPCA + 6.4895%,8.3113,8.0516,8.2157,0.075,8.1408,8.2908,1006.923665,90.1864,1602.92,,2035-05-15
2026-07-09,2026-07-08,CGOS24,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),2031-10-15,IPCA + 6.4407%,8.5382,8.2231,8.3741,0.0303,8.3438,8.4045,1083.50056,93.5522,929.16,,2030-08-15
2026-07-09,2026-07-08,CGOS28,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),2036-09-15,IPCA + 6.6493%,8.3333,8.0099,8.1846,0.0696,8.115,8.2543,1018.653832,91.1049,1626.26,40,2035-05-15
2026-07-09,2026-07-08,CGOS34,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),2035-10-15,IPCA + 6.6789%,8.3355,8.0948,8.2445,0.0826,8.162,8.3272,1061.452495,91.6022,1504.59,10,2033-05-15
2026-07-09,2026-07-08,CGOSA0,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),2037-08-15,IPCA + 7.3239%,8.2891,8.0362,8.2043,0.0553,8.149,8.2597,1016.019217,94.5877,1704.32,35,2035-05-15
2026-07-09,2026-07-08,CGOSA2,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),2038-01-15,IPCA + 6.57%,8.3083,8.1211,8.2292,0.0268,8.2024,8.2561,945.747113,89.4789,1788.86,40,2035-05-15
2026-07-09,2026-07-08,CGOSB0,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),2037-08-15,IPCA + 7.3239%,8.325,8.0397,8.1593,0.0795,8.0798,8.2389,1018.882602,94.8543,1705.55,,2035-05-15
2026-07-09,2026-07-08,CHSF13,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),2031-06-15,IPCA + 6.767%,8.1077,7.7836,7.9516,0.0537,7.8979,8.0054,1059.821096,95.4422,1063.01,,2031-05-15
2026-07-09,2026-07-08,CJEN13,TESC-TERMINAL SANTA CATARINA S/A (*),2035-12-15,IPCA + 8.1693%,8.1975,7.9031,8.0507,0.1365,7.9142,8.1872,1153.338552,100.4587,1052.29,,2031-05-15
2026-07-09,2026-07-08,CLAG13,COLOMBO AGROINDUSTRIA SA (*),2028-07-15,IPCA + 5.4806%,--,--,9.7509,0.375,9.3759,10.126,1298.979983,96.3118,235.39,,2027-05-15
2026-07-09,2026-07-08,CLAG15,COLOMBO AGROINDUSTRIA SA (*),2032-12-15,IPCA + 7.77%,9.3527,8.9629,9.2233,0.1536,9.0696,9.377,977.580251,93.7603,1206.55,10,2032-08-15
2026-07-09,2026-07-08,CLCD26,CELESC DISTRIBUIÇÃO S/A (*),2030-11-15,IPCA + 6.5279%,8.1907,7.821,8.0099,0.0429,7.9671,8.0529,1103.324966,95.9333,755.33,5,2029-05-15
2026-07-09,2026-07-08,CLCD27,CELESC DISTRIBUIÇÃO S/A (*),2034-07-15,IPCA + 6.9534%,7.9836,7.6318,7.7981,0.0393,7.7588,7.8375,1090.057654,95.9147,1330.95,40,2033-05-15
2026-07-09,2026-07-08,CLIS13,CLI SUL S/A (*),2035-08-15,IPCA + 8.5536%,8.3718,8.118,8.2648,0.0852,8.1796,8.35,1120.2262,101.3213,1244.01,15,2032-08-15
2026-07-09,2026-07-08,CLNG11,CALANGO 6 ENERGIA RENOVAVEL S.A.,2028-06-27,IPCA + 8.7345%,--,--,--,--,--,--,N/D,N/D,N/D,,2027-05-15
2026-07-09,2026-07-08,CLTM14,CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A. (*),2042-01-15,IPCA + 7.25%,9.2809,9.0292,9.1382,0.0881,9.0501,9.2264,1045.455036,90.6173,1386.43,45,2033-05-15
2026-07-09,2026-07-08,CMGD28,CEMIG DISTRIBUIÇÃO S/A (*),2029-06-15,IPCA + 6.1052%,8.4226,8.1716,8.3062,0.0862,8.22,8.3925,1141.323651,95.4468,570.93,,2028-08-15
2026-07-09,2026-07-08,CMGDA4,CEMIG DISTRIBUIÇÃO S/A (*),2037-10-15,IPCA + 6.7878%,7.9072,7.6518,7.7709,0.0432,7.7277,7.8142,986.421405,93.458,1845.99,10,2037-05-15
2026-07-09,2026-07-08,CMGDB0,CEMIG DISTRIBUIÇÃO S/A (*),2034-02-15,IPCA + 6.1469%,8.0331,7.7623,7.9113,0.0562,7.8551,7.9676,1046.168655,91.5657,1337.38,5,2033-05-15
2026-07-09,2026-07-08,CMGDB1,CEMIG DISTRIBUIÇÃO S/A (*),2036-09-15,IPCA + 6.5769%,8.0505,7.6925,7.8497,0.0648,7.7849,7.9146,1028.756306,91.9125,1773.72,5,2035-05-15
2026-07-09,2026-07-08,CMGDB2,CEMIG DISTRIBUIÇÃO S/A (*),2040-03-15,IPCA + 7.5467%,7.9719,7.6342,7.7942,0.0431,7.7511,7.8375,1066.761867,98.1367,2056.03,,2037-05-15
2026-07-09,2026-07-08,CMGDB4,CEMIG DISTRIBUIÇÃO S/A (*),2040-10-15,IPCA + 6.6504%,7.8973,7.5376,7.7022,0.0347,7.6675,7.737,967.993913,91.7388,2186.53,,2040-08-15
2026-07-09,2026-07-08,CMGTA1,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),2037-10-15,IPCA + 6.7878%,7.9083,7.6429,7.7666,0.044,7.7226,7.8107,986.709771,93.4853,1846.12,15,2037-05-15
2026-07-09,2026-07-08,CMGTB1,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),2040-10-15,IPCA + 6.6504%,7.8632,7.583,7.7047,0.0503,7.6544,7.7552,967.79898,91.7203,2186.4,5,2040-08-15
2026-07-09,2026-07-08,CMIN11,CSN MINERACAO S.A. (*),2031-07-15,IPCA + 4.879%,17.8265,13.3253,15.4713,0.5408,14.9305,16.0123,892.723572,66.1663,1056.49,,2031-05-15
2026-07-09,2026-07-08,CMIN12,CSN MINERACAO S.A.,2032-07-15,IPCA + 6.8798%,17.5866,13.4717,15.4294,0.5286,14.9008,15.9581,856.788257,69.5451,1150.39,,2032-08-15
2026-07-09,2026-07-08,CMIN21,CSN MINERACAO S.A. (*),2036-07-15,IPCA + 5.021%,--,--,15.1243,0.4349,14.6895,15.5593,746.520004,55.295,1520.49,,2033-05-15
2026-07-09,2026-07-08,CMIN22,CSN MINERACAO S.A.,2037-07-15,IPCA + 7.0673%,17.1575,14.9874,15.0371,0.4679,14.5692,15.5051,765.888384,62.1158,1547.48,,2035-05-15
2026-07-09,2026-07-08,CMTR29,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),2029-12-15,IPCA + 7.6245%,8.2679,7.9289,8.1149,0.0362,8.0787,8.1512,1178.857224,98.6192,770.32,,2029-05-15
2026-07-09,2026-07-08,CNRD12,CONCESSIONARIA DA RODOVIA MS 306 S.A. (*),2043-05-15,IPCA + 7.6891%,9.0428,8.7639,8.8942,0.0467,8.8475,8.941,970.319863,92.3514,1772.83,,2035-05-15
2026-07-09,2026-07-08,COCE18,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),2032-05-15,IPCA + 6.2137%,9.401,8.9361,9.1521,0.0827,9.0694,9.2349,1078.428934,89.2653,1041.34,,2031-05-15
2026-07-09,2026-07-08,COCEB2,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),2030-05-15,IPCA + 7.9%,9.5711,9.2857,9.4243,0.0126,9.4117,9.4371,1014.913151,95.4351,837.58,,2030-08-15
2026-07-09,2026-07-08,COMR14,COMERC PARTICIPACOES S.A. (*),2038-11-15,IPCA + 7.9171%,9.8092,9.2873,9.5458,0.0682,9.4775,9.6141,1004.924149,92.3117,1323.48,,2032-08-15
2026-07-09,2026-07-08,COMR15,COMERC PARTICIPACOES S.A. (*),2040-04-15,IPCA + 7.2209%,9.8055,9.2811,9.4651,0.0766,9.3885,9.5418,910.278936,88.7719,1409.84,,2033-05-15
2026-07-09,2026-07-08,COMT11,CONCESSIONARIA DE RODOVIA SUL - MATOGROSSENSE S.A,2030-12-15,IPCA + 7.3161%,8.2292,7.9195,8.0935,0.0421,8.0514,8.1357,1011.195132,97.271,964.79,,2030-08-15
2026-07-09,2026-07-08,CONF11,CONFLUENCIA ENERGIA S/A (*),2041-11-15,IPCA + 6.6018%,--,--,8.5173,0.0535,8.4638,8.5709,1095.661218,89.2074,1574.28,,2035-05-15
2026-07-09,2026-07-08,CONX12,TRIPLE PLAY BRASIL PARTICIPACOES S.A. (*),2029-08-15,IPCA + 7.684%,13.2266,12.2177,12.7831,0.1826,12.6006,12.9658,1152.393808,93.6165,352.43,10,2028-08-15
2026-07-09,2026-07-08,CPFGA2,CPFL TRANSMISSAO S.A (*),2031-05-15,IPCA + 6.0265%,8.2268,7.9281,8.0863,0.0577,8.0285,8.1441,1131.025416,93.6431,856.97,,2030-08-15
2026-07-09,2026-07-08,CPFPA2,COMPANHIA PIRATININGA DE FORÇA E LUZ (*) (**),2031-05-15,IPCA + 4.3%,8.1658,7.9966,8.0528,0.0753,7.9775,8.1282,1194.536349,88.3353,878.91,,2030-08-15
2026-07-09,2026-07-08,CPFPA5,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),2033-10-15,IPCA + 6.1774%,8.0771,7.8345,7.9517,0.0664,7.8853,8.0182,1061.547882,91.7919,1294.29,,2032-08-15
2026-07-09,2026-07-08,CPFPA7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),2034-04-15,IPCA + 6.235%,7.9915,7.75,7.8682,0.0788,7.7894,7.9471,1036.373267,91.9608,1375.43,,2033-05-15
2026-07-09,2026-07-08,CPFPA9,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),2035-02-15,IPCA + 7.7082%,7.984,7.6645,7.8401,0.0697,7.7704,7.9099,1091.479047,99.3025,1440.16,,2033-05-15
2026-07-09,2026-07-08,CPFPB0,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),2035-05-15,IPCA + 6.9249%,8.0719,7.7745,7.9094,0.08,7.8295,7.9895,1004.673598,94.5759,1525.79,,2033-05-15
2026-07-09,2026-07-08,CPFPB1,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),2035-09-15,IPCA + 6.8967%,7.9663,7.6988,7.7896,0.0615,7.7281,7.8511,1009.856943,94.958,1559.4,,2035-05-15
