data_captura,data_referencia,codigo,nome_emissor,dt_repactuacao_vencimento,indice_correcao,tx_compra,tx_venda,tx_indicativa,desvio_padrao,intervalo_indicativo_min,intervalo_indicativo_max,pu,ratio_pu_par_vne,duration,pct_reune,ref_ntnb
2026-06-18,2026-06-17,COMR14,COMERC PARTICIPACOES S.A. (*),2038-11-15,IPCA + 7.9171%,9.55,9.2894,9.4177,0.1437,9.274,9.5616,1003.476688,92.8051,1341.95,35,2033-05-15
2026-06-18,2026-06-17,COMR15,COMERC PARTICIPACOES S.A. (*),2040-04-15,IPCA + 7.2209%,9.6644,9.3401,9.4988,0.0855,9.4133,9.5844,901.79845,88.5084,1423.69,,2033-05-15
2026-06-18,2026-06-17,COMT11,CONCESSIONARIA DE RODOVIA SUL - MATOGROSSENSE S.A,2030-12-15,IPCA + 7.3161%,8.3637,8.0599,8.23,0.0382,8.1918,8.2684,999.357706,96.7535,979.36,35,2030-08-15
2026-06-18,2026-06-17,CONF11,CONFLUENCIA ENERGIA S/A (*),2041-11-15,IPCA + 6.6018%,8.7395,8.4452,8.5878,0.0534,8.5344,8.6413,1083.464007,88.749,1586.27,,2035-05-15
2026-06-18,2026-06-17,CONX12,TRIPLE PLAY BRASIL PARTICIPACOES S.A. (*),2029-08-15,IPCA + 7.684%,12.7113,12.3024,12.5209,0.0906,12.4303,12.6116,1145.499191,93.6767,368.12,45,2028-08-15
2026-06-18,2026-06-17,CPFGA2,CPFL TRANSMISSAO S.A (*),2031-05-15,IPCA + 6.0265%,8.3959,8.1047,8.261,0.0719,8.1891,8.3329,1117.028863,93.0148,871.43,,2030-08-15
2026-06-18,2026-06-17,CPFPA2,COMPANHIA PIRATININGA DE FORÇA E LUZ (*) (**),2031-05-15,IPCA + 4.3%,8.3833,8.158,8.2439,0.1452,8.0987,8.3892,1178.973992,87.599,893.37,,2030-08-15
2026-06-18,2026-06-17,CPFPA5,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),2033-10-15,IPCA + 6.1774%,8.2717,8.017,8.1353,0.1031,8.0323,8.2385,1045.100541,90.8958,1307.63,,2032-08-15
2026-06-18,2026-06-17,CPFPA7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),2034-04-15,IPCA + 6.235%,8.3674,8.1054,8.3411,0.2303,8.1107,8.5715,1004.901964,89.6903,1385.27,,2033-05-15
2026-06-18,2026-06-17,CPFPA9,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),2035-02-15,IPCA + 7.7082%,8.232,7.9133,8.0282,0.0668,7.9613,8.0951,1073.313503,98.3021,1452.19,,2033-05-15
2026-06-18,2026-06-17,CPFPB0,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),2035-05-15,IPCA + 6.9249%,8.234,7.9705,8.08,0.1024,7.9776,8.1825,988.312727,93.6165,1538.16,,2033-05-15
2026-06-18,2026-06-17,CPFPB1,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),2035-09-15,IPCA + 6.8967%,7.9833,7.7648,7.8562,0.0615,7.7947,7.9178,999.249203,94.5456,1573.21,,2035-05-15
2026-06-18,2026-06-17,CPFPB7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),2039-04-15,IPCA + 6.3018%,7.8665,7.5102,7.6827,0.0579,7.6248,7.7406,1006.371098,89.8283,2066.93,35,2037-05-15
2026-06-18,2026-06-17,CPGT27,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),2031-10-15,IPCA + 5.7138%,8.4575,8.2372,8.3352,0.0946,8.2406,8.4299,1168.886113,91.0886,955.19,,2030-08-15
2026-06-18,2026-06-17,CPGT28,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),2035-01-15,IPCA + 6.8226%,8.3041,7.9964,8.0964,0.088,8.0084,8.1845,1129.353314,93.3246,1458.84,,2033-05-15
2026-06-18,2026-06-17,CPGTA1,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),2038-01-15,IPCA + 7.1841%,8.0367,7.791,7.8579,0.0568,7.801,7.9148,1014.598559,95.8616,1689.91,40,2035-05-15
2026-06-18,2026-06-17,CPGTC0,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),2037-02-15,IPCA + 7.482%,8.2814,8.007,8.0324,0.1207,7.9117,8.1532,1054.680225,96.8707,1562.09,50,2033-05-15
2026-06-18,2026-06-17,CPIS13,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A (*),2036-09-15,IPCA + 6.8091%,8.419,8.202,8.2836,0.0991,8.1845,8.3828,1016.625215,91.4237,1632.4,,2035-05-15
2026-06-18,2026-06-17,CPIS14,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A (*),2037-08-15,IPCA + 7.3239%,8.3337,8.1103,8.1955,0.0755,8.1201,8.2711,1009.56189,94.5942,1719.56,15,2035-05-15
2026-06-18,2026-06-17,CPIS15,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A (*),2037-09-15,IPCA + 7.1962%,8.3993,8.1803,8.2593,0.0816,8.1776,8.341,988.79084,93.3483,1743.19,10,2035-05-15
2026-06-18,2026-06-17,CPIS16,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A (*),2038-01-15,IPCA + 6.57%,8.3199,8.1629,8.2345,0.0517,8.1828,8.2862,938.87304,89.3653,1803.7,5,2035-05-15
2026-06-18,2026-06-17,CPLD15,COPEL DISTRIBUICAO S/A,2027-11-15,IPCA + 4.2%,8.3533,8.1231,8.2186,0.0716,8.147,8.2902,943.08563,96.684,223.41,,2027-05-15
2026-06-18,2026-06-17,CPLD26,COPEL DISTRIBUICAO S/A (*),2031-06-15,IPCA + 4.7742%,8.4367,8.1666,8.3256,0.0547,8.2708,8.3804,1174.169182,88.6152,908.54,,2030-08-15
2026-06-18,2026-06-17,CPLD29,COPEL DISTRIBUICAO S/A (*),2036-05-15,IPCA + 6.2831%,8.2649,7.9225,8.0651,0.1207,7.9444,8.1859,1006.713411,90.6292,1475.5,10,2033-05-15
2026-06-18,2026-06-17,CPLD37,COPEL DISTRIBUICAO S/A (*),2032-05-15,IPCA + 6.1732%,8.373,8.1332,8.2421,0.091,8.1512,8.3332,1104.018933,92.1558,1061.58,,2031-05-15
2026-06-18,2026-06-17,CPLDA1,COPEL DISTRIBUICAO S/A (*),2038-01-15,IPCA + 7.1841%,8.0383,7.7889,7.866,0.0768,7.7892,7.943,1014.087778,95.8134,1689.68,40,2035-05-15
2026-06-18,2026-06-17,CPLDC0,COPEL DISTRIBUICAO S/A (*),2037-07-15,IPCA + 6.9543%,8.1032,7.866,7.9293,0.088,7.8413,8.0174,1012.537011,94.2616,1628.46,5,2035-05-15
2026-06-18,2026-06-17,CRCF12,CONCESSIONARIA RODOVIAS DO CAFE SPE S.A. (*),2041-03-15,IPCA + 8.4668%,9.1526,8.8323,8.939,0.0604,8.8786,8.9995,1131.884467,96.6592,1959.59,40,2037-05-15
2026-06-18,2026-06-17,CRMG15,CONCESSIONÁRIA DA RODOVIA MG-050 S/A (*),2030-12-15,IPCA + 5.9668%,8.6344,8.3961,8.5082,0.1465,8.3617,8.6548,792.765618,93.6361,693.49,35,2029-05-15
2026-06-18,2026-06-17,CRNP13,CONCESSIONARIA DE RODOVIAS NOROESTE PAULISTA S.A. (*),2047-12-15,IPCA + 8.3702%,8.7887,8.5921,8.6942,0.0735,8.6206,8.7678,1016.57506,97.3984,2212.05,,2040-08-15
2026-06-18,2026-06-17,CRNP23,CONCESSIONARIA DE RODOVIAS NOROESTE PAULISTA S.A. (*),2047-12-15,IPCA + 8.3702%,8.749,8.5567,8.6656,0.0882,8.5774,8.7538,1018.927296,97.6237,2214.36,,2040-08-15
2026-06-18,2026-06-17,CRTA12,CONCESSIONARIA ROTA DO OESTE S.A. (*),2043-12-15,IPCA + 7.7178%,9.0416,8.7889,8.9104,0.0759,8.8345,8.9863,988.337923,91.3193,2044.39,,2037-05-15
2026-06-18,2026-06-17,CRTR12,CONCESSIONARIA RODOVIAS DO TRIANGULO SPE S.A. (*),2041-08-15,IPCA + 7.3201%,9.2924,8.9862,9.1036,0.0533,9.0503,9.1569,1004.694018,89.5353,1652.84,35,2035-05-15
2026-06-18,2026-06-17,CSAN33,COSAN S.A. (*),2031-08-15,IPCA + 5.7531%,11.0532,10.5657,10.8716,0.0764,10.7952,10.9481,1126.944841,84.259,903.28,35,2030-08-15
2026-06-18,2026-06-17,CSMGA6,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),2031-09-15,IPCA + 5.2306%,8.3099,7.9769,8.1471,0.0741,8.073,8.2214,943.185861,93.5949,600.53,,2029-05-15
2026-06-18,2026-06-17,CSMGB8,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),2030-09-15,IPCA + 7.1%,9.4448,9.1348,9.239,0.0769,9.1621,9.3159,1097.896151,96.0697,507.35,,2028-08-15
2026-06-18,2026-06-17,CSMGB9,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),2034-07-15,IPCA + 7.2735%,9.7041,9.5234,9.6093,0.0557,9.5536,9.6651,1027.715329,92.2895,926.18,,2030-08-15
2026-06-18,2026-06-17,CSMGC0,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),2035-05-15,IPCA + 8.21%,9.4013,9.1321,9.2669,0.0827,9.1842,9.3497,1013.94196,95.9441,1067.01,10,2031-05-15
2026-06-18,2026-06-17,CSMGE1,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),2035-10-15,IPCA + 8.3342%,9.5362,9.2489,9.3541,0.0977,9.2564,9.4518,1008.761618,95.885,1123.19,,2031-05-15
2026-06-18,2026-06-17,CSMGE2,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),2036-03-15,IPCA + 8.567%,9.7556,9.4196,9.5552,0.06,9.4952,9.6153,979.156208,95.7674,1195.76,5,2032-08-15
2026-06-18,2026-06-17,CSNAA4,COMPANHIA SIDERÚRGICA NACIONAL (*),2030-07-15,IPCA + 6.5%,35.9782,23.4637,30.676,0.148,30.528,30.8242,588.52793,49.986,813.09,,2030-08-15
2026-06-18,2026-06-17,CSNAA5,COMPANHIA SIDERÚRGICA NACIONAL (*),2034-04-15,IPCA + 6.83%,22.9604,16.328,20.8563,4.3154,16.5409,25.1718,592.270971,52.8031,1219.12,,2032-08-15
2026-06-18,2026-06-17,CSNAA6,COMPANHIA SIDERÚRGICA NACIONAL (*),2034-11-15,IPCA + 7.5888%,23.0856,17.6847,20.55,0.6332,19.9168,21.1833,559.499144,51.2892,1353.17,,2033-05-15
2026-06-18,2026-06-17,CSNAB4,COMPANHIA SIDERÚRGICA NACIONAL (*),2033-07-15,IPCA + 6.8%,22.1594,15.804,19.541,4.3142,15.2268,23.8553,695.455166,58.9999,1116.01,,2031-05-15
2026-06-18,2026-06-17,CSNAB5,COMPANHIA SIDERÚRGICA NACIONAL (*),2039-04-15,IPCA + 6.9924%,18.9257,13.9453,16.6382,1.8469,14.7913,18.4851,593.559259,52.9046,1658.12,,2035-05-15
2026-06-18,2026-06-17,CSNAB6,COMPANHIA SIDERÚRGICA NACIONAL (*),2039-11-15,IPCA + 7.6952%,20.062,14.626,17.1696,3.018,14.1516,20.1876,587.285181,53.8317,1639.43,,2035-05-15
2026-06-18,2026-06-17,CSNAC4,COMPANHIA SIDERÚRGICA NACIONAL (*),2038-07-15,IPCA + 7%,19.5291,14.1652,16.8901,1.716,15.1741,18.6062,638.216529,54.1026,1563.2,,2035-05-15
2026-06-18,2026-06-17,CSNP12,COMPANHIA ENERGÉTICA SINOP S.A. (*) (**),2032-06-15,IPCA + 7.9461%,8.8181,8.5661,8.8025,0.1031,8.6993,8.9057,1103.436563,97.6263,763.29,,2029-05-15
2026-06-18,2026-06-17,CSRN29,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,2029-04-15,IPCA + 4.4986%,8.5678,8.4032,8.4613,0.0976,8.3638,8.559,1386.042768,93.7701,432.34,,2028-08-15
2026-06-18,2026-06-17,CSRNA1,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*) (**),2028-06-15,IPCA + 6.4482%,8.5614,8.3772,8.4428,0.1085,8.3342,8.5514,1108.116957,96.5394,477.84,,2028-08-15
2026-06-18,2026-06-17,CSRNA4,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),2031-03-15,IPCA + 7.0099%,8.5338,8.2412,8.3834,0.0906,8.2929,8.4741,982.883406,94.904,1031.09,,2031-05-15
2026-06-18,2026-06-17,CSRNB2,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),2034-03-15,IPCA + 6.0691%,8.4385,8.2413,8.2895,0.1149,8.1746,8.4045,1007.973461,89.2655,1369.29,,2033-05-15
2026-06-18,2026-06-17,CSRNB3,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),2035-11-15,IPCA + 6.3%,8.0727,7.9736,8.0394,0.0224,8.017,8.0619,928.511403,89.0793,1776.1,10,2035-05-15
2026-06-18,2026-06-17,CSRNC0,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),2029-07-15,IPCA + 6.623%,8.6596,8.4272,8.5016,0.125,8.3766,8.6267,1168.323031,96.0136,585.7,,2028-08-15
2026-06-18,2026-06-17,CTEE18,ISA ENERGIA BRASIL S.A.,2029-12-15,IPCA + 3.5%,8.2696,8.0542,8.1057,0.0738,8.0319,8.1796,1307.799209,90.1874,593.82,,2029-05-15
2026-06-18,2026-06-17,CTEE1B,ISA ENERGIA BRASIL S.A. (*),2031-10-15,IPCA + 5.771%,8.2291,7.9096,8.0665,0.0976,7.9689,8.1643,1169.594833,90.6276,1149.48,,2031-05-15
2026-06-18,2026-06-17,CTEE29,ISA ENERGIA BRASIL S.A.,2044-05-15,IPCA + 5.3%,7.9874,7.688,7.8235,0.1606,7.663,7.9842,963.87598,84.6088,1707.48,,2035-05-15
2026-06-18,2026-06-17,CTEE2B,ISA ENERGIA BRASIL S.A. (*),2039-10-15,IPCA + 5.864%,7.6788,7.433,7.5219,0.067,7.455,7.589,1127.291071,87.3368,2159.85,,2040-08-15
2026-06-18,2026-06-17,CTGE11,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL  (*),2028-11-15,IPCA + 3.75%,8.2792,7.9893,8.1082,0.0749,8.0333,8.1831,1328.228488,94.9668,313.54,,2027-05-15
2026-06-18,2026-06-17,CTGE13,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*) (**),2029-09-15,IPCA + 5.3455%,8.3808,8.0702,8.1853,0.1004,8.0849,8.2858,1345.925598,92.4093,746.16,,2029-05-15
2026-06-18,2026-06-17,CTGE15,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*),2031-04-15,IPCA + 6.3423%,8.3727,8.0536,8.208,0.0775,8.1305,8.2856,1043.573681,93.0254,1043.93,,2031-05-15
2026-06-18,2026-06-17,CTNSA3,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A (*),2035-05-15,IPCA + 7.3%,8.4728,8.2487,8.3583,0.0739,8.2843,8.4323,993.980402,94.2246,1519.07,,2033-05-15
2026-06-18,2026-06-17,CTNSA5,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A (*),2036-02-15,IPCA + 6.6675%,8.2975,8.0687,8.1778,0.0585,8.1193,8.2364,942.46134,90.5287,1764.33,,2035-05-15
2026-06-18,2026-06-17,CTRR11,CANTAREIRA TRANSMISSORA DE ENERGIA S/A,2032-08-15,IPCA + 6.9094%,8.2352,7.9967,8.1185,0.1515,7.967,8.2701,745.135336,96.9959,678.76,,2029-05-15
2026-06-18,2026-06-17,CUTI11,CUTIA EMPREENDIMENTOS EÓLICOS S.A.,2031-12-15,IPCA + 5.8813%,8.4206,8.1996,8.2976,0.1541,8.1435,8.4518,781.026869,93.8455,702.21,,2029-05-15
2026-06-18,2026-06-17,CYAR11,AMBIENTAL CEARA 1 SPE S.A. (*),2045-12-15,IPCA + 7.5232%,11.0284,10.1587,10.6559,0.238,10.4179,10.8939,81.589466,78.7798,1987.85,,2037-05-15
2026-06-18,2026-06-17,DESK17,DESKTOP S/A (*),2031-06-15,IPCA + 7.4408%,8.7183,8.5094,8.5895,0.1063,8.4832,8.6959,1061.548293,96.363,875.95,,2030-08-15
2026-06-18,2026-06-17,DESK18,DESKTOP S/A (*),2032-06-15,IPCA + 7.9356%,8.5206,8.3841,8.4528,0.0973,8.3555,8.5501,1024.763322,97.8574,1140.21,15,2031-05-15
2026-06-18,2026-06-17,DESK19,DESKTOP S/A (*),2032-09-15,IPCA + 8.1215%,8.5445,--,8.4413,0.0995,8.3418,8.5409,1044.417242,98.651,1157.67,50,2031-05-15
2026-06-18,2026-06-17,EBAS13,EMPRESA BAIANA DE AGUAS E SANEAMENTO SA (*),2035-11-15,IPCA + 8.6%,8.8536,8.4104,8.6788,0.3736,8.3052,9.0525,1142.086842,99.7202,972.94,5,2030-08-15
2026-06-18,2026-06-17,EBENA8,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*),2036-12-15,IPCA + 7.2843%,8.2486,8.0464,8.1215,0.0901,8.0315,8.2117,1023.608688,94.7285,1745.69,,2035-05-15
2026-06-18,2026-06-17,ECER12,CONCESSIONARIA ECOVIAS DO CERRADO S.A. (*),2027-09-15,IPCA + 6.35%,8.7345,8.4589,8.6235,0.0813,8.5422,8.7048,1320.835381,97.407,313,5,2027-05-15
2026-06-18,2026-06-17,ECHP11,ECHOENERGIA PARTICIPACOES S/A (*),2030-06-15,IPCA + 6.9%,8.8363,8.7164,8.7865,0.0502,8.7364,8.8368,939.313467,96.1524,562.42,,2028-08-15
2026-06-18,2026-06-17,ECHP12,ECHOENERGIA PARTICIPACOES S/A (*),2030-12-15,IPCA + 4.75%,8.891,8.7266,8.8093,0.0675,8.7419,8.8769,864.533315,92.5684,504.71,,2028-08-15
2026-06-18,2026-06-17,ECHP22,ECHOENERGIA PARTICIPACOES S/A (*),2031-01-15,IPCA + 4.75%,8.8397,8.7359,8.8111,0.0431,8.768,8.8543,864.362779,92.5501,505.69,,2028-08-15
2026-06-18,2026-06-17,ECOV16,CONCESSIONÁRIA ECOVIAS DOS IMIGRANTES S/A (*),2033-02-15,IPCA + 6.095%,9.1235,8.8534,8.9572,0.1575,8.7998,9.1148,1014.073048,89.0402,1087.09,15,2031-05-15
2026-06-18,2026-06-17,ECPN11,CONCESSIONARIA PONTE RIO-NITEROI S.A. - ECOPONTE,2034-10-15,IPCA + 4.4%,10.3987,10.1236,10.2465,0.1231,10.1234,10.3698,1040.050625,77.79,1114.63,,2031-05-15
2026-06-18,2026-06-17,ECRD14,ECORIOMINAS CONCESSIONARIA DE RODOVIAS S.A. (*),2047-09-15,IPCA + 8.3939%,8.8752,8.6196,8.7073,0.0627,8.6446,8.7702,1066.858979,97.5091,2189.11,45,2040-08-15
2026-06-18,2026-06-17,EDFT11,EDF OITI TRANSMISSORA S.A. (*),2049-05-15,IPCA + 6.8209%,8.7707,8.5514,8.6619,0.043,8.6189,8.7051,1131.95689,88.8928,1663.61,,2035-05-15
2026-06-18,2026-06-17,EDPA11,EDP TRANSMISSAO ALIANCA SC S.A.,2044-10-15,IPCA + 8.3431%,8.2332,8.0943,8.1482,0.0991,8.0491,8.2473,1346.725043,101.1875,1657.57,,2035-05-15
2026-06-18,2026-06-17,EDPT11,EDP TRANSMISSÃO S.A. (*) (**),2033-05-15,IPCA + 7.0267%,8.6266,8.5182,8.5698,0.0808,8.489,8.6507,805.058208,95.1785,861.93,,2030-08-15
2026-06-18,2026-06-17,EDTE12,EDTE - EMPRESA DIAMANTINA DE TRANSMISSAO DE ENERGIA S.A. (*) (**),2028-12-15,IPCA + 5.2939%,8.404,8.2392,8.3025,0.1195,8.183,8.4221,982.352492,95.0192,455.42,,2028-08-15
2026-06-18,2026-06-17,EDVP17,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,2032-01-15,IPCA + 6.0996%,8.5969,8.2715,8.458,0.0979,8.3601,8.556,1168.212377,91.7585,980.09,,2030-08-15
2026-06-18,2026-06-17,EEELA0,CPFL TRANSMISSAO S.A (*),2033-10-15,IPCA + 6.1774%,8.2993,7.9831,8.0249,0.0915,7.9334,8.1165,1050.656826,91.379,1308.63,35,2032-08-15
2026-06-18,2026-06-17,EEELA1,CPFL TRANSMISSAO S.A (*),2034-04-15,IPCA + 6.0994%,8.262,7.9592,8.0724,0.0699,8.0024,8.1424,1009.378493,90.2494,1392.53,,2033-05-15
2026-06-18,2026-06-17,EEELA4,CPFL TRANSMISSAO S.A (*),2035-02-15,IPCA + 7.7082%,8.2312,7.9173,8.0219,0.0698,7.9521,8.0918,1073.674297,98.3351,1452.29,,2033-05-15
2026-06-18,2026-06-17,EEELB1,CPFL TRANSMISSAO S.A (*),2039-04-15,IPCA + 6.1572%,7.8876,7.6176,7.7387,0.1079,7.6308,7.8467,988.533096,88.3776,2074.04,,2037-05-15
2026-06-18,2026-06-17,EEELB5,CPFL TRANSMISSAO S.A (*),2035-05-15,IPCA + 6.9249%,8.1769,7.9502,8.0374,0.0728,7.9645,8.1103,990.694295,93.8421,1538.82,10,2033-05-15
2026-06-18,2026-06-17,EGIE19,ENGIE BRASIL ENERGIA S.A.,2026-07-15,IPCA + 3.7%,11.2778,10.3856,10.6584,0.2062,10.4522,10.8647,752.819138,99.4859,20,,
2026-06-18,2026-06-17,EGIE27,ENGIE BRASIL ENERGIA S.A.,2028-07-15,IPCA + 5.9033%,8.1543,7.8778,8.0085,0.0915,7.917,8.1002,1567.584062,98.25,224.7,,2027-05-15
2026-06-18,2026-06-17,EGIE29,ENGIE BRASIL ENERGIA S.A.,2029-07-15,IPCA + 3.9%,8.3818,8.1235,8.2673,0.0829,8.1843,8.3503,1400.363049,92.3658,482.05,35,2028-08-15
2026-06-18,2026-06-17,EGIE39,ENGIE BRASIL ENERGIA S.A.,2026-07-15,IPCA + 3.6%,11.3991,10.551,10.8316,0.292,10.5395,11.1237,738.507672,99.4659,20,,
2026-06-18,2026-06-17,EGIE49,ENGIE BRASIL ENERGIA S.A.,2029-07-15,IPCA + 3.7%,8.4139,8.1603,8.2922,0.1716,8.1206,8.4639,1365.00422,91.8866,488.13,,2028-08-15
2026-06-18,2026-06-17,EGIEA0,ENGIE BRASIL ENERGIA S.A. (*),2046-09-15,IPCA + 5.7158%,7.7683,7.5673,7.6572,0.1018,7.5553,7.7591,1043.893739,85.0437,2155.62,,2040-08-15
2026-06-18,2026-06-17,EGIEA1,ENGIE BRASIL ENERGIA S.A. (*),2033-11-15,IPCA + 5.9325%,8.1723,7.8754,7.9681,0.1343,7.8338,8.1025,1061.289824,90.4526,1318.68,,2032-08-15
2026-06-18,2026-06-17,EGIEA6,ENGIE BRASIL ENERGIA S.A. (*),2038-02-15,IPCA + 6.2474%,7.6505,7.4691,7.558,0.0529,7.5052,7.611,942.069236,90.7568,1974.96,,2037-05-15
2026-06-18,2026-06-17,EGIEB1,ENGIE BRASIL ENERGIA S.A. (*),2038-11-15,IPCA + 6.0691%,7.8118,7.5153,7.649,0.1097,7.5393,7.7588,1041.335526,88.6871,2016.58,,2037-05-15
2026-06-18,2026-06-17,EGIEB2,ENGIE BRASIL ENERGIA S.A. (*),2034-06-15,IPCA + 6.7766%,8.1205,7.7815,7.9029,0.1271,7.7759,8.0301,1038.146331,94.1643,1438.33,10,2033-05-15
2026-06-18,2026-06-17,EGIEB4,ENGIE BRASIL ENERGIA S.A. (*),2032-01-15,IPCA + 7.5568%,8.1777,7.9201,8.0136,0.1263,7.8872,8.14,1143.005716,98.3076,1013.42,15,2031-05-15
2026-06-18,2026-06-17,EGIEB5,ENGIE BRASIL ENERGIA S.A. (*),2035-06-15,IPCA + 6.8555%,7.8858,7.5863,7.697,0.1008,7.5962,7.7979,1057.629482,95.173,1581.2,10,2035-05-15
2026-06-18,2026-06-17,EGVG11,ENEL GREEN POWER VOLTA GRANDE S.A.,2029-10-15,IPCA + 3.7%,8.5223,8.2111,8.3467,0.1494,8.1973,8.4962,545.196012,92.7325,427.1,,2028-08-15
2026-06-18,2026-06-17,EGVG21,ENEL GREEN POWER VOLTA GRANDE S.A.,2029-10-15,IPCA + 3.7%,8.4583,8.2182,8.3556,0.0991,8.2565,8.4547,555.265836,92.7719,423.77,,2028-08-15
2026-06-18,2026-06-17,EKTRA6,ELEKTRO REDES S.A. (*),2035-08-15,IPCA + 6.8172%,7.9975,7.6201,7.7906,0.0737,7.7169,7.8644,1012.768154,92.0672,2296,35,2040-08-15
2026-06-18,2026-06-17,EKTRA8,ELEKTRO REDES S.A. (*),2031-03-15,IPCA + 7.0099%,8.4476,8.2168,8.2824,0.0779,8.2045,8.3604,986.640592,95.2668,1031.44,45,2031-05-15
2026-06-18,2026-06-17,EKTRB3,ELEKTRO REDES S.A. (*),2034-04-15,IPCA + 6.2587%,8.4537,8.2654,8.3309,0.1652,8.1657,8.4961,1006.225084,89.8537,1384.63,,2033-05-15
2026-06-18,2026-06-17,EKTRB6,ELEKTRO REDES S.A. (*),2040-08-15,IPCA + 6.7636%,8.0535,7.8194,7.903,0.1005,7.8025,8.0036,971.595264,91.2523,2143.23,,2037-05-15
2026-06-18,2026-06-17,EKTRC0,ELEKTRO REDES S.A. (*),2031-10-15,IPCA + 5.7697%,8.5928,8.349,8.4519,0.1163,8.3356,8.5684,1172.499289,90.9093,953.87,,2030-08-15
2026-06-18,2026-06-17,EKTRC1,ELEKTRO REDES S.A. (*) (**),2029-07-15,IPCA + 6.623%,8.6474,8.355,8.4829,0.0968,8.386,8.5798,1168.791177,96.052,585.73,,2028-08-15
2026-06-18,2026-06-17,EKTT11,EKTT 9 SERV DE TRANS DE E E SPE S.A. (*),2038-05-15,IPCA + 6.4217%,8.4846,8.2547,8.3429,0.1334,8.2094,8.4764,1140.531134,90.7588,1338.25,5,2032-08-15
2026-06-18,2026-06-17,ELDC15,ELDORADO BRASIL CELULOSE S.A. (*),2035-10-15,IPCA + 7.795%,9.4326,9.2538,9.3358,0.1136,9.2222,9.4495,963.677059,91.6543,1532.94,,2033-05-15
2026-06-18,2026-06-17,ELET14,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),2031-09-15,IPCA + 6.317%,8.4318,8.1257,8.2542,0.0949,8.1593,8.3491,1085.778418,93.5556,925.79,15,2030-08-15
2026-06-18,2026-06-17,ELET16,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),2034-09-15,IPCA + 6.877%,8.0728,7.752,7.8518,0.0499,7.8018,7.9018,1048.34324,94.4449,1577.9,40,2035-05-15
2026-06-18,2026-06-17,ELET23,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,2031-04-15,IPCA + 4.9126%,8.3223,8.0568,8.213,0.0702,8.1427,8.2833,1186.011359,87.5948,1072.1,,2031-05-15
2026-06-18,2026-06-17,ELET42,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,2029-05-15,IPCA + 5.1814%,8.5909,8.2231,8.4219,0.1442,8.2777,8.5662,1395.80211,94.6908,450.48,,2028-08-15
2026-06-18,2026-06-17,ELPLA5,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),2031-04-15,IPCA + 4.26%,13.9336,12.4552,13.1302,0.994,12.1362,14.1243,1020.574958,75.3657,860.36,,2030-08-15
2026-06-18,2026-06-17,ELPLA7,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),2032-04-15,IPCA + 6.1385%,13.8168,12.2426,12.8942,1.1486,11.7456,14.0429,939.419595,77.5972,1018.91,,2031-05-15
