data_captura,indice,indice_nome,codigo_ativo,nome_ativo,tipo_ativo,quantidade_teorica,participacao_pct,reducao_capital,segmento
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,MOVI3,MOVIDA,ON      NM,156159722,0.055,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,MRVE3,MRV,ON      NM,374681353,0.081,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,MULT3,MULTIPLAN,ON      N2,320022221,0.354,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,NATU3,NATURA,ON      NM,838359453,0.309,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,ONCO3,ONCOCLINICAS,ON      NM,1054759992,0.052,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,ORVR3,ORIZON,ON      NM,54399873,0.163,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,PGMN3,PAGUE MENOS,ON      NM,303890693,0.048,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,PETR3,PETROBRAS,ON      N2,3478483761,6.031,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,PETR4,PETROBRAS,PN  ATZ N2,4410960450,6.873,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,RECV3,PETRORECSA,ON      NM,274624898,0.116,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,AUAU3,PETZCOBASI,ON      NM,205617553,0.025,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,PINE4,PINE,PN      N2,70606588,0.038,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,PLPL3,PLANOEPLANO,ON      NM,54395641,0.018,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,PSSA3,PORTO SEGURO,ON      NM,178825403,0.320,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,POSI3,POSITIVO TEC,ON      NM,72078995,0.011,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,PRNR3,PRINER,ON      NM,55925047,0.040,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,PRIO3,PRIO,ON      NM,757265605,1.749,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,QUAL3,QUALICORP,ON      NM,279655194,0.018,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,LJQQ3,QUERO-QUERO,ON      NM,195194199,0.010,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,RADL3,RAIADROGASIL,ON      NM,1313915830,0.911,,
2026-06-01,IBRA,IBrA - Índice Brasil Amplo,RAPT4,RANDON PART,PN      N1,176793154,0.034,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,ALOS3,ALLOS,ON      NM,478558715,0.567,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,ABEV3,AMBEV S/A,ON,4273841357,2.928,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,ASAI3,ASSAI,ON      NM,1338623499,0.491,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,AXIA3,AXIA ENERGIA,ON      N1,1863816444,4.102,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,B3SA3,B3,ON      NM,4997059816,3.461,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,BBSE3,BBSEGURIDADE,ON  ATZ NM,616248544,0.915,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,BBDC3,BRADESCO,ON      N1,1464429403,0.953,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,BBDC4,BRADESCO,PN      N1,5100889966,3.789,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,BBAS3,BRASIL,ON      NM,2842496541,2.422,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,BRAV3,BRAVA,ON      NM,462883017,0.393,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,BPAC11,BTGP BANCO,UNT     N2,1194624560,2.695,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,CMIG4,CEMIG,PN      N1,1904057894,0.860,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,COGN3,COGNA ON,ON      NM,1915914094,0.201,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,CPLE3,COPEL,ON      NM,2969406694,1.815,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,CSAN3,COSAN,ON  ATZ NM,2242671999,0.358,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,CYRE3,CYRELA REALT,ON      NM,281609283,0.266,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,EMBJ3,EMBRAER,ON      NM,711833141,2.192,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,ENGI11,ENERGISA,UNT     N2,325503046,0.656,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,ENEV3,ENEVA,ON      NM,1913352180,2.058,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,EQTL3,EQUATORIAL,ON  ATZ NM,1247728993,2.019,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,GGBR4,GERDAU,PN      N1,1258208269,1.202,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,HAPV3,HAPVIDA,ON      NM,271662290,0.139,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,ITSA4,ITAUSA,PN  EJ  N1,5970738360,3.233,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,ITUB4,ITAUUNIBANCO,PN  EJ  N1,5349695485,8.987,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,KLBN11,KLABIN S/A,UNT     N2,804572623,0.563,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,RENT3,LOCALIZA,ON      NM,978479038,1.726,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,LREN3,LOJAS RENNER,ON      NM,982593716,0.614,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,MGLU3,MAGAZ LUIZA,ON      NM,373155063,0.094,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,POMO4,MARCOPOLO,PN      N2,728266241,0.185,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,MBRF3,MARFRIG,ON      NM,761175338,0.511,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,BEEF3,MINERVA,ON      NM,454804863,0.071,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,MOTV3,MOTIVA SA,ON      NM,1002196725,0.594,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,MULT3,MULTIPLAN,ON      N2,320022221,0.400,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,NATU3,NATURA,ON      NM,838359453,0.350,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,PETR3,PETROBRAS,ON      N2,3478483761,6.823,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,PETR4,PETROBRAS,PN  ATZ N2,4410960450,7.776,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,PRIO3,PRIO,ON      NM,757265605,1.978,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,RADL3,RAIADROGASIL,ON      NM,1313915830,1.031,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,RDOR3,REDE D OR,ON      NM,1091469308,1.558,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,RAIL3,RUMO S.A.,ON      NM,1221155293,0.703,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,SBSP3,SABESP,ON      NM,3506733260,4.114,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,SMFT3,SMART FIT,ON      NM,556651316,0.433,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,SUZB3,SUZANO S.A.,ON      NM,612918471,1.078,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,VIVT3,TELEF BRASIL,ON  ERJ,707125712,1.004,,
2026-06-01,IBXL,IBrX 50 - Índice Brasil 50,TIMS3,TIM,ON      NM,777451080,0.715,,
