data_captura,setor_economico,subsetor,segmento,nome_empresa,codigo,segmento_listagem
2026-06-03,Financeiro,Exploração de Imóveis,Exploração de Imóveis,SYN PROP TEC,SYNE,NM
2026-06-03,Financeiro,Exploração de Imóveis,Intermediação Imobiliária,LOPES BRASIL,LPSB,NM
2026-06-03,Financeiro,Exploração de Imóveis,Intermediação Imobiliária,NEXPE,NEXP,NM
2026-06-03,Financeiro,Holdings Diversificadas,Holdings Diversificadas,MONT ARANHA,MOAR,
2026-06-03,Financeiro,Holdings Diversificadas,Holdings Diversificadas,PAR AL BAHIA,PEAB,
2026-06-03,Financeiro,Holdings Diversificadas,Holdings Diversificadas,SIMPAR,SIMH,NM
2026-06-03,Financeiro,Outros Títulos,Outros Títulos,CEPAC - CTBA,CTBA,MB
2026-06-03,Financeiro,Outros Títulos,Outros Títulos,CEPAC - MCRJ,MCRJ,MB
2026-06-03,Financeiro,Outros Títulos,Outros Títulos,CEPAC - PMSP,PMSP,MB
2026-06-03,Outros,Outros,Outros,524 PARTICIP,QVQP,MB
2026-06-03,Outros,Outros,Outros,ATOMPAR,ATOM,
2026-06-03,Outros,Outros,Outros,B TECH EQI,BLUT,
2026-06-03,Outros,Outros,Outros,BETAPART,BETP,MB
2026-06-03,Outros,Outros,Outros,CABINDA PART,CABI,MB
2026-06-03,Outros,Outros,Outros,CACONDE PART,CACO,MB
2026-06-03,Outros,Outros,Outros,CEMEPE,MAPT,
2026-06-03,Outros,Outros,Outros,CIMS,CMSA,
2026-06-03,Outros,Outros,Outros,GAMA PART,OPGM,MB
2026-06-03,Outros,Outros,Outros,INVEST BEMGE,FIGE,
2026-06-03,Outros,Outros,Outros,POLPAR,PPAR,
2026-06-03,Outros,Outros,Outros,PROMPT PART,PRPT,MB
2026-06-03,Outros,Outros,Outros,SUDESTE S/A,OPSE,MB
2026-06-03,Outros,Outros,Outros,SUL 116 PART,OPTS,MB
2026-06-03,Outros,Outros,Outros,YBYRA S/A,YBRA,MB
