data_captura,conjunto,arquivo_origem,registro_hash,ano,day,indice,ratevalue1,ratevalue10,ratevalue11,ratevalue12,ratevalue2,ratevalue3,ratevalue4,ratevalue5,ratevalue6,ratevalue7,ratevalue8,ratevalue9
2026-06-03,b3_indices_precos_historicos,,b1aad34ef59f78ece94dc25a,2025,23,IDIV,8854.83,10460.64,,11390.58,,,9519.98,9917.87,9897.51,9888.38,,10576.74
2026-06-03,b3_indices_precos_historicos,,e6fb04df1bf7950796b88514,2025,24,IDIV,8853.39,10477.79,11037.89,,9105.08,9493.72,9658.32,,9915.01,9810.69,,10572.85
2026-06-03,b3_indices_precos_historicos,,200146062c302de69313044c,2025,25,IDIV,,,11076.66,,9131.61,9507.99,9693.53,,9818.58,9800.05,10036.70,10462.71
2026-06-03,b3_indices_precos_historicos,,6ff1bbe39f81cc33542089f1,2025,26,IDIV,,,11251.61,11444.17,9067.22,9543.58,,9949.66,9921.35,,10042.90,10492.87
2026-06-03,b3_indices_precos_historicos,,afd3e5c08d7bb67e8e3d8489,2025,27,IDIV,9064.00,10559.46,11258.37,,9034.08,9577.51,,10048.82,9895.08,,10131.59,
2026-06-03,b3_indices_precos_historicos,,3cf3e02e42b7f26008555cf6,2025,28,IDIV,9019.14,10631.75,11319.92,,8891.33,9503.34,9704.59,9987.26,,9694.03,10245.09,
2026-06-03,b3_indices_precos_historicos,,0314f8e0fab32872a6a243e3,2025,29,IDIV,8973.42,10708.32,,11416.81,,,9677.18,9977.49,,9740.57,10271.38,10541.31
2026-06-03,b3_indices_precos_historicos,,f1f26aab41256d7c8a42c484,2025,30,IDIV,9171.57,10718.15,,11485.30,,,9746.28,9873.61,10047.47,9811.80,,10561.38
2026-06-03,b3_indices_precos_historicos,,c55ee246c6a122c14fe68af1,2025,31,IDIV,9145.34,10748.95,,,,9382.38,,,,9748.87,,
2026-06-03,b3_indices_precos_historicos,,915ef888bab47776f60e61d9,2026,1,IDIV,,,,,,,13222.07,,11985.08,,,
2026-06-03,b3_indices_precos_historicos,,12f95b192090b6a82d2268ad,2026,2,IDIV,11428.75,,,,12836.26,13259.00,13215.72,,12097.73,,,
2026-06-03,b3_indices_precos_historicos,,d2a19235cec96fd39e918649,2026,3,IDIV,,,,,13008.99,12854.77,,,,,,
2026-06-03,b3_indices_precos_historicos,,dea0bb7473f72542b5c01dfa,2026,4,IDIV,,,,,12759.41,12981.18,,12921.34,,,,
2026-06-03,b3_indices_precos_historicos,,66872f5053ea6d0d1c4065bf,2026,5,IDIV,11498.03,,,,12799.12,12676.84,,12938.33,,,,
2026-06-03,b3_indices_precos_historicos,,bba712a4edc25c54066fd889,2026,6,IDIV,11559.45,,,,12790.07,12668.38,13239.10,12953.79,,,,
2026-06-03,b3_indices_precos_historicos,,7f73f3974058fe3d73086361,2026,7,IDIV,11442.30,,,,,,13229.94,12614.78,,,,
2026-06-03,b3_indices_precos_historicos,,c6e007626da3bf5b2966e905,2026,8,IDIV,11478.79,,,,,,13459.15,12723.57,,,,
2026-06-03,b3_indices_precos_historicos,,ed0de39fecc1cd83c32e0d98,2026,9,IDIV,11522.27,,,,12981.64,12758.41,13680.90,,,,,
2026-06-03,b3_indices_precos_historicos,,b96dddaf6de7cd570acf8971,2026,10,IDIV,,,,,12993.20,12871.69,13831.17,,,,,
2026-06-03,b3_indices_precos_historicos,,7002750762a7a9c0da6350a1,2026,11,IDIV,,,,,13304.51,12904.42,,12580.69,,,,
2026-06-03,b3_indices_precos_historicos,,f40067af4be127e039976931,2026,12,IDIV,11533.23,,,,13141.35,12661.54,,12479.73,,,,
2026-06-03,b3_indices_precos_historicos,,8d86de1760caf834e8a5263d,2026,13,IDIV,11427.34,,,,13001.23,12578.35,13894.70,12268.56,,,,
2026-06-03,b3_indices_precos_historicos,,3a4dda1f6d5b70028b28c198,2026,14,IDIV,11602.85,,,,,,13913.31,12375.64,,,,
2026-06-03,b3_indices_precos_historicos,,2ec75857aad3d383e5fc2637,2026,15,IDIV,11639.64,,,,,,13774.29,12300.51,,,,
2026-06-03,b3_indices_precos_historicos,,37d45b9ff506fc8ce2a7c94d,2026,16,IDIV,11587.35,,,,,12719.39,13751.06,,,,,
2026-06-03,b3_indices_precos_historicos,,9fecd4d1a6a64d817fe16581,2026,17,IDIV,,,,,,12752.05,13702.09,,,,,
2026-06-03,b3_indices_precos_historicos,,d20df0ea4ceff187a282cc08,2026,18,IDIV,,,,,12983.58,12656.46,,12274.90,,,,
2026-06-03,b3_indices_precos_historicos,,2ce024293ba2903b672e7f3b,2026,19,IDIV,11587.10,,,,13145.85,12705.85,,12104.13,,,,
2026-06-03,b3_indices_precos_historicos,,1a5a0f67b9fe5de518821606,2026,20,IDIV,11681.86,,,,13276.32,12435.89,13723.55,12343.10,,,,
2026-06-03,b3_indices_precos_historicos,,cd26938b2854708f64103ef5,2026,21,IDIV,12027.22,,,,,,,12333.15,,,,
2026-06-03,b3_indices_precos_historicos,,c66c8588299de30bfda4dd80,2026,22,IDIV,12311.28,,,,,,13508.60,12222.83,,,,
2026-06-03,b3_indices_precos_historicos,,ba43d1068356770a22ec3b6a,2026,23,IDIV,12539.62,,,,13194.89,12841.08,13373.42,,,,,
2026-06-03,b3_indices_precos_historicos,,e11eaa31d22d5fb697241aff,2026,24,IDIV,,,,,13400.37,12855.78,13293.88,,,,,
2026-06-03,b3_indices_precos_historicos,,185282fb49ff2fabb3b8e1e7,2026,25,IDIV,,,,,13370.58,13052.48,,12328.08,,,,
2026-06-03,b3_indices_precos_historicos,,6681b12b7d23dac53a676071,2026,26,IDIV,12543.73,,,,13387.18,12908.02,,12262.77,,,,
2026-06-03,b3_indices_precos_historicos,,1360aacb0fe92967ddc81949,2026,27,IDIV,12753.04,,,,13253.59,12877.47,13155.71,12232.31,,,,
2026-06-03,b3_indices_precos_historicos,,6ed4e9052fa0d8bfc721238d,2026,28,IDIV,12913.53,,,,,,13086.66,12171.19,,,,
2026-06-03,b3_indices_precos_historicos,,bf978515c968fcb4eacc4645,2026,29,IDIV,12795.80,,,,,,12891.02,12071.71,,,,
2026-06-03,b3_indices_precos_historicos,,aa0705d3410cbb0dc24825c9,2026,30,IDIV,12697.88,,,,,12950.61,13066.99,,,,,
2026-06-03,b3_indices_precos_historicos,,ead0403fdab9ac21fc01b4ba,2026,31,IDIV,,,,,,13222.87,,,,,,
2026-06-03,b3_indices_precos_historicos,,f476aa81a51a8944003d16f3,2025,1,SMLL,,2243.05,,2380.17,,,1946.01,,,2231.65,2095.54,2208.51
2026-06-03,b3_indices_precos_historicos,,e17a79c30110cab72a81a5bb,2025,2,SMLL,1747.77,2206.86,,2418.27,,,1954.53,2084.94,2203.48,2187.76,,2191.43
2026-06-03,b3_indices_precos_historicos,,fc41c46e9b45c0e53abcc431,2025,3,SMLL,1729.68,2212.93,2244.13,2424.69,1870.21,,1975.69,,2253.82,2222.52,,2189.66
2026-06-03,b3_indices_precos_historicos,,d6b99b50dbc49502b0332a38,2025,4,SMLL,,,2255.28,2462.36,1863.24,,1905.19,,2239.52,2231.87,2090.75,2222.01
2026-06-03,b3_indices_precos_historicos,,3778ebd90b61043ba224a35c,2025,5,SMLL,,,2292.48,2307.25,1846.12,1796.54,,2060.48,2224.92,,2094.47,2255.62
2026-06-03,b3_indices_precos_historicos,,afd821af17c4851c622b7f98,2025,6,SMLL,1768.56,2193.17,2260.01,,1866.55,1807.54,,2053.55,2202.66,,2128.41,
2026-06-03,b3_indices_precos_historicos,,d45796aa2d1ef437e8cb0589,2025,7,SMLL,1785.33,2141.72,2267.26,,1843.79,1849.07,1885.93,2045.15,,2218.19,2143.46,
2026-06-03,b3_indices_precos_historicos,,444bbe8a462205649b4c10a2,2025,8,SMLL,1756.12,2147.20,,2313.60,,,1861.18,2106.06,,2218.12,2120.52,2232.94
2026-06-03,b3_indices_precos_historicos,,6df56914866a0f0bc2d75e58,2025,9,SMLL,1756.69,2126.47,,2301.65,,,1919.18,2088.28,2198.42,2189.47,,2223.41
2026-06-03,b3_indices_precos_historicos,,2d278e7d813ca23e766bcba3,2025,10,SMLL,1741.92,2112.25,2280.99,2317.48,1858.78,1837.03,1901.06,,2223.24,2178.89,,2232.07
2026-06-03,b3_indices_precos_historicos,,c38a139bf8dfe4fbebbee406,2025,11,SMLL,,,2326.70,2325.46,1887.14,1822.71,1931.66,,2223.76,2153.77,2106.19,2255.37
2026-06-03,b3_indices_precos_historicos,,2a3cf206b14c59205d8255d1,2025,12,SMLL,,,2330.53,2343.84,1853.28,1829.64,,2088.30,2225.71,,2135.91,2245.75
2026-06-03,b3_indices_precos_historicos,,34ac8630f40766b09cb02dd4,2025,13,SMLL,1732.83,2124.47,2316.51,,1860.13,1844.43,,2128.56,2204.90,,2109.44,
2026-06-03,b3_indices_precos_historicos,,040afdeb30b9d6164b566a0e,2025,14,SMLL,1743.04,2122.60,2328.98,,1917.10,1902.19,1959.33,2129.29,,2140.04,2107.95,
2026-06-03,b3_indices_precos_historicos,,99d87d6ce6e66274f12dd059,2025,15,SMLL,1805.53,2152.56,,2357.99,,,1962.08,2156.21,,2161.94,2118.45,2265.64
2026-06-03,b3_indices_precos_historicos,,8a6815101182039bc748fea2,2025,16,SMLL,1765.91,2130.84,,2289.91,,,1969.22,2175.30,2248.75,2158.23,,2281.42
2026-06-03,b3_indices_precos_historicos,,b7d3d3e4d0cbadf83b9aba30,2025,17,SMLL,1780.75,2148.35,2307.63,2258.11,1941.89,1917.49,1995.19,,2234.47,2160.71,,2306.71
2026-06-03,b3_indices_precos_historicos,,bf53f8ed687d5f316684a128,2025,18,SMLL,,,2309.58,2260.27,1927.38,1921.30,,,2231.61,2111.28,2142.34,2304.99
2026-06-03,b3_indices_precos_historicos,,9290ea0afbe739b544faf205,2025,19,SMLL,,,2288.15,2263.93,1894.83,1945.86,,2182.31,,,2090.57,2300.95
2026-06-03,b3_indices_precos_historicos,,f4063b46f6d3df608f579324,2025,20,SMLL,1787.60,2169.73,,,1897.35,1935.56,,2184.71,2197.11,,2088.48,
2026-06-03,b3_indices_precos_historicos,,c004f9fc46d1473c22a4e648,2025,21,SMLL,1800.48,2172.43,2273.23,,1893.60,1942.39,,2137.79,,2107.89,2076.14,
2026-06-03,b3_indices_precos_historicos,,22f44b3e0904c1d86ac5becc,2025,22,SMLL,1813.04,2172.39,,2237.78,,,2015.54,2144.60,,2100.68,2136.25,2258.57
2026-06-03,b3_indices_precos_historicos,,be1df016fe6fa0057b1fc60d,2025,23,SMLL,1794.89,2192.70,,2283.12,,,2035.49,2154.65,2189.46,2133.25,,2276.16
2026-06-03,b3_indices_precos_historicos,,921c9a0048501a12d0afecaf,2025,24,SMLL,1799.58,2208.01,2292.79,,1853.11,1929.12,2090.33,,2207.10,2108.06,,2271.14
2026-06-03,b3_indices_precos_historicos,,06e6c158fe44653502f9b26d,2025,25,SMLL,,,2308.67,,1855.87,1947.28,2090.75,,2182.82,2109.33,2140.67,2233.99
2026-06-03,b3_indices_precos_historicos,,420241ceed1c95b6dda87025,2025,26,SMLL,,,2358.81,2295.36,1826.17,1959.32,,2173.00,2211.09,,2134.36,2249.58
2026-06-03,b3_indices_precos_historicos,,0bdf0c72cd80d92fd0411bad,2025,27,SMLL,1851.60,2222.82,2369.21,,1832.54,1969.58,,2221.20,2200.72,,2166.61,
2026-06-03,b3_indices_precos_historicos,,01b72969bd45e46db73e9e2b,2025,28,SMLL,1833.81,2213.65,2391.11,,1799.32,1950.81,2084.49,2223.19,,2075.92,2204.05,
2026-06-03,b3_indices_precos_historicos,,8c7a7824d03c06af0da6c935,2025,29,SMLL,1828.77,2220.43,,2285.03,,,2080.23,2216.99,,2088.46,2210.67,2258.20
2026-06-03,b3_indices_precos_historicos,,34f4f5969b257c0e886e5fd4,2025,30,SMLL,1887.44,2235.31,,2305.52,,,2083.21,2207.05,2230.11,2115.36,,2245.62
2026-06-03,b3_indices_precos_historicos,,4dc08f3c291166b310889aa1,2025,31,SMLL,1871.74,2255.19,,,,1920.48,,,,2088.24,,
2026-06-03,b3_indices_precos_historicos,,f9c9846a26c423d1953b857f,2026,1,SMLL,,,,,,,2456.36,,2262.83,,,
2026-06-03,b3_indices_precos_historicos,,a9e2eff4fb201627938f2ff1,2026,2,SMLL,2283.02,,,,2557.61,2564.92,2441.71,,2285.58,,,
2026-06-03,b3_indices_precos_historicos,,f360dc27400f2b611bdc1aa3,2026,3,SMLL,,,,,2587.29,2465.66,,,,,,
2026-06-03,b3_indices_precos_historicos,,474da5052439c1001b8c2145,2026,4,SMLL,,,,,2520.31,2503.66,,2346.30,,,,
2026-06-03,b3_indices_precos_historicos,,87257e30ba4c164fcdf3af40,2026,5,SMLL,2304.16,,,,2522.89,2437.36,,2377.53,,,,
2026-06-03,b3_indices_precos_historicos,,80a927c38f1180a50132d773,2026,6,SMLL,2341.55,,,,2534.88,2416.61,2429.55,2427.10,,,,
2026-06-03,b3_indices_precos_historicos,,11a8d9cb1ac19c06031fcace,2026,7,SMLL,2318.69,,,,,,2412.38,2409.78,,,,
2026-06-03,b3_indices_precos_historicos,,45f8cdab7be745b227e35ba8,2026,8,SMLL,2335.05,,,,,,2484.58,2397.32,,,,
2026-06-03,b3_indices_precos_historicos,,0ea59d5117cd2e259cd0b5f3,2026,9,SMLL,2344.98,,,,2560.88,2421.70,2543.02,,,,,
2026-06-03,b3_indices_precos_historicos,,a03a281dc5da68cc32913c15,2026,10,SMLL,,,,,2562.25,2457.51,2536.46,,,,,
2026-06-03,b3_indices_precos_historicos,,51117eac0388934aa873e220,2026,11,SMLL,,,,,2599.63,2448.46,,2343.65,,,,
2026-06-03,b3_indices_precos_historicos,,c94e32580bb3eecc58ac0cec,2026,12,SMLL,2353.77,,,,2553.54,2352.68,,2331.60,,,,
2026-06-03,b3_indices_precos_historicos,,193faeb5bb26611692eda9d4,2026,13,SMLL,2324.60,,,,2551.69,2313.57,2538.75,2262.71,,,,
2026-06-03,b3_indices_precos_historicos,,0c22961d7a07e0a58b53140e,2026,14,SMLL,2347.03,,,,,,2558.16,2294.84,,,,
2026-06-03,b3_indices_precos_historicos,,dd26b561602c21ae5137b6f1,2026,15,SMLL,2337.76,,,,,,2546.80,2263.80,,,,
2026-06-03,b3_indices_precos_historicos,,3ad82c11dfd8d1420c81b5b2,2026,16,SMLL,2310.61,,,,,2350.30,2502.63,,,,,
2026-06-03,b3_indices_precos_historicos,,65c5ecd0bf8b057f9039ef55,2026,17,SMLL,,,,,,2351.22,2525.93,,,,,
2026-06-03,b3_indices_precos_historicos,,00a196d5d511b5e624a5f7b3,2026,18,SMLL,,,,,2567.29,2323.91,,2258.63,,,,
2026-06-03,b3_indices_precos_historicos,,2e907d7807a86a5752ee6b47,2026,19,SMLL,2307.81,,,,2600.92,2327.70,,2216.21,,,,
2026-06-03,b3_indices_precos_historicos,,05930cc4dbcc88498999555c,2026,20,SMLL,2319.13,,,,2623.55,2263.95,2532.48,2299.00,,,,
2026-06-03,b3_indices_precos_historicos,,a135825cf256febf256de41e,2026,21,SMLL,2398.67,,,,,,,2297.42,,,,
2026-06-03,b3_indices_precos_historicos,,1e6ff61c71451fcfa9122c27,2026,22,SMLL,2452.14,,,,,,2490.80,2275.26,,,,
2026-06-03,b3_indices_precos_historicos,,7c66fbe0c50269d5873008c3,2026,23,SMLL,2493.62,,,,2598.73,2386.25,2450.88,,,,,
2026-06-03,b3_indices_precos_historicos,,364494f2bd404a7cc249b757,2026,24,SMLL,,,,,2637.53,2372.08,2435.16,,,,,
2026-06-03,b3_indices_precos_historicos,,ab74b4d1f12f0720e3d0af70,2026,25,SMLL,,,,,2614.49,2421.36,,2330.98,,,,
2026-06-03,b3_indices_precos_historicos,,ad2e78915f4b060649e64b25,2026,26,SMLL,2503.54,,,,2629.73,2372.01,,2305.00,,,,
2026-06-03,b3_indices_precos_historicos,,def4bddafb7063ceb6b47091,2026,27,SMLL,2558.74,,,,2587.23,2332.07,2391.01,2291.85,,,,
2026-06-03,b3_indices_precos_historicos,,4f692a698814c5b265ca5d7e,2026,28,SMLL,2594.49,,,,,,2372.26,2292.33,,,,
2026-06-03,b3_indices_precos_historicos,,3b886e4c7e178d0cacd43e35,2026,29,SMLL,2549.75,,,,,,2327.00,2274.58,,,,
2026-06-03,b3_indices_precos_historicos,,f45f3c9bc30e185bc6c6d9dd,2026,30,SMLL,2539.50,,,,,2341.26,2361.00,,,,,
2026-06-03,b3_indices_precos_historicos,,b65764b4da4a1e65aa1d097e,2026,31,SMLL,,,,,,2438.03,,,,,,
